Occur Date,Occur Time,Beat,Location,UCR #,UCR Literal,Neighborhood,NPU,Longitude,Latitude,Shift Occurrence,Day of Week,Crime Category
1/22/19,1745,211,741 MOROSGO DR NE,640,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.36346,33.822959999999995,Evening,1,4
1/22/19,1940,206,5 W PACES FERRY RD NW,640,LARCENY-FROM VEHICLE,South Tuxedo Park,B,-84.38031,33.83957,Evening,1,4
1/22/19,1910,205,1950 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Wildwood (NPU-C),C,-84.41356,33.80838,Evening,1,4
1/22/19,1900,213,1424 N HIGHLAND AVE NE,640,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.35148000000001,33.79351,Evening,1,4
1/22/19,1800,503,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38747,33.78014,Evening,1,4
1/22/19,2030,203,1356 ENGLISH ST NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42067,33.79331,Evening,1,4
1/22/19,2050,605,800 GLENWOOD AVE SE,640,LARCENY-FROM VEHICLE,Grant Park,W,-84.36001999999999,33.742340000000006,Evening,1,4
1/22/19,2015,501,1025 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Home Park,E,-84.41126,33.78285,Evening,1,4
1/22/19,1830,208,3242 PEACHTREE RD NE,640,LARCENY-FROM VEHICLE,Buckhead Forest,B,-84.37311,33.84425,Evening,1,4
1/22/19,2115,504,768 MARIETTA ST,640,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40403,33.773309999999995,Evening,1,4
1/22/19,2030,207,1784 PEACHTREE ST NW,640,LARCENY-FROM VEHICLE,Ardmore,E,-84.39350999999999,33.803340000000006,Evening,1,4
1/22/19,2100,602,300 N HIGHLAND AVE NE,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.35859,33.762840000000004,Evening,1,4
1/22/19,1400,507,490 MARIETTA ST NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.39761,33.76627,Day,1,4
1/22/19,2230,209,4475 ROSWELL RD NE,640,LARCENY-FROM VEHICLE,North Buckhead,B,-84.37949,33.87728,Evening,1,4
1/23/19,650,309,655 CLEVELAND AVE SW,640,LARCENY-FROM VEHICLE,Perkerson,X,-84.41029,33.6824,Morning,2,4
1/23/19,825,601,501 AMSTERDAM AVE NE,640,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.37009,33.78785,Day,2,4
1/23/19,700,504,826 MARIETTA ST NW,640,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.4067,33.774770000000004,Morning,2,4
1/23/19,200,305,201 MOURY AVE SW,640,LARCENY-FROM VEHICLE,The Villages at Carver,Y,-84.39276,33.71691,Morning,2,4
1/23/19,1145,108,98 ANDERSON AVE NW @APS KIPP COLLEGIATE,640,LARCENY-FROM VEHICLE,Dixie Hills,J,-84.45114000000001,33.75633,Day,2,4
1/23/19,1245,206,100 BAGLEY ST NE @FRANKIE ALLEN PARK,640,LARCENY-FROM VEHICLE,Garden Hills,B,-84.37394,33.836890000000004,Day,2,4
1/23/19,1400,605,275 MEMORIAL DR SE,640,LARCENY-FROM VEHICLE,Grant Park,W,-84.37856,33.746759999999995,Day,2,4
1/23/19,1330,203,2108 OLD GEORGIAN TER NW,640,LARCENY-FROM VEHICLE,Whittier Mill Village,D,-84.48174,33.8131,Day,2,4
1/22/19,1730,212,2470 CHESHIRE BRIDGE RD NE,640,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.35173,33.822359999999996,Evening,1,4
1/23/19,1832,203,2429 BOLTON RD NW,640,LARCENY-FROM VEHICLE,Bolton,D,-84.45537,33.82065,Evening,2,4
1/23/19,1900,204,1341 COLLIER RD NW,640,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.43164,33.81154,Evening,2,4
1/23/19,1900,205,1920 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Wildwood (NPU-C),C,-84.41284,33.80733,Evening,2,4
1/23/19,1700,602,438 MORELAND AVE NE,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.34916,33.76634,Evening,2,4
1/23/19,343,401,516 LEE ST SW,630,LARCENY-NON VEHICLE,West End,T,-84.41346,33.74087,Morning,2,4
1/23/19,1200,511,20 BROAD ST SW,630,LARCENY-NON VEHICLE,Downtown,M,-84.39208,33.75312,Day,2,4
1/23/19,1450,211,2525 PIEDMONT RD NE,630,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36521,33.824,Day,2,4
1/23/19,1700,609,1275 CAROLINE ST NE @TARGET - CAROLINE,630,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674,Evening,2,4
1/23/19,1830,605,800 GLENWOOD AVE SE,630,LARCENY-NON VEHICLE,Grant Park,W,-84.36001999999999,33.742340000000006,Evening,2,4
1/23/19,1940,210,3393 PEACHTREE RD NE @LENOX SQUARE,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Evening,2,4
1/12/19,1241,307,1296 JONESBORO RD,640,LARCENY-FROM VEHICLE,South Atlanta,Y,-84.38494,33.7191,Day,5,4
1/22/19,1630,103,575 TRAVIS ST NW ,670,LARCENY-NON VEHICLE,English Avenue,L,-84.40833,33.77258,Evening,1,4
1/23/19,900,105,1649 EZRA CHURCH DR NW,670,LARCENY-NON VEHICLE,West Lake,J,-84.44116,33.76126,Day,2,4
1/7/19,0,502,1240 W PEACHTREE ST NW,670,LARCENY-NON VEHICLE,Midtown,E,-84.3879,33.78817,Morning,0,4
1/22/19,1730,307,1770 RICHMOND CIR SE,690,LARCENY-NON VEHICLE,Lakewood Heights,Y,-84.37414,33.70695,Evening,1,4
1/10/19,700,304,137 ATLANTA AVE SE,690,LARCENY-NON VEHICLE,Peoplestown,V,-84.3834,33.73008,Morning,3,4
1/22/19,1055,604,375 AUBURN AVE NE,690,LARCENY-NON VEHICLE,Sweet Auburn,M,-84.37521,33.7554,Day,1,4
1/22/19,1700,203,1339 ELLSWORTH INDUSTRIAL BLVD NW,690,LARCENY-NON VEHICLE,Blandtown,D,-84.4262,33.79081,Evening,1,4
1/23/19,645,402,869 GASTON ST SW,690,LARCENY-NON VEHICLE,Oakland City,S,-84.4365,33.73147,Morning,2,4
1/23/19,1702,113,2904 ARGYLE DR NW,690,LARCENY-NON VEHICLE,Lincoln Homes,G,-84.48293000000001,33.79981,Evening,2,4
1/23/19,800,103,720 DONALD LEE HOLLOWELL PKWY NW,710,AUTO THEFT,English Avenue,L,-84.41089000000001,33.77276,Day,2,3
1/19/19,100,406,1140 DOLPHIN DR SW @CASCADE CABANA APTS,710,AUTO THEFT,Cascade Avenue/Road,S,-84.46131,33.72433,Morning,5,3
1/23/19,1248,113,1209 HIGHTOWER RD NW,710,AUTO THEFT,Carey Park,G,-84.4702,33.788129999999995,Day,2,3
1/23/19,1930,309,757 CLEVELAND AVE SW,710,AUTO THEFT,Perkerson,X,-84.41417,33.682320000000004,Evening,2,3
1/15/19,1730,111,I-285 NB EXPY NW / I-20 EB EXPY NW,710,AUTO THEFT,Adamsville,H,-84.49305,33.7646,Evening,1,3
1/23/19,1113,204,1678 HOWELL MILL RD NW,341,ROBBERY-PEDESTRIAN,Underwood Hills,D,-84.41625,33.79991,Day,2,2
1/23/19,1530,401,992 OGLETHORPE AVE SW,311,ROBBERY-PEDESTRIAN,West End,T,-84.4203,33.73561,Day,2,2
1/23/19,2220,402,1180 RALPH D ABERNATHY BLVD SW,410,AGG ASSAULT,West End,T,-84.4263,33.73842,Evening,2,2
1/23/19,1603,401,869 VICTORIA PL SW,315,ROBBERY-RESIDENCE,West End,T,-84.41586,33.73446,Evening,2,2
1/23/19,324,203,1915 JAMES JACKSON PKWY NW,730,AUTO THEFT,Riverside,D,-84.47576,33.80693,Morning,2,3
1/23/19,1000,607,869 DALE DR SE,730,AUTO THEFT,Benteen Park,W,-84.36065,33.711009999999995,Day,2,3
1/13/19,2345,208,3380 PEACHTREE RD NE,720,AUTO THEFT,North Buckhead,B,-84.36617,33.84969,Evening,6,3
1/23/19,1600,303,256 GLENN ST SW,511,BURGLARY-RESIDENCE,Mechanicsville,V,-84.39625,33.738,Evening,2,3
1/23/19,1700,301,1420 BEATIE AVE SW,511,BURGLARY-RESIDENCE,Capitol View,X,-84.41066,33.71608,Evening,2,3
1/23/19,830,603,525 GLEN IRIS DR NE,511,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.36763,33.768190000000004,Day,2,3
1/23/19,1100,201,1401 W PACES FERRY RD NW,511,BURGLARY-RESIDENCE,Paces,A,-84.43182,33.848690000000005,Day,2,3
1/23/19,2203,508,230 PEACHTREE ST NW,420,AGG ASSAULT,Downtown,M,-84.38807,33.76015,Evening,2,2
1/21/19,436,212,2124 CHESHIRE BRIDGE RD NE,511,BURGLARY-RESIDENCE,Lindridge/Martin Manor,F,-84.35619,33.81358,Morning,0,3
1/22/19,2100,311,2944 METROPOLITAN PKWY SW,512,BURGLARY-NONRES,Hammond Park,X,-84.40838000000001,33.6746,Evening,1,3
1/22/19,1800,312,240 MOUNT ZION RD SW,512,BURGLARY-NONRES,Glenrose Heights,Z,-84.39698,33.67245,Evening,1,3
1/23/19,1132,103,647 DONALD LEE HOLLOWELL PKWY NW,512,BURGLARY-NONRES,English Avenue,L,-84.40817,33.77357,Day,2,3
1/22/19,0,213,1891 CHESHIRE BRIDGE RD NE,512,BURGLARY-NONRES,Morningside/Lenox Park,F,-84.36071,33.80943,Morning,1,3
1/23/19,1100,305,1078 HIGH POINT TER SW,521,BURGLARY-RESIDENCE,High Point,Y,-84.39493,33.7164,Day,2,3
1/23/19,1930,205,505 OVERBROOK DR NW,521,BURGLARY-RESIDENCE,Collier Hills,C,-84.4046,33.812670000000004,Evening,2,3
1/21/19,1,311,400 CLEVELAND AVE SW,521,BURGLARY-RESIDENCE,Hammond Park,X,-84.40234,33.68078,Morning,0,3
1/24/19,1330,312,505 TUFTON TRL SE,521,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.38415,33.66475,Day,3,3
1/14/19,5,308,680 NEW TOWN CIR SE,511,BURGLARY-RESIDENCE,Thomasville Heights,Z,-84.36412,33.7067,Morning,0,3
1/24/19,210,408,1401 GRAYMONT,420,AGG ASSAULT,Venetian Hills,S,-84.43682,33.715959999999995,Morning,3,2
1/24/19,150,209,3410 ALEXANDER RD NE,430,AGG ASSAULT,North Buckhead,B,-84.36702,33.85387,Morning,3,2
1/23/19,1300,104,248 WELLINGTON ST SW,511,BURGLARY-RESIDENCE,Mozley Park,K,-84.43802,33.748329999999996,Day,2,3
1/24/19,815,205,1888 EMERY ST NW,511,BURGLARY-RESIDENCE,Wildwood (NPU-C),C,-84.41444,33.80701,Day,3,3
1/24/19,730,301,1572 ATHENS AVE SW,511,BURGLARY-RESIDENCE,Capitol View,X,-84.40869,33.71217,Morning,3,3
1/20/19,2200,403,1585 KENMORE ST SW,511,BURGLARY-RESIDENCE,Cascade Avenue/Road,S,-84.43974,33.723420000000004,Evening,6,3
1/24/19,1714,305,177 MOURY AVE SW,650,LARCENY-FROM VEHICLE,The Villages at Carver,Y,-84.39052,33.71348,Evening,3,4
1/23/19,2030,609,159 WHITEFOORD AVE SE,650,LARCENY-FROM VEHICLE,Edgewood,O,-84.34235,33.748979999999996,Evening,2,4
1/24/19,130,511,30 MARIETTA ST SW,347,ROBBERY-PEDESTRIAN,Downtown,M,-84.39189,33.75352,Morning,3,2
1/24/19,1530,205,1975 HOWELL MILL RD NW,312,ROBBERY-COMMERCIAL,Channing Valley,C,-84.41272,33.808659999999996,Day,3,2
1/24/19,2200,409,3132 MCMURRAY DR SW,410,AGG ASSAULT,Southwest,R,-84.49073,33.703520000000005,Evening,3,2
1/24/19,1300,402,1333 WHITE ST SW,311,ROBBERY-PEDESTRIAN,West End,T,-84.43028000000001,33.73805,Day,3,2
1/24/19,0,211,2479 PEACHTREE RD NE,710,AUTO THEFT,Peachtree Hills,B,-84.3876,33.82215,Morning,3,3
1/23/19,1900,604,115 HILLIARD ST SE,710,AUTO THEFT,Sweet Auburn,M,-84.37696,33.75182,Evening,2,3
1/20/19,730,508,135 ANDREW YOUNG INTERNA BLVD NW,710,AUTO THEFT,Downtown,M,-84.39178000000001,33.760020000000004,Morning,6,3
1/24/19,5,105,1458 ROME DR NW,710,AUTO THEFT,Hunter Hills,K,-84.43565,33.76282,Morning,3,3
1/24/19,2030,507,464 FAIR ST SW,710,AUTO THEFT,Castleberry Hill,M,-84.40275,33.74857,Evening,3,3
1/22/19,1000,401,830 JOSEPH E LOWERY BLVD SW @WHITE STREET SW,690,LARCENY-NON VEHICLE,West End,T,-84.41771999999999,33.732209999999995,Day,1,4
1/10/19,800,610,1520 WOODBINE AVE SE,690,LARCENY-NON VEHICLE,Kirkwood,O,-84.33776,33.75079,Day,3,4
1/24/19,1100,512,201 WASHINGTON ST SW @CENTRAL PRESBYTERIA,670,LARCENY-NON VEHICLE,Downtown,M,-84.38905,33.749829999999996,Day,3,4
1/24/19,1700,510,112 COURTLAND ST NE,670,LARCENY-NON VEHICLE,Downtown,M,-84.38434000000001,33.75756,Evening,3,4
1/24/19,1645,508,230 PEACHTREE ST NW,670,LARCENY-NON VEHICLE,Downtown,M,-84.38768,33.75996,Evening,3,4
1/24/19,1015,102,835 MARTIN LUTHER KING JR DR ,630,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504,Day,3,4
1/24/19,1000,211,2525 PIEDMONT RD NE @HOME DEPOT,630,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36521,33.824,Day,3,4
1/24/19,1240,207,1943 PEACHTREE RD NE,630,LARCENY-NON VEHICLE,Brookwood Hills,E,-84.39355,33.807990000000004,Day,3,4
1/24/19,1430,309,2685 METROPOLITAN PKWY SW,630,LARCENY-NON VEHICLE,Perkerson,X,-84.40902,33.68274,Day,3,4
1/24/19,1450,211,2525 PIEDMONT RD NE @HOME DEPOT,630,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36521,33.824,Day,3,4
1/24/19,1733,204,1801 HOWELL MILL RD NW,630,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388,Evening,3,4
1/24/19,1829,204,1801 HOWELL MILL RD NW,630,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388,Evening,3,4
1/24/19,1915,102,835 MARTIN L KING JR DR NW,630,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504,Evening,3,4
1/24/19,2100,204,1801 HOWELL MILL RD NW,630,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388,Evening,3,4
1/23/19,2300,302,668 METROPOLITAN PKWY SW,640,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.40753000000001,33.7365,Evening,2,4
1/10/19,1215,213,1544 PIEDMONT AVE NE @Multiple,640,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.37101,33.79789,Day,3,4
1/23/19,1530,504,400 W PEACHTREE ST NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.3876,33.76614,Day,2,4
1/24/19,1035,203,2331 BOLTON RD NW,640,LARCENY-FROM VEHICLE,Bolton,D,-84.46179000000001,33.81909,Day,3,4
1/24/19,930,203,1500 MARIETTA BLVD NW,640,LARCENY-FROM VEHICLE,Hills Park,D,-84.4333,33.79681,Day,3,4
1/24/19,830,204,1670 DEFOOR AVE NW,640,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.4188,33.80059,Day,3,4
1/21/19,2030,601,794 N HIGHLAND AVE NE,640,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.35269,33.776140000000005,Evening,0,4
1/24/19,2000,503,242 12TH ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.37953,33.78436,Evening,3,4
1/24/19,1850,203,1133 HUFF RD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42557,33.78978,Evening,3,4
1/24/19,2120,205,1991 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Channing Valley,C,-84.41277,33.809020000000004,Evening,3,4
1/24/19,2100,509,2 BAKER ST NE,640,LARCENY-FROM VEHICLE,Downtown,M,-84.38731,33.76234,Evening,3,4
1/24/19,2302,602,602 N HIGHLAND AVE NE @MANUELS,640,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.35274,33.77082,Evening,3,4
1/24/19,2300,602,299 N HIGHLAND AVE NE,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.35846,33.76198,Evening,3,4
1/25/19,459,105,1220 GARDENIA ST NW,640,LARCENY-FROM VEHICLE,Hunter Hills,K,-84.42729,33.75567,Morning,4,4
1/24/19,1800,608,470 STERLING ST NE,640,LARCENY-FROM VEHICLE,Candler Park,N,-84.34492,33.76715,Evening,3,4
1/24/19,1945,213,1845 PIEDMONT AVE NE,640,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36665,33.806459999999994,Evening,3,4
1/24/19,2100,304,56 ORMOND ST SW,640,LARCENY-FROM VEHICLE,Peoplestown,V,-84.38975,33.73158,Evening,3,4
1/25/19,930,304,180 UNIVERSITY AVE SW ,640,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.39375,33.72164,Day,4,4
1/25/19,800,411,2442 MAXWELL DR SW,640,LARCENY-FROM VEHICLE,Greenbriar,R,-84.48273,33.691309999999994,Day,4,4
1/22/19,2030,303,656 PRYOR ST SW,640,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.39438,33.736990000000006,Evening,1,4
1/25/19,125,211,57 PEACHTREE HILLS AVE NE,640,LARCENY-FROM VEHICLE,Peachtree Hills,B,-84.38645,33.81755,Morning,4,4
1/24/19,2300,211,563 BROADVIEW PL NE,640,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.36492,33.8217,Evening,3,4
1/25/19,1500,203,1356 ENGLISH ST NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42067,33.79331,Day,4,4
1/25/19,1800,209,3850 ROSWELL RD NE,640,LARCENY-FROM VEHICLE,East Chastain Park,B,-84.38156,33.85988,Evening,4,4
1/25/19,2045,207,1587 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41575,33.79835,Evening,4,4
1/25/19,2100,504,768 MARIETTA ST NW,640,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40403,33.773309999999995,Evening,4,4
1/24/19,1700,203,1738 MACARTHUR BLVD NW,640,LARCENY-FROM VEHICLE,Bolton,D,-84.4448,33.81326,Evening,3,4
1/25/19,2115,203,1133 HUFF RD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42557,33.78978,Evening,4,4
1/25/19,1948,505,893 PEACHTREE ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38403000000001,33.77901,Evening,4,4
1/25/19,2130,203,1108 OLD CHATTAHOOCHEE AVE NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42394,33.79998,Evening,4,4
1/25/19,2210,509,126 BAKER ST NE,640,LARCENY-FROM VEHICLE,Downtown,M,-84.38328,33.76255,Evening,4,4
1/25/19,523,603,689 BOULEVARD NE,630,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.37049,33.773509999999995,Morning,4,4
1/25/19,1010,303,180 RALPH D ABERNATHY BLVD SW,630,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39376,33.73656,Day,4,4
1/25/19,1400,210,3393 PEACHTREE RD NE @LENOX MALL,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Day,4,4
1/25/19,1442,609,1275 CAROLINE ST NE @TARGET - CAROLINE,630,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674,Day,4,4
1/25/19,1445,211,2539 PIEDMONT RD NE @TARGET - PIEDMONT,630,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36328,33.82403,Day,4,4
1/25/19,1639,208,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,630,LARCENY-NON VEHICLE,North Buckhead,B,-84.37075,33.849109999999996,Evening,4,4
1/25/19,1730,204,1801 HOWELL MILL RD NW,630,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388,Evening,4,4
1/25/19,2126,609,1275 CAROLINE ST NE @TARGET - CAROLINE,630,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674,Evening,4,4
1/25/19,1328,208,3330 PIEDMONT RD NE @Multiple,670,LARCENY-NON VEHICLE,Buckhead Forest,B,-84.37462,33.84564,Day,4,4
1/24/19,1336,406,554 CATIVO DR SW,690,LARCENY-NON VEHICLE,Peyton Forest,I,-84.47265,33.74116,Day,3,4
1/25/19,0,206,3161 MAPLE DR NE,690,LARCENY-NON VEHICLE,Buckhead Village,B,-84.37187,33.84163,Morning,4,4
1/25/19,100,207,1715 NORTHSIDE DR NW,710,AUTO THEFT,Loring Heights,E,-84.4071,33.801809999999996,Morning,4,3
1/25/19,300,303,906 ADAMSON ST SW,710,AUTO THEFT,Mechanicsville,V,-84.39555,33.73004,Morning,4,3
1/25/19,400,311,2828 DEARWOOD DR SW,710,AUTO THEFT,Hammond Park,X,-84.40424,33.6777,Morning,4,3
1/24/19,2200,605,351 CHEROKEE AVE SE,710,AUTO THEFT,Grant Park,W,-84.37349,33.74515,Evening,3,3
1/25/19,1353,212,1155 LAVISTA RD NE,710,AUTO THEFT,Lindridge/Martin Manor,F,-84.351,33.81743,Day,4,3
1/25/19,1406,204,2115 DEE DEE MUSE LN NW,710,AUTO THEFT,Underwood Hills,D,-84.42634,33.81302,Day,4,3
1/25/19,1838,213,1836 ROCKRIDGE PL NE,710,AUTO THEFT,Piedmont Heights,F,-84.37356,33.80529,Evening,4,3
1/25/19,1059,103,800 W MARIETTA ST NW,410,AGG ASSAULT,English Avenue,L,-84.41514000000001,33.78022,Day,4,2
1/25/19,1400,109,2288 HILL ST NW,410,AGG ASSAULT,Center Hill,J,-84.463,33.77975,Day,4,2
1/25/19,1100,110,2421 2ND ST NW,720,AUTO THEFT,Scotts Crossing,G,-84.46743000000001,33.80283,Day,4,3
1/24/19,2345,611,194 E LAKE DR SE,511,BURGLARY-RESIDENCE,East Lake,O,-84.30206,33.74749,Evening,3,3
1/24/19,2300,402,728 CASCADE AVE SW,511,BURGLARY-RESIDENCE,West End,T,-84.43614000000001,33.735479999999995,Evening,3,3
1/25/19,1045,113,1212 JAMES JACKSON PKWY NW,511,BURGLARY-RESIDENCE,Monroe Heights,G,-84.47416,33.79333,Day,4,3
1/25/19,1315,411,3200 STONE RD SW,511,BURGLARY-RESIDENCE,Greenbriar,R,-84.49403000000001,33.6697,Day,4,3
1/25/19,1230,203,2005 SPINK ST NW,511,BURGLARY-RESIDENCE,Riverside,D,-84.46865,33.81026,Day,4,3
1/25/19,2100,101,369 MCDANIEL ST SW,511,BURGLARY-RESIDENCE,The Villages at Castleberry Hill,T,-84.40523,33.74505,Evening,4,3
1/25/19,330,508,320 PEACHTREE ST NE,512,BURGLARY-NONRES,Downtown,M,-84.38701999999999,33.763329999999996,Morning,4,3
1/24/19,1700,103,548 GRIFFIN ST NW,512,BURGLARY-NONRES,English Avenue,L,-84.41141,33.76965,Evening,3,3
1/24/19,1700,103,546 GRIFFIN ST NW,521,BURGLARY-RESIDENCE,English Avenue,L,-84.41141,33.769490000000005,Evening,3,3
1/25/19,1925,208,707 PARK AVE NE,521,BURGLARY-RESIDENCE,North Buckhead,B,-84.36137,33.85496,Evening,4,3
1/25/19,2330,202,205 PINELAND RD NW,521,BURGLARY-RESIDENCE,Chastain Park,A,-84.39426,33.86692,Evening,4,3
1/24/19,1300,409,1401 ADAMS DR SW,521,BURGLARY-RESIDENCE,Cascade Heights,I,-84.48711,33.71731,Day,3,3
1/26/19,430,405,2310 MARTIN L KING JR DR SW,512,BURGLARY-NONRES,Florida Heights,I,-84.46544,33.75121,Morning,5,3
1/25/19,1215,207,1888 EMERY ST NW,511,BURGLARY-RESIDENCE,Wildwood (NPU-C),C,-84.41444,33.80701,Day,4,3
1/26/19,1150,104,1690 BROWNING ST NW,430,AGG ASSAULT,Mozley Park,K,-84.44237,33.75228,Day,5,2
1/26/19,2300,108,2190 VERBENA ST ST SW,420,AGG ASSAULT,Dixie Hills,J,-84.46014,33.7551,Evening,5,2
1/26/19,300,107,2041 JOSEPH E BOONE BLVD NW,410,AGG ASSAULT,Grove Park,J,-84.45411,33.7639,Morning,5,2
1/26/19,1355,203,2331 BOLTON RD NW,410,AGG ASSAULT,Bolton,D,-84.46179000000001,33.81909,Day,5,2
1/26/19,1200,411,3200 STONE RD SW,311,ROBBERY-PEDESTRIAN,Greenbriar,R,-84.49403000000001,33.6697,Day,5,2
1/26/19,1030,409,2275 COUNTRY CLUB LN SW,710,AUTO THEFT,Southwest,R,-84.49633,33.693670000000004,Day,5,3
1/26/19,1,105,255 HOLLY RD NW,710,AUTO THEFT,Hunter Hills,K,-84.43746,33.76232,Morning,5,3
1/26/19,1100,308,854 MIDWAY ST SE,710,AUTO THEFT,Leila Valley,Z,-84.36166,33.69014,Day,5,3
1/25/19,1800,411,2649 THE FONTAINEBLEAU SW,710,AUTO THEFT,Greenbriar,R,-84.48853000000001,33.68347,Evening,4,3
1/26/19,1700,208,3232 PEACHTREE RD NE,710,AUTO THEFT,Buckhead Forest,B,-84.37409,33.84413,Evening,5,3
1/26/19,1720,409,2674 CAMPBELLTON RD SW ,710,AUTO THEFT,Campbellton Road,R,-84.47568000000001,33.702090000000005,Evening,5,3
1/26/19,2000,204,1790 HOWELL MILL RD NW,710,AUTO THEFT,Underwood Hills,D,-84.41455,33.80352,Evening,5,3
1/26/19,2138,101,202 ELM ST SW,710,AUTO THEFT,Atlanta University Center,T,-84.40935,33.74933,Evening,5,3
1/26/19,1930,307,1657 LAKEWOOD AVE SE,710,AUTO THEFT,Lakewood Heights,Y,-84.38036,33.70898,Evening,5,3
1/26/19,18,510,165 COURTLAND ST NE,690,LARCENY-NON VEHICLE,Downtown,M,-84.3841,33.75892,Morning,5,4
1/26/19,800,307,1800 BOND DR SW,690,LARCENY-NON VEHICLE,Betmar LaVilla,Y,-84.40176,33.70731,Day,5,4
1/26/19,148,103,882 FOX ST NW,325,ROBBERY-RESIDENCE,English Avenue,L,-84.41619,33.772090000000006,Morning,5,2
1/26/19,523,603,400 MERRITTS AVE NE @BEDFORD PINE PARK,670,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.37444,33.769009999999994,Morning,5,4
1/26/19,1100,102,835 MARTIN LUTHER KING JR DR NW ,630,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504,Day,5,4
1/26/19,1215,210,3393 PEACHTREE RD NE @LENOX MALL,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Day,5,4
1/26/19,1546,609,1275 CAROLINE ST NE,630,LARCENY-NON VEHICLE,Edgewood,O,-84.3461,33.756840000000004,Day,5,4
1/26/19,1630,603,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,630,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.38023000000001,33.77067,Evening,5,4
1/26/19,2020,210,3393 PEACHTREE RD NE @LENOX MALL,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Evening,5,4
1/26/19,2107,107,2045 DONALD LEE HOLLOWELL PKWY NW,630,LARCENY-NON VEHICLE,Grove Park,J,-84.45214,33.7774,Evening,5,4
1/25/19,2347,508,346 TED TURNER DR NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.38909,33.764109999999995,Evening,4,4
