Occur Date,Occur Time,Beat,Location,UCR #,UCR Literal,Neighborhood,NPU,Longitude,Latitude,Shift Occurrence,Day of Week,Crime Category
1/2/19,2200,409,2062 CHILDRESS DR SW,710,AUTO THEFT,Southwest,R,-84.48575,33.69912,Evening,2,3
1/2/19,2210,206,3092 PIEDMONT RD NE,710,AUTO THEFT,Buckhead Village,B,-84.36979000000001,33.84028,Evening,2,3
1/3/19,715,403,1145 EDGEFIELD DR SW,710,AUTO THEFT,Oakland City,S,-84.42997,33.72376,Morning,3,3
1/3/19,2130,508,123 MARIETTA ST NW,710,AUTO THEFT,Downtown,M,-84.39265999999999,33.757670000000005,Evening,3,3
1/3/19,100,303,464 WINDSOR ST SW,341,ROBBERY-PEDESTRIAN,Castleberry Hill,M,-84.40341,33.74348,Morning,3,2
1/3/19,700,401,837 LEE ST,110,HOMICIDE,West End,T,-84.41435,33.73207,Morning,3,1
1/3/19,2210,506,931 MONROE DR NE @BELTLINE BUSINESS,410,AGG ASSAULT,Midtown,E,-84.36717,33.779090000000004,Evening,3,2
1/3/19,2319,305,1553 JONESBORO RD SE,314,ROBBERY-COMMERCIAL,South Atlanta,Y,-84.38209,33.71059,Evening,3,2
1/3/19,1318,305,68 PARK AVE SE,511,BURGLARY-RESIDENCE,South Atlanta,Y,-84.3849,33.711870000000005,Day,3,3
1/3/19,1328,305,26 DOROTHY ST SE,511,BURGLARY-RESIDENCE,South Atlanta,Y,-84.38311999999999,33.71054,Day,3,3
1/3/19,550,411,3030 CONTINENTAL COLONY PKWY SW,511,BURGLARY-RESIDENCE,Greenbriar,R,-84.49371,33.680659999999996,Morning,3,3
1/3/19,845,602,870 INMAN VILLAGE PKWY NE,511,BURGLARY-RESIDENCE,Inman Park,N,-84.36,33.76121,Day,3,3
1/3/19,1200,101,876 MARTIN L KING JR DR SW,420,AGG ASSAULT,Atlanta University Center,T,-84.41624,33.75457,Day,3,2
1/3/19,325,401,1095 RALPH D ABERNATHY BLVD SW,512,BURGLARY-NONRES,West End,T,-84.42367,33.7387,Morning,3,3
1/3/19,1100,308,1869 THOMASVILLE DR SE,521,BURGLARY-RESIDENCE,Thomasville Heights,Z,-84.35811,33.70063,Day,3,3
1/3/19,2053,301,442 LYNNHAVEN DR SW,521,BURGLARY-RESIDENCE,Capitol View Manor,X,-84.40226,33.7156,Evening,3,3
1/4/19,815,308,460 THOMASVILLE BLVD SE,521,BURGLARY-RESIDENCE,Thomasville Heights,Z,-84.35939,33.70602,Day,4,3
1/4/19,1530,311,2849 GRAND AVE SW,440,AGG ASSAULT,Hammond Park,X,-84.40144000000001,33.67757,Day,4,2
1/3/19,1730,604,349 DECATUR ST SE,511,BURGLARY-RESIDENCE,Sweet Auburn,M,-84.37788,33.74988,Evening,3,3
1/4/19,1253,505,730 PIEDMONT AVE NE,430,AGG ASSAULT,Midtown,E,-84.38202,33.77446,Day,4,2
1/4/19,2150,404,1747 N OLYMPIAN WAY SW,430,AGG ASSAULT,Westview,T,-84.44513,33.73637,Evening,4,2
1/4/19,2302,408,1843 CAMPBELLTON RD SW,410,AGG ASSAULT,Venetian Hills,S,-84.44905,33.70982,Evening,4,2
1/4/19,1000,211,2561 PIEDMONT RD NE,312,ROBBERY-COMMERCIAL,Lindbergh/Morosgo,B,-84.36464000000001,33.82561,Day,4,2
1/4/19,1300,402,1295 DONNELLY AVENUE SW,720,AUTO THEFT,Westview,T,-84.44665,33.73718,Day,4,3
1/3/19,1900,213,1540 MARKAN DR NE,710,AUTO THEFT,Edmund Park,F,-84.34307,33.795840000000005,Evening,3,3
1/4/19,1030,106,1026 W MARIETTA ST NW,710,AUTO THEFT,Knight Park/Howell Station,K,-84.41986,33.784690000000005,Day,4,3
1/3/19,2130,306,662 HUGH ST,710,AUTO THEFT,Sylvan Hills,X,-84.40871,33.706559999999996,Evening,3,3
1/4/19,820,604,320 PARKWAY DR NE,710,AUTO THEFT,Old Fourth Ward,M,-84.37438,33.76342,Day,4,3
1/4/19,1330,213,603 GREYSTONE PARK NE,710,AUTO THEFT,Morningside/Lenox Park,F,-84.36715,33.80038,Day,4,3
1/4/19,1800,401,535 JOSEPH E LOWERY BLVD SW,710,AUTO THEFT,West End,T,-84.41784,33.74028,Evening,4,3
1/4/19,1945,505,40 7TH ST NE,710,AUTO THEFT,Midtown,E,-84.38611999999999,33.77874,Evening,4,3
1/4/19,1200,109,2619 DONALD LEE HOLLOWELL PKWY NW,690,LARCENY-NON VEHICLE,Center Hill,J,-84.47254000000001,33.77579,Day,4,4
1/4/19,1334,301,701 BROOKLINE ST SW,690,LARCENY-NON VEHICLE,Adair Park,V,-84.41029,33.72722,Day,4,4
1/4/19,1400,303,639 WINDSOR ST SW,690,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39842,33.73741,Day,4,4
1/4/19,1700,101,1970 NORTH AVE,690,LARCENY-NON VEHICLE,Grove Park,J,-84.4522,33.76842,Evening,4,4
1/4/19,1505,306,1621 BREWER BLVD SW,317,ROBBERY-PEDESTRIAN,Sylvan Hills,X,-84.41717,33.71055,Day,4,2
1/4/19,753,411,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,316,ROBBERY-COMMERCIAL,Greenbriar,R,-84.49773,33.68677,Morning,4,2
1/4/19,1347,211,2625 PIEDMONT RD NE,670,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36699,33.82678,Day,4,4
1/4/19,1330,611,466 HOOPER ST SE,670,LARCENY-NON VEHICLE,East Lake,O,-84.291,33.739740000000005,Day,4,4
1/4/19,1700,511,20 B BROAD ST,670,LARCENY-NON VEHICLE,Downtown,M,-84.39118,33.75365,Evening,4,4
1/4/19,0,501,450 16TH ST NW,640,LARCENY-FROM VEHICLE,Home Park,E,-84.40378,33.78829,Morning,4,4
1/4/19,1230,nan,723 SMITH ST,640,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.40109,33.73519,Day,4,4
1/4/19,1300,309,2461 METROPOLITAN PKWY SW,640,LARCENY-FROM VEHICLE,Perkerson,X,-84.40888000000001,33.68783,Day,4,4
1/4/19,1245,211,3097 PIEDMONT RD NE,640,LARCENY-FROM VEHICLE,Peachtree Park,B,-84.36972,33.84059,Day,4,4
1/3/19,2100,604,BRADLEY ST SE / DECATUR ST SE,640,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36887,33.752159999999996,Evening,3,4
1/4/19,1200,206,2996 GRANDVIEW AVE NE,640,LARCENY-FROM VEHICLE,Garden Hills,B,-84.37646,33.83641,Day,4,4
1/4/19,1530,209,3756 ROSWELL RD NE,640,LARCENY-FROM VEHICLE,East Chastain Park,B,-84.38197,33.85735,Day,4,4
1/4/19,1545,209,3639 PIEDMONT RD NE,640,LARCENY-FROM VEHICLE,North Buckhead,B,-84.38212,33.85396,Day,4,4
1/4/19,1630,206,3167 PEACHTREE RD NE,640,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37586999999999,33.84083,Evening,4,4
1/4/19,1800,501,568 14TH ST NW         ,640,LARCENY-FROM VEHICLE,Home Park,E,-84.40585,33.78613,Evening,4,4
1/4/19,1915,208,3495 BUCKHEAD LOOP NE,640,LARCENY-FROM VEHICLE,North Buckhead,B,-84.3645,33.852090000000004,Evening,4,4
1/4/19,1700,501,1071 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Home Park,E,-84.41176,33.783809999999995,Evening,4,4
1/4/19,1830,502,250 10TH ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.37905,33.78187,Evening,4,4
1/4/19,1955,503,930 JUNIPER ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38271999999999,33.78,Evening,4,4
1/4/19,1800,505,860 PEACHTREE ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38445,33.77813,Evening,4,4
1/4/19,2200,505,855 PEACHTREE ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38424,33.778,Evening,4,4
1/4/19,1930,509,60 ANDREW YOUNG INTERNA BLVD NE,640,LARCENY-FROM VEHICLE,Downtown,M,-84.38539,33.75976,Evening,4,4
1/4/19,2229,104,1410 MOZLEY PL SW,640,LARCENY-FROM VEHICLE,Mozley Park,K,-84.43366,33.75105,Evening,4,4
1/4/19,1030,502,1337 PEACHTREE ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.3854,33.79121,Day,4,4
1/4/19,2300,213,550 AMSTERDAM AVE NE @RED CHAIR,640,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36886,33.788309999999996,Evening,4,4
1/4/19,2255,604,327 EDGEWOOD AVE SE,640,LARCENY-FROM VEHICLE,Sweet Auburn,M,-84.3766,33.75437,Evening,4,4
1/4/19,2100,204,1801 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41348,33.80448,Evening,4,4
1/3/19,2200,103,696 DONALD LEE HOLLOWELL PKWY NW ,620,LARCENY-NON VEHICLE,English Avenue,L,-84.40987,33.77292,Evening,3,4
1/3/19,130,203,2429 BOLTON RD NW,640,LARCENY-FROM VEHICLE,Bolton,D,-84.45537,33.82065,Morning,3,4
