Date,Year,Month,Day of Month,Day of Week,Category 1,Category 2,Category 3,Category 4
2017-06-07,2017,6,7,2,0,8,8,26
2017-06-08,2017,6,8,3,2,4,5,28
2017-06-09,2017,6,9,4,0,4,9,29
2017-06-10,2017,6,10,5,1,7,14,19
2017-06-11,2017,6,11,6,0,6,3,31
2017-06-12,2017,6,12,0,0,5,5,18
2017-06-13,2017,6,13,1,1,7,6,26
2017-06-14,2017,6,14,2,0,2,5,25
2017-06-15,2017,6,15,3,0,4,6,22
2017-06-16,2017,6,16,4,0,9,10,28
2017-06-17,2017,6,17,5,1,1,6,21
2017-06-18,2017,6,18,6,0,8,8,27
2017-06-19,2017,6,19,0,0,5,8,22
2017-06-20,2017,6,20,1,0,7,5,23
2017-06-21,2017,6,21,2,0,6,1,28
2017-06-22,2017,6,22,3,1,3,9,36
2017-06-23,2017,6,23,4,1,3,6,22
2017-06-24,2017,6,24,5,0,3,7,22
2017-06-25,2017,6,25,6,0,6,8,26
2017-06-26,2017,6,26,0,0,2,1,25
2017-06-27,2017,6,27,1,0,4,5,29
2017-06-28,2017,6,28,2,0,3,2,27
2017-06-29,2017,6,29,3,1,2,2,19
2017-06-30,2017,6,30,4,1,6,11,16
2017-07-01,2017,7,1,5,0,7,5,28
2017-07-02,2017,7,2,6,0,5,4,19
2017-07-03,2017,7,3,0,0,10,11,30
2017-07-04,2017,7,4,1,0,4,7,28
2017-07-05,2017,7,5,2,0,5,3,21
2017-07-06,2017,7,6,3,0,6,9,26
2017-07-07,2017,7,7,4,1,0,9,26
2017-07-08,2017,7,8,5,0,6,6,25
2017-07-09,2017,7,9,6,0,6,4,15
2017-07-10,2017,7,10,0,0,9,3,25
2017-07-11,2017,7,11,1,0,8,5,33
2017-07-12,2017,7,12,2,0,8,4,28
2017-07-13,2017,7,13,3,1,9,5,15
2017-07-14,2017,7,14,4,1,7,11,25
2017-07-15,2017,7,15,5,0,8,9,32
2017-07-16,2017,7,16,6,1,3,3,27
2017-07-17,2017,7,17,0,0,8,18,36
2017-07-18,2017,7,18,1,0,8,4,22
2017-07-19,2017,7,19,2,0,5,6,30
2017-07-20,2017,7,20,3,0,6,7,23
2017-07-21,2017,7,21,4,0,7,4,12
2017-07-22,2017,7,22,5,1,6,7,42
2017-07-23,2017,7,23,6,0,7,2,16
2017-07-24,2017,7,24,0,0,3,7,18
2017-07-25,2017,7,25,1,0,5,6,27
2017-07-26,2017,7,26,2,0,6,9,24
2017-07-27,2017,7,27,3,0,7,10,23
2017-07-28,2017,7,28,4,0,8,5,30
2017-07-29,2017,7,29,5,0,5,8,26
2017-07-30,2017,7,30,6,0,2,2,20
2017-07-31,2017,7,31,0,0,5,4,28
2017-08-01,2017,8,1,1,0,4,6,14
2017-08-02,2017,8,2,2,0,8,2,28
2017-08-03,2017,8,3,3,0,6,3,18
2017-08-04,2017,8,4,4,1,4,4,28
2017-08-05,2017,8,5,5,0,4,9,25
2017-08-06,2017,8,6,6,1,6,6,16
2017-08-07,2017,8,7,0,0,4,4,24
2017-08-08,2017,8,8,1,0,4,8,12
2017-08-09,2017,8,9,2,0,2,6,15
2017-08-10,2017,8,10,3,0,3,6,15
2017-08-11,2017,8,11,4,0,6,8,21
2017-08-12,2017,8,12,5,0,7,5,23
2017-08-13,2017,8,13,6,0,5,6,23
2017-08-14,2017,8,14,0,0,6,9,26
2017-08-15,2017,8,15,1,0,6,9,24
2017-08-16,2017,8,16,2,0,3,9,20
2017-08-17,2017,8,17,3,0,3,7,32
2017-08-18,2017,8,18,4,0,4,8,30
2017-08-19,2017,8,19,5,1,4,11,42
2017-08-20,2017,8,20,6,0,10,5,32
2017-08-21,2017,8,21,0,0,4,7,23
2017-08-22,2017,8,22,1,0,4,5,25
2017-08-23,2017,8,23,2,0,8,5,19
2017-08-24,2017,8,24,3,0,5,8,22
2017-08-25,2017,8,25,4,0,4,6,26
2017-08-26,2017,8,26,5,0,7,6,31
2017-08-27,2017,8,27,6,0,10,3,28
2017-08-28,2017,8,28,0,0,7,6,28
2017-08-29,2017,8,29,1,0,11,9,25
2017-08-30,2017,8,30,2,0,3,7,19
2017-08-31,2017,8,31,3,0,3,11,19
2017-09-01,2017,9,1,4,0,6,8,28
2017-09-02,2017,9,2,5,0,8,7,34
2017-09-03,2017,9,3,6,0,7,5,37
2017-09-04,2017,9,4,0,0,5,6,34
2017-09-05,2017,9,5,1,1,7,8,32
2017-09-06,2017,9,6,2,0,3,6,20
2017-09-07,2017,9,7,3,0,5,5,23
2017-09-08,2017,9,8,4,0,3,8,26
2017-09-09,2017,9,9,5,0,2,5,41
2017-09-10,2017,9,10,6,1,7,6,32
2017-09-11,2017,9,11,0,0,1,4,17
2017-09-12,2017,9,12,1,0,8,8,29
2017-09-13,2017,9,13,2,0,3,6,29
2017-09-14,2017,9,14,3,0,3,7,26
2017-09-15,2017,9,15,4,0,2,9,34
2017-09-16,2017,9,16,5,1,6,5,23
2017-09-17,2017,9,17,6,0,8,3,28
2017-09-18,2017,9,18,0,0,4,4,28
2017-09-19,2017,9,19,1,0,5,10,28
2017-09-20,2017,9,20,2,0,6,12,34
2017-09-21,2017,9,21,3,1,7,10,27
2017-09-22,2017,9,22,4,0,12,4,28
2017-09-23,2017,9,23,5,0,7,7,37
2017-09-24,2017,9,24,6,0,11,4,22
2017-09-25,2017,9,25,0,0,12,13,23
2017-09-26,2017,9,26,1,0,2,6,25
2017-09-27,2017,9,27,2,0,7,5,17
2017-09-28,2017,9,28,3,0,0,8,25
2017-09-29,2017,9,29,4,1,4,7,32
2017-09-30,2017,9,30,5,0,8,6,30
2017-10-01,2017,10,1,6,0,7,6,30
2017-10-02,2017,10,2,0,0,6,9,30
2017-10-03,2017,10,3,1,1,1,4,20
2017-10-04,2017,10,4,2,0,4,9,19
2017-10-05,2017,10,5,3,0,6,9,22
2017-10-06,2017,10,6,4,1,1,6,34
2017-10-07,2017,10,7,5,1,7,8,35
2017-10-08,2017,10,8,6,0,4,5,36
2017-10-09,2017,10,9,0,0,6,7,33
2017-10-10,2017,10,10,1,0,6,7,31
2017-10-11,2017,10,11,2,0,6,5,38
2017-10-12,2017,10,12,3,0,4,8,23
2017-10-13,2017,10,13,4,1,5,8,30
2017-10-14,2017,10,14,5,2,9,7,29
2017-10-15,2017,10,15,6,0,8,3,17
2017-10-16,2017,10,16,0,0,15,10,33
2017-10-17,2017,10,17,1,1,3,7,26
2017-10-18,2017,10,18,2,1,2,4,28
2017-10-19,2017,10,19,3,0,7,8,21
2017-10-20,2017,10,20,4,0,2,8,23
2017-10-21,2017,10,21,5,2,6,10,38
2017-10-22,2017,10,22,6,0,7,5,32
2017-10-23,2017,10,23,0,0,1,6,19
2017-10-24,2017,10,24,1,0,2,4,32
2017-10-25,2017,10,25,2,1,4,6,23
2017-10-26,2017,10,26,3,0,0,4,22
2017-10-27,2017,10,27,4,1,2,8,30
2017-10-28,2017,10,28,5,0,6,6,39
2017-10-29,2017,10,29,6,0,4,5,32
2017-10-30,2017,10,30,0,0,6,7,25
2017-10-31,2017,10,31,1,0,5,12,34
2017-11-01,2017,11,1,2,1,6,9,33
2017-11-02,2017,11,2,3,0,2,4,23
2017-11-03,2017,11,3,4,1,4,9,25
2017-11-04,2017,11,4,5,1,8,2,31
2017-11-05,2017,11,5,6,0,11,5,22
2017-11-06,2017,11,6,0,0,3,5,36
2017-11-07,2017,11,7,1,0,8,9,37
2017-11-08,2017,11,8,2,0,5,7,27
2017-11-09,2017,11,9,3,1,3,6,28
2017-11-10,2017,11,10,4,0,5,4,26
2017-11-11,2017,11,11,5,0,3,8,36
2017-11-12,2017,11,12,6,1,8,6,26
2017-11-13,2017,11,13,0,0,2,9,23
2017-11-14,2017,11,14,1,0,2,9,26
2017-11-15,2017,11,15,2,0,8,10,24
2017-11-16,2017,11,16,3,0,4,4,33
2017-11-17,2017,11,17,4,0,5,12,47
2017-11-18,2017,11,18,5,1,2,11,30
2017-11-19,2017,11,19,6,1,3,6,32
2017-11-20,2017,11,20,0,1,1,6,43
2017-11-21,2017,11,21,1,0,4,11,20
2017-11-22,2017,11,22,2,0,6,5,21
2017-11-23,2017,11,23,3,0,7,5,12
2017-11-24,2017,11,24,4,0,4,8,34
2017-11-25,2017,11,25,5,0,4,9,27
2017-11-26,2017,11,26,6,0,4,7,38
2017-11-27,2017,11,27,0,2,4,15,36
2017-11-28,2017,11,28,1,0,3,12,31
2017-11-29,2017,11,29,2,0,4,9,21
2017-11-30,2017,11,30,3,0,3,3,33
2017-12-01,2017,12,1,4,0,4,8,31
2017-12-02,2017,12,2,5,1,6,5,31
2017-12-03,2017,12,3,6,0,3,6,24
2017-12-04,2017,12,4,0,0,6,8,22
2017-12-05,2017,12,5,1,0,4,6,26
2017-12-06,2017,12,6,2,0,3,7,24
2017-12-07,2017,12,7,3,0,3,8,50
2017-12-08,2017,12,8,4,0,2,8,30
2017-12-09,2017,12,9,5,0,2,3,23
2017-12-10,2017,12,10,6,0,1,7,35
2017-12-11,2017,12,11,0,0,6,5,29
2017-12-12,2017,12,12,1,0,3,5,29
2017-12-13,2017,12,13,2,0,5,5,23
2017-12-14,2017,12,14,3,0,4,6,29
2017-12-15,2017,12,15,4,0,3,5,21
2017-12-16,2017,12,16,5,0,7,5,36
2017-12-17,2017,12,17,6,0,3,2,36
2017-12-18,2017,12,18,0,0,4,4,25
2017-12-19,2017,12,19,1,1,1,4,22
2017-12-20,2017,12,20,2,0,2,13,30
2017-12-21,2017,12,21,3,0,2,14,24
2017-12-22,2017,12,22,4,0,1,11,34
2017-12-23,2017,12,23,5,0,3,8,31
2017-12-24,2017,12,24,6,0,3,7,33
2017-12-25,2017,12,25,0,0,2,2,17
2017-12-26,2017,12,26,1,0,5,2,32
2017-12-27,2017,12,27,2,0,9,4,31
2017-12-28,2017,12,28,3,1,3,11,24
2017-12-29,2017,12,29,4,0,2,3,20
2017-12-30,2017,12,30,5,1,3,3,25
2017-12-31,2017,12,31,6,0,4,6,33
2018-01-01,2018,1,1,0,0,5,2,19
2018-01-02,2018,1,2,1,0,2,6,21
2018-01-03,2018,1,3,2,0,5,4,28
2018-01-04,2018,1,4,3,0,5,1,21
2018-01-05,2018,1,5,4,0,3,5,19
2018-01-06,2018,1,6,5,0,5,5,23
2018-01-07,2018,1,7,6,0,3,5,19
2018-01-08,2018,1,8,0,0,0,8,30
2018-01-09,2018,1,9,1,0,5,9,26
2018-01-10,2018,1,10,2,0,4,6,22
2018-01-11,2018,1,11,3,0,4,4,30
2018-01-12,2018,1,12,4,0,6,6,25
2018-01-13,2018,1,13,5,0,4,3,31
2018-01-14,2018,1,14,6,0,3,1,21
2018-01-15,2018,1,15,0,1,5,9,21
2018-01-16,2018,1,16,1,0,3,2,33
2018-01-17,2018,1,17,2,0,0,3,13
2018-01-18,2018,1,18,3,0,4,5,37
2018-01-19,2018,1,19,4,0,3,3,32
2018-01-20,2018,1,20,5,0,2,6,37
2018-01-21,2018,1,21,6,0,5,2,9
2018-01-22,2018,1,22,0,0,6,7,23
2018-01-23,2018,1,23,1,1,7,4,28
2018-01-24,2018,1,24,2,0,5,7,28
2018-01-25,2018,1,25,3,0,9,4,19
2018-01-26,2018,1,26,4,0,0,3,35
2018-01-27,2018,1,27,5,0,5,4,32
2018-01-28,2018,1,28,6,0,2,9,17
2018-01-29,2018,1,29,0,0,2,3,17
2018-01-30,2018,1,30,1,0,2,2,16
2018-01-31,2018,1,31,2,0,2,9,14
2018-02-01,2018,2,1,3,0,2,5,17
2018-02-02,2018,2,2,4,0,5,6,24
2018-02-03,2018,2,3,5,0,5,3,32
2018-02-04,2018,2,4,6,0,7,1,23
2018-02-05,2018,2,5,0,0,4,9,19
2018-02-06,2018,2,6,1,0,2,9,23
2018-02-07,2018,2,7,2,0,2,5,27
2018-02-08,2018,2,8,3,0,4,5,26
2018-02-09,2018,2,9,4,0,4,10,17
2018-02-10,2018,2,10,5,2,5,9,38
2018-02-11,2018,2,11,6,1,2,3,34
2018-02-12,2018,2,12,0,2,3,7,25
2018-02-13,2018,2,13,1,0,3,7,31
2018-02-14,2018,2,14,2,0,5,1,22
2018-02-15,2018,2,15,3,0,2,4,31
2018-02-16,2018,2,16,4,0,4,9,31
2018-02-17,2018,2,17,5,1,5,10,36
2018-02-18,2018,2,18,6,0,6,3,26
2018-02-19,2018,2,19,0,0,6,6,23
2018-02-20,2018,2,20,1,0,5,5,35
2018-02-21,2018,2,21,2,0,3,2,24
2018-02-22,2018,2,22,3,0,9,4,26
2018-02-23,2018,2,23,4,0,4,3,23
2018-02-24,2018,2,24,5,1,5,4,30
2018-02-25,2018,2,25,6,0,4,3,11
2018-02-26,2018,2,26,0,0,2,5,21
2018-02-27,2018,2,27,1,0,5,5,17
2018-02-28,2018,2,28,2,0,3,3,11
2018-03-01,2018,3,1,3,0,4,2,21
2018-03-02,2018,3,2,4,0,2,6,16
2018-03-03,2018,3,3,5,0,10,2,29
2018-03-04,2018,3,4,6,0,6,2,7
2018-03-05,2018,3,5,0,0,6,8,15
2018-03-06,2018,3,6,1,0,5,4,23
2018-03-07,2018,3,7,2,0,5,5,25
2018-03-08,2018,3,8,3,0,4,3,24
2018-03-09,2018,3,9,4,0,1,6,15
2018-03-10,2018,3,10,5,0,3,4,25
2018-03-11,2018,3,11,6,0,6,4,18
2018-03-12,2018,3,12,0,0,5,9,22
2018-03-13,2018,3,13,1,0,4,3,35
2018-03-14,2018,3,14,2,0,3,2,16
2018-03-15,2018,3,15,3,0,6,5,26
2018-03-16,2018,3,16,4,0,4,8,13
2018-03-17,2018,3,17,5,1,5,8,23
2018-03-18,2018,3,18,6,0,2,3,25
2018-03-19,2018,3,19,0,0,3,2,19
2018-03-20,2018,3,20,1,0,1,4,15
2018-03-21,2018,3,21,2,0,8,6,15
2018-03-22,2018,3,22,3,0,3,5,28
2018-03-23,2018,3,23,4,0,10,1,20
2018-03-24,2018,3,24,5,0,6,0,25
2018-03-25,2018,3,25,6,0,3,5,13
2018-03-26,2018,3,26,0,0,6,3,30
2018-03-27,2018,3,27,1,0,4,4,15
2018-03-28,2018,3,28,2,1,4,2,22
2018-03-29,2018,3,29,3,0,5,8,30
2018-03-30,2018,3,30,4,1,7,5,26
2018-03-31,2018,3,31,5,1,5,5,26
2018-04-01,2018,4,1,6,0,9,8,16
2018-04-02,2018,4,2,0,0,2,2,20
2018-04-03,2018,4,3,1,0,4,6,23
2018-04-04,2018,4,4,2,0,4,2,28
2018-04-05,2018,4,5,3,0,4,3,27
2018-04-06,2018,4,6,4,0,6,4,40
2018-04-07,2018,4,7,5,0,6,2,36
2018-04-08,2018,4,8,6,0,2,3,16
2018-04-09,2018,4,9,0,0,9,5,21
2018-04-10,2018,4,10,1,0,8,4,19
2018-04-11,2018,4,11,2,0,7,11,15
2018-04-12,2018,4,12,3,0,2,7,20
2018-04-13,2018,4,13,4,0,7,7,28
2018-04-14,2018,4,14,5,0,6,8,17
2018-04-15,2018,4,15,6,0,3,6,22
2018-04-16,2018,4,16,0,0,4,8,23
2018-04-17,2018,4,17,1,0,2,7,20
2018-04-18,2018,4,18,2,1,7,5,30
2018-04-19,2018,4,19,3,0,5,6,18
2018-04-20,2018,4,20,4,0,4,7,23
2018-04-21,2018,4,21,5,1,5,6,27
2018-04-22,2018,4,22,6,0,4,5,15
2018-04-23,2018,4,23,0,0,5,5,43
2018-04-24,2018,4,24,1,0,4,7,23
2018-04-25,2018,4,25,2,0,6,5,24
2018-04-26,2018,4,26,3,0,4,7,14
2018-04-27,2018,4,27,4,0,7,7,23
2018-04-28,2018,4,28,5,1,5,5,32
2018-04-29,2018,4,29,6,0,3,2,21
2018-04-30,2018,4,30,0,0,5,6,29
2018-05-01,2018,5,1,1,0,3,15,15
2018-05-02,2018,5,2,2,1,5,4,24
2018-05-03,2018,5,3,3,0,2,6,20
2018-05-04,2018,5,4,4,1,4,9,24
2018-05-05,2018,5,5,5,0,7,4,34
2018-05-06,2018,5,6,6,0,10,3,23
2018-05-07,2018,5,7,0,0,5,3,31
2018-05-08,2018,5,8,1,0,5,3,16
2018-05-09,2018,5,9,2,0,5,6,20
2018-05-10,2018,5,10,3,0,3,4,26
2018-05-11,2018,5,11,4,0,3,8,24
2018-05-12,2018,5,12,5,0,4,3,31
2018-05-13,2018,5,13,6,1,7,12,27
2018-05-14,2018,5,14,0,0,7,3,24
2018-05-15,2018,5,15,1,0,7,4,25
2018-05-16,2018,5,16,2,0,7,7,27
2018-05-17,2018,5,17,3,0,4,12,26
2018-05-18,2018,5,18,4,0,6,6,28
2018-05-19,2018,5,19,5,1,7,5,33
2018-05-20,2018,5,20,6,1,6,3,29
2018-05-21,2018,5,21,0,0,3,4,25
2018-05-22,2018,5,22,1,1,4,6,22
2018-05-23,2018,5,23,2,0,5,5,29
2018-05-24,2018,5,24,3,0,3,6,36
2018-05-25,2018,5,25,4,0,6,10,30
2018-05-26,2018,5,26,5,0,5,3,27
2018-05-27,2018,5,27,6,0,2,6,34
2018-05-28,2018,5,28,0,1,4,4,35
2018-05-29,2018,5,29,1,0,7,4,21
2018-05-30,2018,5,30,2,1,6,5,37
2018-05-31,2018,5,31,3,0,5,6,27
2018-06-01,2018,6,1,4,0,7,4,23
2018-06-02,2018,6,2,5,0,6,3,32
2018-06-03,2018,6,3,6,1,3,2,28
2018-06-04,2018,6,4,0,0,5,2,26
2018-06-05,2018,6,5,1,0,3,5,23
2018-06-06,2018,6,6,2,0,5,3,34
2018-06-07,2018,6,7,3,0,5,7,22
2018-06-08,2018,6,8,4,0,11,5,27
2018-06-09,2018,6,9,5,0,5,5,34
2018-06-10,2018,6,10,6,0,3,3,25
2018-06-11,2018,6,11,0,0,7,5,23
2018-06-12,2018,6,12,1,0,7,3,23
2018-06-13,2018,6,13,2,2,3,3,21
2018-06-14,2018,6,14,3,0,7,4,20
2018-06-15,2018,6,15,4,0,2,7,27
2018-06-16,2018,6,16,5,1,5,4,36
2018-06-17,2018,6,17,6,0,5,2,22
2018-06-18,2018,6,18,0,0,6,2,17
2018-06-19,2018,6,19,1,0,6,10,25
2018-06-20,2018,6,20,2,0,2,5,31
2018-06-21,2018,6,21,3,0,3,4,30
2018-06-22,2018,6,22,4,0,4,3,26
2018-06-23,2018,6,23,5,0,7,4,28
2018-06-24,2018,6,24,6,0,4,6,24
2018-06-25,2018,6,25,0,0,3,3,33
2018-06-26,2018,6,26,1,0,7,7,24
2018-06-27,2018,6,27,2,0,1,3,24
2018-06-28,2018,6,28,3,0,5,4,27
2018-06-29,2018,6,29,4,1,8,6,19
2018-06-30,2018,6,30,5,0,7,3,29
2018-07-01,2018,7,1,6,0,7,7,28
2018-07-02,2018,7,2,0,0,6,8,29
2018-07-03,2018,7,3,1,1,7,8,41
2018-07-04,2018,7,4,2,0,5,4,23
2018-07-05,2018,7,5,3,1,7,5,23
2018-07-06,2018,7,6,4,0,7,6,49
2018-07-07,2018,7,7,5,1,4,5,24
2018-07-08,2018,7,8,6,1,3,2,39
2018-07-09,2018,7,9,0,0,4,6,37
2018-07-10,2018,7,10,1,0,3,5,24
2018-07-11,2018,7,11,2,1,4,4,32
2018-07-12,2018,7,12,3,2,3,7,38
2018-07-13,2018,7,13,4,1,7,5,27
2018-07-14,2018,7,14,5,1,9,2,40
2018-07-15,2018,7,15,6,0,5,9,24
2018-07-16,2018,7,16,0,0,7,8,19
2018-07-17,2018,7,17,1,0,3,3,29
2018-07-18,2018,7,18,2,0,3,7,24
2018-07-19,2018,7,19,3,0,2,9,27
2018-07-20,2018,7,20,4,0,1,5,27
2018-07-21,2018,7,21,5,0,5,8,22
2018-07-22,2018,7,22,6,0,7,7,20
2018-07-23,2018,7,23,0,0,6,8,20
2018-07-24,2018,7,24,1,0,4,2,24
2018-07-25,2018,7,25,2,0,3,4,34
2018-07-26,2018,7,26,3,0,4,2,22
2018-07-27,2018,7,27,4,0,2,7,33
2018-07-28,2018,7,28,5,0,5,2,25
2018-07-29,2018,7,29,6,2,4,4,22
2018-07-30,2018,7,30,0,2,6,2,34
2018-07-31,2018,7,31,1,0,1,4,23
2018-08-01,2018,8,1,2,0,3,8,32
2018-08-02,2018,8,2,3,0,2,2,34
2018-08-03,2018,8,3,4,1,4,8,18
2018-08-04,2018,8,4,5,0,8,3,21
2018-08-05,2018,8,5,6,0,5,6,15
2018-08-06,2018,8,6,0,0,3,5,30
2018-08-07,2018,8,7,1,0,4,4,24
2018-08-08,2018,8,8,2,1,5,7,22
2018-08-09,2018,8,9,3,0,1,6,20
2018-08-10,2018,8,10,4,0,4,5,39
2018-08-11,2018,8,11,5,0,3,11,40
2018-08-12,2018,8,12,6,1,5,2,17
2018-08-13,2018,8,13,0,0,4,10,26
2018-08-14,2018,8,14,1,0,3,7,23
2018-08-15,2018,8,15,2,0,4,7,23
2018-08-16,2018,8,16,3,0,5,5,27
2018-08-17,2018,8,17,4,0,5,9,23
2018-08-18,2018,8,18,5,0,5,2,44
2018-08-19,2018,8,19,6,0,7,6,26
2018-08-20,2018,8,20,0,1,1,7,19
2018-08-21,2018,8,21,1,0,5,6,27
2018-08-22,2018,8,22,2,0,6,11,24
2018-08-23,2018,8,23,3,0,4,4,20
2018-08-24,2018,8,24,4,0,4,5,25
2018-08-25,2018,8,25,5,1,4,6,25
2018-08-26,2018,8,26,6,1,3,4,32
2018-08-27,2018,8,27,0,0,5,8,13
2018-08-28,2018,8,28,1,0,4,4,27
2018-08-29,2018,8,29,2,0,6,7,20
2018-08-30,2018,8,30,3,0,6,15,9
2018-08-31,2018,8,31,4,0,2,8,19
2018-09-01,2018,9,1,5,0,4,3,36
2018-09-02,2018,9,2,6,0,8,9,27
2018-09-03,2018,9,3,0,1,8,2,21
2018-09-04,2018,9,4,1,0,3,10,26
2018-09-05,2018,9,5,2,1,5,8,24
2018-09-06,2018,9,6,3,0,7,8,26
2018-09-07,2018,9,7,4,0,6,8,25
2018-09-08,2018,9,8,5,0,5,7,29
2018-09-09,2018,9,9,6,0,6,0,20
2018-09-10,2018,9,10,0,0,1,8,20
2018-09-11,2018,9,11,1,0,4,8,21
2018-09-12,2018,9,12,2,0,3,9,20
2018-09-13,2018,9,13,3,0,1,2,23
2018-09-14,2018,9,14,4,0,1,10,28
2018-09-15,2018,9,15,5,1,10,2,32
2018-09-16,2018,9,16,6,0,1,3,18
2018-09-17,2018,9,17,0,0,0,3,31
2018-09-18,2018,9,18,1,0,4,7,27
2018-09-19,2018,9,19,2,0,7,6,22
2018-09-20,2018,9,20,3,1,3,5,24
2018-09-21,2018,9,21,4,0,4,6,42
2018-09-22,2018,9,22,5,0,2,5,26
2018-09-23,2018,9,23,6,0,6,6,24
2018-09-24,2018,9,24,0,0,5,6,31
2018-09-25,2018,9,25,1,0,5,4,19
2018-09-26,2018,9,26,2,0,2,6,30
2018-09-27,2018,9,27,3,1,5,5,21
2018-09-28,2018,9,28,4,0,7,10,18
2018-09-29,2018,9,29,5,0,6,9,27
2018-09-30,2018,9,30,6,0,6,4,26
2018-10-01,2018,10,1,0,0,4,9,22
2018-10-02,2018,10,2,1,0,8,8,14
2018-10-03,2018,10,3,2,0,5,3,23
2018-10-04,2018,10,4,3,0,2,6,19
2018-10-05,2018,10,5,4,0,9,3,24
2018-10-06,2018,10,6,5,0,7,7,26
2018-10-07,2018,10,7,6,0,2,4,19
2018-10-08,2018,10,8,0,0,2,7,26
2018-10-09,2018,10,9,1,0,1,3,22
2018-10-10,2018,10,10,2,0,5,2,19
2018-10-11,2018,10,11,3,0,4,1,19
2018-10-12,2018,10,12,4,0,3,3,34
2018-10-13,2018,10,13,5,0,6,1,33
2018-10-14,2018,10,14,6,1,3,2,28
2018-10-15,2018,10,15,0,0,4,7,17
2018-10-16,2018,10,16,1,0,3,1,28
2018-10-17,2018,10,17,2,0,6,3,33
2018-10-18,2018,10,18,3,0,6,6,25
2018-10-19,2018,10,19,4,0,4,9,24
2018-10-20,2018,10,20,5,1,3,1,29
2018-10-21,2018,10,21,6,0,7,3,26
2018-10-22,2018,10,22,0,0,4,8,36
2018-10-23,2018,10,23,1,0,4,6,29
2018-10-24,2018,10,24,2,0,5,6,25
2018-10-25,2018,10,25,3,1,6,4,24
2018-10-26,2018,10,26,4,0,5,7,35
2018-10-27,2018,10,27,5,0,6,5,31
2018-10-28,2018,10,28,6,0,2,5,29
2018-10-29,2018,10,29,0,0,6,3,37
2018-10-30,2018,10,30,1,0,3,6,26
2018-10-31,2018,10,31,2,0,5,8,25
2018-11-01,2018,11,1,3,0,6,9,26
2018-11-02,2018,11,2,4,0,3,6,28
2018-11-03,2018,11,3,5,0,2,6,16
2018-11-04,2018,11,4,6,0,8,4,19
2018-11-05,2018,11,5,0,0,5,4,39
2018-11-06,2018,11,6,1,0,4,6,25
2018-11-07,2018,11,7,2,0,5,6,23
2018-11-08,2018,11,8,3,0,4,4,22
2018-11-09,2018,11,9,4,0,2,7,31
2018-11-10,2018,11,10,5,0,3,2,38
2018-11-11,2018,11,11,6,0,2,3,15
2018-11-12,2018,11,12,0,0,2,6,22
2018-11-13,2018,11,13,1,0,6,5,23
2018-11-14,2018,11,14,2,1,6,6,35
2018-11-15,2018,11,15,3,0,7,4,16
2018-11-16,2018,11,16,4,0,3,4,37
2018-11-17,2018,11,17,5,0,3,5,26
2018-11-18,2018,11,18,6,0,4,4,29
2018-11-19,2018,11,19,0,1,3,4,30
2018-11-20,2018,11,20,1,0,8,2,41
2018-11-21,2018,11,21,2,0,7,6,33
2018-11-22,2018,11,22,3,0,3,4,20
2018-11-23,2018,11,23,4,0,1,10,34
2018-11-24,2018,11,24,5,0,3,2,35
2018-11-25,2018,11,25,6,0,6,4,25
2018-11-26,2018,11,26,0,0,6,3,38
2018-11-27,2018,11,27,1,0,3,5,26
2018-11-28,2018,11,28,2,0,3,8,38
2018-11-29,2018,11,29,3,1,3,4,36
2018-11-30,2018,11,30,4,0,2,6,38
2018-12-01,2018,12,1,5,0,0,9,44
2018-12-02,2018,12,2,6,0,4,7,27
2018-12-03,2018,12,3,0,2,7,8,34
2018-12-04,2018,12,4,1,0,4,8,30
2018-12-05,2018,12,5,2,0,3,3,23
2018-12-06,2018,12,6,3,0,5,6,26
2018-12-07,2018,12,7,4,0,4,4,50
2018-12-08,2018,12,8,5,0,5,3,32
2018-12-09,2018,12,9,6,0,2,5,20
2018-12-10,2018,12,10,0,1,2,5,34
2018-12-11,2018,12,11,1,0,1,5,33
2018-12-12,2018,12,12,2,0,6,2,29
2018-12-13,2018,12,13,3,1,6,10,44
2018-12-14,2018,12,14,4,0,3,6,50
2018-12-15,2018,12,15,5,0,2,4,36
2018-12-16,2018,12,16,6,1,6,2,32
2018-12-17,2018,12,17,0,1,1,11,27
2018-12-18,2018,12,18,1,0,5,6,31
2018-12-19,2018,12,19,2,2,3,6,26
2018-12-20,2018,12,20,3,0,1,11,24
2018-12-21,2018,12,21,4,0,3,10,27
2018-12-22,2018,12,22,5,0,4,4,19
2018-12-23,2018,12,23,6,1,8,10,22
2018-12-24,2018,12,24,0,1,2,9,34
2018-12-25,2018,12,25,1,0,6,3,9
2018-12-26,2018,12,26,2,0,1,6,27
2018-12-27,2018,12,27,3,0,4,4,31
2018-12-28,2018,12,28,4,0,0,4,41
2018-12-29,2018,12,29,5,0,6,4,27
2018-12-30,2018,12,30,6,1,4,6,24
2018-12-31,2018,12,31,0,0,5,3,23
