Date,Year,Month,Day of Month,Day of Week,Category 1,Category 2,Category 3,Category 4
2009-01-01,2009,1,1,3,0,9,20,21
2009-01-02,2009,1,2,4,0,7,25,40
2009-01-03,2009,1,3,5,1,8,16,27
2009-01-04,2009,1,4,6,0,11,17,23
2009-01-05,2009,1,5,0,0,5,27,40
2009-01-06,2009,1,6,1,0,4,19,33
2009-01-07,2009,1,7,2,0,6,20,26
2009-01-08,2009,1,8,3,0,2,27,24
2009-01-09,2009,1,9,4,0,7,28,31
2009-01-10,2009,1,10,5,1,10,17,26
2009-01-11,2009,1,11,6,0,5,17,14
2009-01-12,2009,1,12,0,0,3,19,19
2009-01-13,2009,1,13,1,0,5,27,29
2009-01-14,2009,1,14,2,1,7,17,20
2009-01-15,2009,1,15,3,0,4,18,24
2009-01-16,2009,1,16,4,0,5,19,27
2009-01-17,2009,1,17,5,0,2,15,34
2009-01-18,2009,1,18,6,0,13,11,28
2009-01-19,2009,1,19,0,0,2,17,24
2009-01-20,2009,1,20,1,0,7,17,21
2009-01-21,2009,1,21,2,0,3,16,25
2009-01-22,2009,1,22,3,0,6,18,34
2009-01-23,2009,1,23,4,0,11,29,26
2009-01-24,2009,1,24,5,1,5,10,32
2009-01-25,2009,1,25,6,0,8,12,19
2009-01-26,2009,1,26,0,0,11,14,35
2009-01-27,2009,1,27,1,0,6,22,29
2009-01-28,2009,1,28,2,0,6,17,28
2009-01-29,2009,1,29,3,0,8,17,21
2009-01-30,2009,1,30,4,2,5,30,35
2009-01-31,2009,1,31,5,0,8,13,29
2009-02-01,2009,2,1,6,1,11,12,35
2009-02-02,2009,2,2,0,1,3,18,26
2009-02-03,2009,2,3,1,0,5,17,32
2009-02-04,2009,2,4,2,0,4,21,17
2009-02-05,2009,2,5,3,0,5,14,33
2009-02-06,2009,2,6,4,0,8,17,27
2009-02-07,2009,2,7,5,1,9,12,20
2009-02-08,2009,2,8,6,0,8,8,25
2009-02-09,2009,2,9,0,0,6,19,29
2009-02-10,2009,2,10,1,0,8,14,21
2009-02-11,2009,2,11,2,0,9,20,24
2009-02-12,2009,2,12,3,0,4,15,19
2009-02-13,2009,2,13,4,1,8,22,31
2009-02-14,2009,2,14,5,0,7,4,24
2009-02-15,2009,2,15,6,1,6,8,19
2009-02-16,2009,2,16,0,0,2,14,23
2009-02-17,2009,2,17,1,0,5,10,29
2009-02-18,2009,2,18,2,2,2,13,33
2009-02-19,2009,2,19,3,0,2,13,19
2009-02-20,2009,2,20,4,0,7,21,36
2009-02-21,2009,2,21,5,1,9,17,15
2009-02-22,2009,2,22,6,1,12,10,25
2009-02-23,2009,2,23,0,0,5,8,15
2009-02-24,2009,2,24,1,0,8,14,32
2009-02-25,2009,2,25,2,0,11,15,25
2009-02-26,2009,2,26,3,0,5,11,32
2009-02-27,2009,2,27,4,0,7,15,21
2009-02-28,2009,2,28,5,0,7,7,24
2009-03-01,2009,3,1,6,0,4,13,17
2009-03-02,2009,3,2,0,1,7,9,27
2009-03-03,2009,3,3,1,0,7,12,19
2009-03-04,2009,3,4,2,0,4,12,20
2009-03-05,2009,3,5,3,0,2,19,30
2009-03-06,2009,3,6,4,0,10,11,30
2009-03-07,2009,3,7,5,1,5,22,24
2009-03-08,2009,3,8,6,0,13,9,26
2009-03-09,2009,3,9,0,0,6,15,21
2009-03-10,2009,3,10,1,0,4,12,24
2009-03-11,2009,3,11,2,0,10,9,13
2009-03-12,2009,3,12,3,0,9,22,21
2009-03-13,2009,3,13,4,0,4,25,38
2009-03-14,2009,3,14,5,0,5,8,21
2009-03-15,2009,3,15,6,0,5,9,20
2009-03-16,2009,3,16,0,0,9,14,25
2009-03-17,2009,3,17,1,1,7,19,28
2009-03-18,2009,3,18,2,0,6,14,21
2009-03-19,2009,3,19,3,0,8,21,17
2009-03-20,2009,3,20,4,0,8,23,29
2009-03-21,2009,3,21,5,0,12,14,29
2009-03-22,2009,3,22,6,2,11,18,20
2009-03-23,2009,3,23,0,0,5,19,11
2009-03-24,2009,3,24,1,0,14,21,27
2009-03-25,2009,3,25,2,0,6,25,25
2009-03-26,2009,3,26,3,0,5,22,16
2009-03-27,2009,3,27,4,0,4,23,31
2009-03-28,2009,3,28,5,0,2,13,36
2009-03-29,2009,3,29,6,0,8,17,21
2009-03-30,2009,3,30,0,0,7,11,27
2009-03-31,2009,3,31,1,0,7,19,22
2009-04-01,2009,4,1,2,0,5,13,38
2009-04-02,2009,4,2,3,0,9,13,33
2009-04-03,2009,4,3,4,0,8,21,28
2009-04-04,2009,4,4,5,0,13,11,31
2009-04-05,2009,4,5,6,1,3,19,17
2009-04-06,2009,4,6,0,0,3,18,13
2009-04-07,2009,4,7,1,0,7,20,19
2009-04-08,2009,4,8,2,0,7,20,17
2009-04-09,2009,4,9,3,1,7,17,14
2009-04-10,2009,4,10,4,1,6,25,24
2009-04-11,2009,4,11,5,0,13,6,18
2009-04-12,2009,4,12,6,0,11,8,16
2009-04-13,2009,4,13,0,1,5,17,18
2009-04-14,2009,4,14,1,0,8,17,21
2009-04-15,2009,4,15,2,0,2,19,17
2009-04-16,2009,4,16,3,0,7,16,26
2009-04-17,2009,4,17,4,0,5,25,31
2009-04-18,2009,4,18,5,0,9,26,30
2009-04-19,2009,4,19,6,0,9,11,31
2009-04-20,2009,4,20,0,0,7,31,22
2009-04-21,2009,4,21,1,0,7,14,33
2009-04-22,2009,4,22,2,0,4,20,24
2009-04-23,2009,4,23,3,0,5,18,16
2009-04-24,2009,4,24,4,0,6,20,21
2009-04-25,2009,4,25,5,0,11,9,35
2009-04-26,2009,4,26,6,0,6,6,18
2009-04-27,2009,4,27,0,0,6,18,21
2009-04-28,2009,4,28,1,0,4,27,29
2009-04-29,2009,4,29,2,0,6,27,33
2009-04-30,2009,4,30,3,0,10,18,28
2009-05-01,2009,5,1,4,0,7,18,35
2009-05-02,2009,5,2,5,0,5,9,30
2009-05-03,2009,5,3,6,0,1,4,25
2009-05-04,2009,5,4,0,0,8,13,30
2009-05-05,2009,5,5,1,0,11,16,29
2009-05-06,2009,5,6,2,1,7,19,19
2009-05-07,2009,5,7,3,0,3,17,37
2009-05-08,2009,5,8,4,0,10,20,25
2009-05-09,2009,5,9,5,2,5,20,32
2009-05-10,2009,5,10,6,0,11,17,29
2009-05-11,2009,5,11,0,1,2,24,30
2009-05-12,2009,5,12,1,0,7,20,30
2009-05-13,2009,5,13,2,0,3,16,25
2009-05-14,2009,5,14,3,0,9,21,28
2009-05-15,2009,5,15,4,0,5,19,30
2009-05-16,2009,5,16,5,0,7,6,28
2009-05-17,2009,5,17,6,0,5,15,25
2009-05-18,2009,5,18,0,0,5,23,24
2009-05-19,2009,5,19,1,0,6,15,26
2009-05-20,2009,5,20,2,0,7,28,35
2009-05-21,2009,5,21,3,0,7,20,27
2009-05-22,2009,5,22,4,0,8,25,53
2009-05-23,2009,5,23,5,0,7,13,38
2009-05-24,2009,5,24,6,0,8,12,21
2009-05-25,2009,5,25,0,0,12,17,23
2009-05-26,2009,5,26,1,2,6,18,25
2009-05-27,2009,5,27,2,0,4,19,28
2009-05-28,2009,5,28,3,1,5,27,26
2009-05-29,2009,5,29,4,0,10,26,33
2009-05-30,2009,5,30,5,0,6,19,31
2009-05-31,2009,5,31,6,0,7,14,32
2009-06-01,2009,6,1,0,0,4,22,31
2009-06-02,2009,6,2,1,2,13,19,36
2009-06-03,2009,6,3,2,0,5,21,25
2009-06-04,2009,6,4,3,0,8,21,36
2009-06-05,2009,6,5,4,0,7,27,44
2009-06-06,2009,6,6,5,0,4,25,33
2009-06-07,2009,6,7,6,2,9,8,33
2009-06-08,2009,6,8,0,2,14,20,39
2009-06-09,2009,6,9,1,0,6,26,26
2009-06-10,2009,6,10,2,0,7,17,29
2009-06-11,2009,6,11,3,0,6,20,43
2009-06-12,2009,6,12,4,0,2,27,34
2009-06-13,2009,6,13,5,0,8,16,33
2009-06-14,2009,6,14,6,0,8,7,27
2009-06-15,2009,6,15,0,0,8,16,32
2009-06-16,2009,6,16,1,0,7,19,33
2009-06-17,2009,6,17,2,0,6,30,29
2009-06-18,2009,6,18,3,0,15,17,32
2009-06-19,2009,6,19,4,0,7,27,29
2009-06-20,2009,6,20,5,0,10,20,36
2009-06-21,2009,6,21,6,0,6,10,21
2009-06-22,2009,6,22,0,0,4,21,26
2009-06-23,2009,6,23,1,1,8,22,41
2009-06-24,2009,6,24,2,0,7,25,37
2009-06-25,2009,6,25,3,0,7,30,24
2009-06-26,2009,6,26,4,0,11,29,31
2009-06-27,2009,6,27,5,0,8,9,35
2009-06-28,2009,6,28,6,1,9,16,30
2009-06-29,2009,6,29,0,0,4,30,36
2009-06-30,2009,6,30,1,1,5,22,30
2009-07-01,2009,7,1,2,0,6,21,31
2009-07-02,2009,7,2,3,0,5,34,21
2009-07-03,2009,7,3,4,0,4,23,28
2009-07-04,2009,7,4,5,1,15,24,20
2009-07-05,2009,7,5,6,0,7,9,29
2009-07-06,2009,7,6,0,0,3,12,23
2009-07-07,2009,7,7,1,0,7,28,27
2009-07-08,2009,7,8,2,1,10,19,21
2009-07-09,2009,7,9,3,0,5,36,35
2009-07-10,2009,7,10,4,0,3,32,28
2009-07-11,2009,7,11,5,1,15,12,24
2009-07-12,2009,7,12,6,0,13,7,21
2009-07-13,2009,7,13,0,0,4,29,33
2009-07-14,2009,7,14,1,0,8,19,31
2009-07-15,2009,7,15,2,0,6,25,42
2009-07-16,2009,7,16,3,0,8,18,39
2009-07-17,2009,7,17,4,0,8,17,32
2009-07-18,2009,7,18,5,0,10,17,26
2009-07-19,2009,7,19,6,0,7,17,36
2009-07-20,2009,7,20,0,0,6,19,38
2009-07-21,2009,7,21,1,0,7,26,27
2009-07-22,2009,7,22,2,0,4,17,31
2009-07-23,2009,7,23,3,1,5,22,23
2009-07-24,2009,7,24,4,0,6,26,44
2009-07-25,2009,7,25,5,1,12,16,27
2009-07-26,2009,7,26,6,0,16,11,19
2009-07-27,2009,7,27,0,1,4,24,37
2009-07-28,2009,7,28,1,1,10,19,36
2009-07-29,2009,7,29,2,0,7,18,31
2009-07-30,2009,7,30,3,0,11,16,26
2009-07-31,2009,7,31,4,0,8,21,32
2009-08-01,2009,8,1,5,0,19,29,26
2009-08-02,2009,8,2,6,0,9,14,32
2009-08-03,2009,8,3,0,0,2,16,34
2009-08-04,2009,8,4,1,0,7,23,26
2009-08-05,2009,8,5,2,0,6,25,44
2009-08-06,2009,8,6,3,0,8,14,29
2009-08-07,2009,8,7,4,0,5,27,19
2009-08-08,2009,8,8,5,0,10,15,22
2009-08-09,2009,8,9,6,0,10,21,33
2009-08-10,2009,8,10,0,1,9,21,18
2009-08-11,2009,8,11,1,0,5,14,29
2009-08-12,2009,8,12,2,0,1,21,26
2009-08-13,2009,8,13,3,1,3,17,34
2009-08-14,2009,8,14,4,1,7,27,30
2009-08-15,2009,8,15,5,0,6,16,34
2009-08-16,2009,8,16,6,1,4,18,25
2009-08-17,2009,8,17,0,0,4,17,24
2009-08-18,2009,8,18,1,0,6,23,26
2009-08-19,2009,8,19,2,0,5,25,34
2009-08-20,2009,8,20,3,1,0,22,34
2009-08-21,2009,8,21,4,0,1,21,27
2009-08-22,2009,8,22,5,0,6,16,31
2009-08-23,2009,8,23,6,0,11,12,26
2009-08-24,2009,8,24,0,0,8,22,29
2009-08-25,2009,8,25,1,0,2,21,28
2009-08-26,2009,8,26,2,0,4,19,33
2009-08-27,2009,8,27,3,0,5,23,30
2009-08-28,2009,8,28,4,0,1,23,27
2009-08-29,2009,8,29,5,0,8,11,29
2009-08-30,2009,8,30,6,0,1,19,20
2009-08-31,2009,8,31,0,0,9,16,35
2009-09-01,2009,9,1,1,1,6,18,36
2009-09-02,2009,9,2,2,0,3,16,26
2009-09-03,2009,9,3,3,0,6,24,33
2009-09-04,2009,9,4,4,0,8,15,23
2009-09-05,2009,9,5,5,0,8,9,42
2009-09-06,2009,9,6,6,0,7,12,20
2009-09-07,2009,9,7,0,0,11,10,19
2009-09-08,2009,9,8,1,0,12,10,25
2009-09-09,2009,9,9,2,0,10,17,27
2009-09-10,2009,9,10,3,0,8,11,22
2009-09-11,2009,9,11,4,0,4,13,26
2009-09-12,2009,9,12,5,0,10,16,19
2009-09-13,2009,9,13,6,1,5,12,20
2009-09-14,2009,9,14,0,0,6,10,23
2009-09-15,2009,9,15,1,0,8,19,36
2009-09-16,2009,9,16,2,0,9,16,29
2009-09-17,2009,9,17,3,0,4,18,30
2009-09-18,2009,9,18,4,1,5,20,38
2009-09-19,2009,9,19,5,0,7,18,37
2009-09-20,2009,9,20,6,0,2,6,27
2009-09-21,2009,9,21,0,0,1,18,32
2009-09-22,2009,9,22,1,0,2,11,32
2009-09-23,2009,9,23,2,0,5,10,26
2009-09-24,2009,9,24,3,0,4,24,23
2009-09-25,2009,9,25,4,1,6,12,28
2009-09-26,2009,9,26,5,0,5,14,24
2009-09-27,2009,9,27,6,0,9,13,26
2009-09-28,2009,9,28,0,0,2,26,30
2009-09-29,2009,9,29,1,0,7,25,26
2009-09-30,2009,9,30,2,1,8,20,23
2009-10-01,2009,10,1,3,0,4,19,22
2009-10-02,2009,10,2,4,1,10,18,27
2009-10-03,2009,10,3,5,0,9,12,20
2009-10-04,2009,10,4,6,0,10,10,27
2009-10-05,2009,10,5,0,0,6,11,26
2009-10-06,2009,10,6,1,0,7,14,37
2009-10-07,2009,10,7,2,0,8,16,29
2009-10-08,2009,10,8,3,0,5,16,22
2009-10-09,2009,10,9,4,0,9,19,26
2009-10-10,2009,10,10,5,1,9,19,35
2009-10-11,2009,10,11,6,1,9,10,25
2009-10-12,2009,10,12,0,0,6,15,31
2009-10-13,2009,10,13,1,0,0,13,28
2009-10-14,2009,10,14,2,0,6,15,32
2009-10-15,2009,10,15,3,0,9,16,33
2009-10-16,2009,10,16,4,0,5,24,19
2009-10-17,2009,10,17,5,0,4,15,36
2009-10-18,2009,10,18,6,0,7,10,21
2009-10-19,2009,10,19,0,1,11,12,22
2009-10-20,2009,10,20,1,0,3,18,29
2009-10-21,2009,10,21,2,0,1,21,28
2009-10-22,2009,10,22,3,1,6,17,26
2009-10-23,2009,10,23,4,0,10,16,28
2009-10-24,2009,10,24,5,1,5,14,39
2009-10-25,2009,10,25,6,1,3,19,26
2009-10-26,2009,10,26,0,0,10,30,31
2009-10-27,2009,10,27,1,1,4,15,27
2009-10-28,2009,10,28,2,0,5,14,30
2009-10-29,2009,10,29,3,0,4,21,37
2009-10-30,2009,10,30,4,0,6,18,29
2009-10-31,2009,10,31,5,0,4,22,50
2009-11-01,2009,11,1,6,0,9,8,39
2009-11-02,2009,11,2,0,0,1,16,27
2009-11-03,2009,11,3,1,0,3,15,37
2009-11-04,2009,11,4,2,0,4,19,34
2009-11-05,2009,11,5,3,0,4,17,29
2009-11-06,2009,11,6,4,0,6,26,16
2009-11-07,2009,11,7,5,0,6,6,42
2009-11-08,2009,11,8,6,0,2,11,28
2009-11-09,2009,11,9,0,0,8,21,28
2009-11-10,2009,11,10,1,0,6,22,34
2009-11-11,2009,11,11,2,0,5,11,38
2009-11-12,2009,11,12,3,0,7,20,37
2009-11-13,2009,11,13,4,0,3,20,48
2009-11-14,2009,11,14,5,0,10,12,31
2009-11-15,2009,11,15,6,0,4,15,20
2009-11-16,2009,11,16,0,0,3,20,28
2009-11-17,2009,11,17,1,0,3,23,48
2009-11-18,2009,11,18,2,0,3,22,29
2009-11-19,2009,11,19,3,0,3,21,34
2009-11-20,2009,11,20,4,0,6,17,40
2009-11-21,2009,11,21,5,0,8,21,38
2009-11-22,2009,11,22,6,0,7,8,23
2009-11-23,2009,11,23,0,0,5,21,25
2009-11-24,2009,11,24,1,0,7,22,28
2009-11-25,2009,11,25,2,0,5,28,20
2009-11-26,2009,11,26,3,0,7,22,11
2009-11-27,2009,11,27,4,0,5,16,30
2009-11-28,2009,11,28,5,0,8,21,21
2009-11-29,2009,11,29,6,0,5,10,21
2009-11-30,2009,11,30,0,0,8,37,33
2009-12-01,2009,12,1,1,0,9,25,30
2009-12-02,2009,12,2,2,0,8,21,39
2009-12-03,2009,12,3,3,0,6,17,43
2009-12-04,2009,12,4,4,1,10,26,42
2009-12-05,2009,12,5,5,0,8,22,34
2009-12-06,2009,12,6,6,0,10,14,36
2009-12-07,2009,12,7,0,0,3,23,31
2009-12-08,2009,12,8,1,1,2,22,24
2009-12-09,2009,12,9,2,0,4,25,34
2009-12-10,2009,12,10,3,0,2,23,32
2009-12-11,2009,12,11,4,0,4,24,30
2009-12-12,2009,12,12,5,0,2,15,30
2009-12-13,2009,12,13,6,1,8,22,14
2009-12-14,2009,12,14,0,0,3,22,27
2009-12-15,2009,12,15,1,0,5,33,23
2009-12-16,2009,12,16,2,0,7,19,19
2009-12-17,2009,12,17,3,0,7,17,27
2009-12-18,2009,12,18,4,0,3,27,24
2009-12-19,2009,12,19,5,0,9,14,25
2009-12-20,2009,12,20,6,0,2,17,22
2009-12-21,2009,12,21,0,0,3,20,32
2009-12-22,2009,12,22,1,0,4,22,32
2009-12-23,2009,12,23,2,0,8,23,30
2009-12-24,2009,12,24,3,0,4,18,15
2009-12-25,2009,12,25,4,0,2,9,11
2009-12-26,2009,12,26,5,1,4,9,22
2009-12-27,2009,12,27,6,1,7,13,10
2009-12-28,2009,12,28,0,0,4,14,27
2009-12-29,2009,12,29,1,0,3,15,23
2009-12-30,2009,12,30,2,0,5,18,42
2009-12-31,2009,12,31,3,0,5,18,27
2010-01-01,2010,1,1,4,0,11,23,33
2010-01-02,2010,1,2,5,1,6,21,36
2010-01-03,2010,1,3,6,1,3,5,20
2010-01-04,2010,1,4,0,0,4,20,27
2010-01-05,2010,1,5,1,1,5,19,16
2010-01-06,2010,1,6,2,0,3,21,16
2010-01-07,2010,1,7,3,0,4,11,23
2010-01-08,2010,1,8,4,1,5,7,17
2010-01-09,2010,1,9,5,0,6,11,20
2010-01-10,2010,1,10,6,0,6,6,9
2010-01-11,2010,1,11,0,0,4,20,16
2010-01-12,2010,1,12,1,0,4,23,19
2010-01-13,2010,1,13,2,0,5,19,27
2010-01-14,2010,1,14,3,0,1,22,19
2010-01-15,2010,1,15,4,0,6,18,26
2010-01-16,2010,1,16,5,0,6,16,21
2010-01-17,2010,1,17,6,0,7,7,27
2010-01-18,2010,1,18,0,0,5,9,18
2010-01-19,2010,1,19,1,0,6,22,23
2010-01-20,2010,1,20,2,0,8,13,16
2010-01-21,2010,1,21,3,0,5,12,20
2010-01-22,2010,1,22,4,1,5,23,22
2010-01-23,2010,1,23,5,0,11,16,28
2010-01-24,2010,1,24,6,0,6,7,15
2010-01-25,2010,1,25,0,2,5,13,25
2010-01-26,2010,1,26,1,0,2,19,18
2010-01-27,2010,1,27,2,0,6,18,13
2010-01-28,2010,1,28,3,0,4,11,23
2010-01-29,2010,1,29,4,0,6,13,21
2010-01-30,2010,1,30,5,0,7,13,28
2010-01-31,2010,1,31,6,0,5,9,18
2010-02-01,2010,2,1,0,0,4,15,14
2010-02-02,2010,2,2,1,0,4,20,17
2010-02-03,2010,2,3,2,0,9,12,19
2010-02-04,2010,2,4,3,0,5,14,16
2010-02-05,2010,2,5,4,0,3,12,20
2010-02-06,2010,2,6,5,0,7,18,24
2010-02-07,2010,2,7,6,0,5,9,10
2010-02-08,2010,2,8,0,0,3,16,14
2010-02-09,2010,2,9,1,0,6,11,15
2010-02-10,2010,2,10,2,1,6,13,20
2010-02-11,2010,2,11,3,0,5,5,11
2010-02-12,2010,2,12,4,0,2,11,13
2010-02-13,2010,2,13,5,0,2,4,18
2010-02-14,2010,2,14,6,0,6,6,16
2010-02-15,2010,2,15,0,0,2,11,13
2010-02-16,2010,2,16,1,0,4,11,8
2010-02-17,2010,2,17,2,0,9,16,22
2010-02-18,2010,2,18,3,0,4,12,10
2010-02-19,2010,2,19,4,1,7,11,19
2010-02-20,2010,2,20,5,0,3,13,13
2010-02-21,2010,2,21,6,0,7,9,13
2010-02-22,2010,2,22,0,0,5,15,23
2010-02-23,2010,2,23,1,0,3,17,19
2010-02-24,2010,2,24,2,0,10,18,9
2010-02-25,2010,2,25,3,0,3,11,24
2010-02-26,2010,2,26,4,1,2,16,31
2010-02-27,2010,2,27,5,0,11,13,20
2010-02-28,2010,2,28,6,0,8,16,10
2010-03-01,2010,3,1,0,1,12,19,24
2010-03-02,2010,3,2,1,0,9,6,19
2010-03-03,2010,3,3,2,1,4,19,18
2010-03-04,2010,3,4,3,1,7,12,17
2010-03-05,2010,3,5,4,0,8,23,14
2010-03-06,2010,3,6,5,0,11,8,24
2010-03-07,2010,3,7,6,0,12,8,12
2010-03-08,2010,3,8,0,0,3,15,17
2010-03-09,2010,3,9,1,0,5,18,11
2010-03-10,2010,3,10,2,0,1,24,16
2010-03-11,2010,3,11,3,0,1,10,35
2010-03-12,2010,3,12,4,0,7,14,39
2010-03-13,2010,3,13,5,0,6,15,27
2010-03-14,2010,3,14,6,0,7,8,26
2010-03-15,2010,3,15,0,1,3,17,29
2010-03-16,2010,3,16,1,0,8,10,16
2010-03-17,2010,3,17,2,1,6,13,12
2010-03-18,2010,3,18,3,1,5,15,26
2010-03-19,2010,3,19,4,0,11,19,16
2010-03-20,2010,3,20,5,0,8,20,26
2010-03-21,2010,3,21,6,0,7,10,15
2010-03-22,2010,3,22,0,1,2,15,20
2010-03-23,2010,3,23,1,0,8,13,24
2010-03-24,2010,3,24,2,0,13,13,24
2010-03-25,2010,3,25,3,0,1,10,27
2010-03-26,2010,3,26,4,0,4,12,21
2010-03-27,2010,3,27,5,0,7,8,30
2010-03-28,2010,3,28,6,1,7,14,21
2010-03-29,2010,3,29,0,0,3,17,21
2010-03-30,2010,3,30,1,0,8,16,22
2010-03-31,2010,3,31,2,0,4,14,26
2010-04-01,2010,4,1,3,0,2,16,36
2010-04-02,2010,4,2,4,0,11,14,24
2010-04-03,2010,4,3,5,0,10,18,23
2010-04-04,2010,4,4,6,0,9,10,22
2010-04-05,2010,4,5,0,1,4,19,16
2010-04-06,2010,4,6,1,0,8,18,20
2010-04-07,2010,4,7,2,0,8,26,26
2010-04-08,2010,4,8,3,0,7,13,29
2010-04-09,2010,4,9,4,0,3,16,24
2010-04-10,2010,4,10,5,1,20,15,31
2010-04-11,2010,4,11,6,0,7,13,24
2010-04-12,2010,4,12,0,0,3,14,21
2010-04-13,2010,4,13,1,0,3,15,24
2010-04-14,2010,4,14,2,0,4,23,20
2010-04-15,2010,4,15,3,0,4,16,33
2010-04-16,2010,4,16,4,1,5,12,30
2010-04-17,2010,4,17,5,0,13,13,25
2010-04-18,2010,4,18,6,0,10,16,17
2010-04-19,2010,4,19,0,1,8,9,18
2010-04-20,2010,4,20,1,0,10,17,31
2010-04-21,2010,4,21,2,0,3,15,30
2010-04-22,2010,4,22,3,2,6,15,18
2010-04-23,2010,4,23,4,0,7,24,19
2010-04-24,2010,4,24,5,0,6,16,30
2010-04-25,2010,4,25,6,1,8,17,23
2010-04-26,2010,4,26,0,0,9,17,15
2010-04-27,2010,4,27,1,0,5,17,24
2010-04-28,2010,4,28,2,0,4,26,24
2010-04-29,2010,4,29,3,1,4,18,33
2010-04-30,2010,4,30,4,0,7,20,17
2010-05-01,2010,5,1,5,0,4,16,34
2010-05-02,2010,5,2,6,0,12,13,9
2010-05-03,2010,5,3,0,0,4,15,23
2010-05-04,2010,5,4,1,0,8,8,21
2010-05-05,2010,5,5,2,0,5,22,21
2010-05-06,2010,5,6,3,0,7,11,18
2010-05-07,2010,5,7,4,0,9,25,18
2010-05-08,2010,5,8,5,1,3,12,22
2010-05-09,2010,5,9,6,0,7,18,14
2010-05-10,2010,5,10,0,0,3,17,21
2010-05-11,2010,5,11,1,0,7,15,23
2010-05-12,2010,5,12,2,0,7,16,16
2010-05-13,2010,5,13,3,0,6,16,20
2010-05-14,2010,5,14,4,0,3,23,27
2010-05-15,2010,5,15,5,0,10,18,25
2010-05-16,2010,5,16,6,0,9,16,23
2010-05-17,2010,5,17,0,0,10,15,27
2010-05-18,2010,5,18,1,0,4,14,25
2010-05-19,2010,5,19,2,0,9,25,36
2010-05-20,2010,5,20,3,0,3,29,21
2010-05-21,2010,5,21,4,0,4,22,24
2010-05-22,2010,5,22,5,1,7,16,35
2010-05-23,2010,5,23,6,0,7,9,21
2010-05-24,2010,5,24,0,1,7,19,39
2010-05-25,2010,5,25,1,0,7,20,22
2010-05-26,2010,5,26,2,0,5,15,31
2010-05-27,2010,5,27,3,0,10,17,31
2010-05-28,2010,5,28,4,0,11,19,30
2010-05-29,2010,5,29,5,0,10,26,26
2010-05-30,2010,5,30,6,1,5,9,28
2010-05-31,2010,5,31,0,0,7,16,26
2010-06-01,2010,6,1,1,0,8,24,25
2010-06-02,2010,6,2,2,0,5,11,31
2010-06-03,2010,6,3,3,0,4,19,27
2010-06-04,2010,6,4,4,0,6,14,30
2010-06-05,2010,6,5,5,1,7,11,29
2010-06-06,2010,6,6,6,1,9,9,13
2010-06-07,2010,6,7,0,1,5,6,27
2010-06-08,2010,6,8,1,0,7,22,28
2010-06-09,2010,6,9,2,0,6,17,32
2010-06-10,2010,6,10,3,0,1,17,16
2010-06-11,2010,6,11,4,1,8,20,23
2010-06-12,2010,6,12,5,0,8,16,21
2010-06-13,2010,6,13,6,0,6,17,22
2010-06-14,2010,6,14,0,0,9,14,27
2010-06-15,2010,6,15,1,1,5,11,23
2010-06-16,2010,6,16,2,0,5,12,25
2010-06-17,2010,6,17,3,0,5,16,15
2010-06-18,2010,6,18,4,0,7,13,31
2010-06-19,2010,6,19,5,0,8,16,32
2010-06-20,2010,6,20,6,0,9,10,20
2010-06-21,2010,6,21,0,0,10,14,29
2010-06-22,2010,6,22,1,0,4,16,27
2010-06-23,2010,6,23,2,0,4,13,23
2010-06-24,2010,6,24,3,0,8,20,17
2010-06-25,2010,6,25,4,0,7,23,28
2010-06-26,2010,6,26,5,0,8,13,40
2010-06-27,2010,6,27,6,0,8,13,27
2010-06-28,2010,6,28,0,0,5,17,33
2010-06-29,2010,6,29,1,1,9,16,26
2010-06-30,2010,6,30,2,0,11,12,26
2010-07-01,2010,7,1,3,1,9,19,16
2010-07-02,2010,7,2,4,0,10,15,31
2010-07-03,2010,7,3,5,0,10,16,22
2010-07-04,2010,7,4,6,0,10,15,17
2010-07-05,2010,7,5,0,0,8,12,18
2010-07-06,2010,7,6,1,1,6,19,25
2010-07-07,2010,7,7,2,0,3,13,18
2010-07-08,2010,7,8,3,0,10,17,17
2010-07-09,2010,7,9,4,0,6,14,22
2010-07-10,2010,7,10,5,0,9,16,18
2010-07-11,2010,7,11,6,1,4,7,21
2010-07-12,2010,7,12,0,0,10,15,22
2010-07-13,2010,7,13,1,0,7,26,29
2010-07-14,2010,7,14,2,2,9,17,20
2010-07-15,2010,7,15,3,0,9,18,23
2010-07-16,2010,7,16,4,0,6,18,25
2010-07-17,2010,7,17,5,0,9,15,18
2010-07-18,2010,7,18,6,0,12,10,21
2010-07-19,2010,7,19,0,0,7,23,23
2010-07-20,2010,7,20,1,0,7,16,30
2010-07-21,2010,7,21,2,0,5,29,31
2010-07-22,2010,7,22,3,0,2,20,22
2010-07-23,2010,7,23,4,0,11,18,21
2010-07-24,2010,7,24,5,0,7,14,32
2010-07-25,2010,7,25,6,0,7,15,27
2010-07-26,2010,7,26,0,0,5,24,25
2010-07-27,2010,7,27,1,0,3,15,22
2010-07-28,2010,7,28,2,2,8,16,35
2010-07-29,2010,7,29,3,0,9,12,21
2010-07-30,2010,7,30,4,0,6,22,22
2010-07-31,2010,7,31,5,0,5,21,29
2010-08-01,2010,8,1,6,0,5,9,25
2010-08-02,2010,8,2,0,1,8,20,17
2010-08-03,2010,8,3,1,0,6,20,21
2010-08-04,2010,8,4,2,0,8,26,21
