Neighborhood,Month,Day,Shift,Category 1,Category 2,Category 3,Category 4
Cross Creek,11,2,Morning,0,0,0,1
Cross Creek,11,2,Day,0,1,2,0
Cross Creek,11,2,Evening,0,0,0,0
Cross Creek,11,3,Morning,0,0,0,0
Cross Creek,11,3,Day,0,0,1,0
Cross Creek,11,3,Evening,0,0,0,0
Cross Creek,11,4,Morning,0,0,1,0
Cross Creek,11,4,Day,0,0,1,0
Cross Creek,11,4,Evening,0,0,3,0
Cross Creek,11,5,Morning,0,0,0,0
Cross Creek,11,5,Day,0,0,0,0
Cross Creek,11,5,Evening,0,0,2,1
Cross Creek,11,6,Morning,0,0,0,1
Cross Creek,11,6,Day,0,0,0,0
Cross Creek,11,6,Evening,0,0,3,0
Cross Creek,12,0,Morning,0,1,0,0
Cross Creek,12,0,Day,0,0,1,0
Cross Creek,12,0,Evening,0,0,2,3
Cross Creek,12,1,Morning,0,1,0,0
Cross Creek,12,1,Day,0,0,4,0
Cross Creek,12,1,Evening,0,0,1,1
Cross Creek,12,2,Morning,0,0,0,0
Cross Creek,12,2,Day,0,0,0,0
Cross Creek,12,2,Evening,0,1,1,0
Cross Creek,12,3,Morning,0,0,0,0
Cross Creek,12,3,Day,0,0,1,0
Cross Creek,12,3,Evening,0,0,1,0
Cross Creek,12,4,Morning,0,0,1,0
Cross Creek,12,4,Day,0,0,1,1
Cross Creek,12,4,Evening,0,0,0,2
Cross Creek,12,5,Morning,0,0,0,1
Cross Creek,12,5,Day,0,0,1,0
Cross Creek,12,5,Evening,0,0,0,0
Cross Creek,12,6,Morning,0,1,0,0
Cross Creek,12,6,Day,0,0,0,1
Cross Creek,12,6,Evening,0,0,1,0
Custer/McDonough/Guice,1,0,Morning,0,0,0,0
Custer/McDonough/Guice,1,0,Day,0,0,4,6
Custer/McDonough/Guice,1,0,Evening,0,2,4,1
Custer/McDonough/Guice,1,1,Morning,0,0,1,0
Custer/McDonough/Guice,1,1,Day,0,2,2,1
Custer/McDonough/Guice,1,1,Evening,0,2,5,2
Custer/McDonough/Guice,1,2,Morning,0,1,2,0
Custer/McDonough/Guice,1,2,Day,0,2,5,0
Custer/McDonough/Guice,1,2,Evening,0,1,1,2
Custer/McDonough/Guice,1,3,Morning,0,0,1,0
Custer/McDonough/Guice,1,3,Day,0,2,2,1
Custer/McDonough/Guice,1,3,Evening,0,1,2,1
Custer/McDonough/Guice,1,4,Morning,0,0,5,1
Custer/McDonough/Guice,1,4,Day,0,0,4,1
Custer/McDonough/Guice,1,4,Evening,0,2,0,2
Custer/McDonough/Guice,1,5,Morning,0,1,0,1
Custer/McDonough/Guice,1,5,Day,0,2,1,2
Custer/McDonough/Guice,1,5,Evening,0,1,6,1
Custer/McDonough/Guice,1,6,Morning,0,0,1,0
Custer/McDonough/Guice,1,6,Day,0,2,1,2
Custer/McDonough/Guice,1,6,Evening,0,1,3,2
Custer/McDonough/Guice,2,0,Morning,0,1,1,0
Custer/McDonough/Guice,2,0,Day,0,1,0,1
Custer/McDonough/Guice,2,0,Evening,0,2,2,1
Custer/McDonough/Guice,2,1,Morning,0,0,2,1
Custer/McDonough/Guice,2,1,Day,0,1,0,1
Custer/McDonough/Guice,2,1,Evening,0,2,2,1
Custer/McDonough/Guice,2,2,Morning,0,1,0,0
Custer/McDonough/Guice,2,2,Day,0,0,1,1
Custer/McDonough/Guice,2,2,Evening,0,1,1,1
Custer/McDonough/Guice,2,3,Morning,0,1,1,0
Custer/McDonough/Guice,2,3,Day,0,0,2,0
Custer/McDonough/Guice,2,3,Evening,0,1,0,2
Custer/McDonough/Guice,2,4,Morning,0,3,4,0
Custer/McDonough/Guice,2,4,Day,0,1,2,1
Custer/McDonough/Guice,2,4,Evening,0,2,0,2
Custer/McDonough/Guice,2,5,Morning,0,1,1,1
Custer/McDonough/Guice,2,5,Day,0,0,0,2
Custer/McDonough/Guice,2,5,Evening,0,1,1,1
Custer/McDonough/Guice,2,6,Morning,0,3,2,0
Custer/McDonough/Guice,2,6,Day,0,2,0,1
Custer/McDonough/Guice,2,6,Evening,0,1,1,0
Custer/McDonough/Guice,3,0,Morning,0,0,3,2
Custer/McDonough/Guice,3,0,Day,0,3,5,3
Custer/McDonough/Guice,3,0,Evening,0,3,1,1
Custer/McDonough/Guice,3,1,Morning,0,0,0,0
Custer/McDonough/Guice,3,1,Day,0,0,0,3
Custer/McDonough/Guice,3,1,Evening,0,0,1,1
Custer/McDonough/Guice,3,2,Morning,0,1,1,1
Custer/McDonough/Guice,3,2,Day,0,0,2,1
Custer/McDonough/Guice,3,2,Evening,0,1,3,1
Custer/McDonough/Guice,3,3,Morning,0,2,3,0
Custer/McDonough/Guice,3,3,Day,0,0,2,1
Custer/McDonough/Guice,3,3,Evening,0,3,2,1
Custer/McDonough/Guice,3,4,Morning,0,2,2,0
Custer/McDonough/Guice,3,4,Day,0,2,5,5
Custer/McDonough/Guice,3,4,Evening,0,0,4,0
Custer/McDonough/Guice,3,5,Morning,0,1,0,2
Custer/McDonough/Guice,3,5,Day,0,0,1,1
Custer/McDonough/Guice,3,5,Evening,0,1,3,1
Custer/McDonough/Guice,3,6,Morning,0,2,1,0
Custer/McDonough/Guice,3,6,Day,0,0,1,2
Custer/McDonough/Guice,3,6,Evening,0,0,0,3
Custer/McDonough/Guice,4,0,Morning,0,1,2,0
Custer/McDonough/Guice,4,0,Day,0,1,4,2
Custer/McDonough/Guice,4,0,Evening,0,0,0,2
Custer/McDonough/Guice,4,1,Morning,0,0,3,1
Custer/McDonough/Guice,4,1,Day,0,2,4,2
Custer/McDonough/Guice,4,1,Evening,0,1,3,4
Custer/McDonough/Guice,4,2,Morning,0,1,1,0
Custer/McDonough/Guice,4,2,Day,0,0,2,3
Custer/McDonough/Guice,4,2,Evening,0,2,0,1
Custer/McDonough/Guice,4,3,Morning,0,0,3,0
Custer/McDonough/Guice,4,3,Day,0,0,4,1
Custer/McDonough/Guice,4,3,Evening,0,0,3,1
Custer/McDonough/Guice,4,4,Morning,1,3,1,2
Custer/McDonough/Guice,4,4,Day,0,0,3,2
Custer/McDonough/Guice,4,4,Evening,0,3,0,4
Custer/McDonough/Guice,4,5,Morning,0,0,5,0
Custer/McDonough/Guice,4,5,Day,0,1,0,2
Custer/McDonough/Guice,4,5,Evening,0,5,4,4
Custer/McDonough/Guice,4,6,Morning,0,1,0,1
Custer/McDonough/Guice,4,6,Day,0,0,0,1
Custer/McDonough/Guice,4,6,Evening,0,2,2,1
Custer/McDonough/Guice,5,0,Morning,0,1,1,0
Custer/McDonough/Guice,5,0,Day,0,0,1,4
Custer/McDonough/Guice,5,0,Evening,0,2,0,1
Custer/McDonough/Guice,5,1,Morning,0,1,2,1
Custer/McDonough/Guice,5,1,Day,0,0,2,1
Custer/McDonough/Guice,5,1,Evening,0,2,1,5
Custer/McDonough/Guice,5,2,Morning,0,0,1,1
Custer/McDonough/Guice,5,2,Day,0,1,1,3
Custer/McDonough/Guice,5,2,Evening,0,2,2,6
Custer/McDonough/Guice,5,3,Morning,0,1,3,1
Custer/McDonough/Guice,5,3,Day,0,1,2,5
Custer/McDonough/Guice,5,3,Evening,0,0,3,3
Custer/McDonough/Guice,5,4,Morning,0,0,3,1
Custer/McDonough/Guice,5,4,Day,0,1,2,0
Custer/McDonough/Guice,5,4,Evening,0,0,0,0
Custer/McDonough/Guice,5,5,Morning,0,0,1,2
Custer/McDonough/Guice,5,5,Day,0,2,2,2
Custer/McDonough/Guice,5,5,Evening,0,2,1,1
Custer/McDonough/Guice,5,6,Morning,0,0,0,0
Custer/McDonough/Guice,5,6,Day,0,1,5,1
Custer/McDonough/Guice,5,6,Evening,0,2,3,0
Custer/McDonough/Guice,6,0,Morning,0,0,2,1
Custer/McDonough/Guice,6,0,Day,0,2,1,1
Custer/McDonough/Guice,6,0,Evening,0,1,3,2
Custer/McDonough/Guice,6,1,Morning,0,1,5,0
Custer/McDonough/Guice,6,1,Day,0,0,2,5
Custer/McDonough/Guice,6,1,Evening,0,0,2,3
Custer/McDonough/Guice,6,2,Morning,0,1,1,2
Custer/McDonough/Guice,6,2,Day,0,0,4,2
Custer/McDonough/Guice,6,2,Evening,0,2,3,3
Custer/McDonough/Guice,6,3,Morning,0,0,1,2
Custer/McDonough/Guice,6,3,Day,0,0,4,4
Custer/McDonough/Guice,6,3,Evening,0,2,3,3
Custer/McDonough/Guice,6,4,Morning,1,2,2,0
Custer/McDonough/Guice,6,4,Day,0,1,2,3
Custer/McDonough/Guice,6,4,Evening,0,2,1,6
Custer/McDonough/Guice,6,5,Morning,0,2,0,1
Custer/McDonough/Guice,6,5,Day,0,0,1,1
Custer/McDonough/Guice,6,5,Evening,0,2,0,2
Custer/McDonough/Guice,6,6,Morning,1,1,2,0
Custer/McDonough/Guice,6,6,Day,0,0,3,1
Custer/McDonough/Guice,6,6,Evening,0,0,2,1
Custer/McDonough/Guice,7,0,Morning,0,0,3,2
Custer/McDonough/Guice,7,0,Day,1,2,2,3
Custer/McDonough/Guice,7,0,Evening,0,0,1,4
Custer/McDonough/Guice,7,1,Morning,0,1,4,2
Custer/McDonough/Guice,7,1,Day,0,1,4,3
Custer/McDonough/Guice,7,1,Evening,0,1,2,2
Custer/McDonough/Guice,7,2,Morning,0,0,1,1
Custer/McDonough/Guice,7,2,Day,0,0,2,4
Custer/McDonough/Guice,7,2,Evening,0,2,2,0
Custer/McDonough/Guice,7,3,Morning,0,4,3,4
Custer/McDonough/Guice,7,3,Day,0,1,2,3
Custer/McDonough/Guice,7,3,Evening,0,4,0,5
Custer/McDonough/Guice,7,4,Morning,0,1,1,2
Custer/McDonough/Guice,7,4,Day,0,1,1,0
Custer/McDonough/Guice,7,4,Evening,0,2,2,2
Custer/McDonough/Guice,7,5,Morning,0,4,0,1
Custer/McDonough/Guice,7,5,Day,0,1,0,1
Custer/McDonough/Guice,7,5,Evening,0,2,2,1
Custer/McDonough/Guice,7,6,Morning,1,3,3,0
Custer/McDonough/Guice,7,6,Day,0,1,2,2
Custer/McDonough/Guice,7,6,Evening,0,1,3,1
Custer/McDonough/Guice,8,0,Morning,0,0,1,1
Custer/McDonough/Guice,8,0,Day,0,1,2,7
Custer/McDonough/Guice,8,0,Evening,0,1,4,4
Custer/McDonough/Guice,8,1,Morning,0,1,4,1
Custer/McDonough/Guice,8,1,Day,0,0,1,5
Custer/McDonough/Guice,8,1,Evening,0,3,2,0
Custer/McDonough/Guice,8,2,Morning,0,1,1,1
Custer/McDonough/Guice,8,2,Day,0,0,2,3
Custer/McDonough/Guice,8,2,Evening,0,1,3,2
Custer/McDonough/Guice,8,3,Morning,0,1,0,1
Custer/McDonough/Guice,8,3,Day,0,2,5,3
Custer/McDonough/Guice,8,3,Evening,0,1,2,2
Custer/McDonough/Guice,8,4,Morning,0,3,1,2
Custer/McDonough/Guice,8,4,Day,0,0,5,4
Custer/McDonough/Guice,8,4,Evening,0,1,5,3
Custer/McDonough/Guice,8,5,Morning,0,0,0,2
Custer/McDonough/Guice,8,5,Day,0,1,2,2
Custer/McDonough/Guice,8,5,Evening,1,2,2,2
Custer/McDonough/Guice,8,6,Morning,0,1,1,2
Custer/McDonough/Guice,8,6,Day,0,3,0,1
Custer/McDonough/Guice,8,6,Evening,0,3,1,0
Custer/McDonough/Guice,9,0,Morning,0,0,1,0
Custer/McDonough/Guice,9,0,Day,0,0,2,2
Custer/McDonough/Guice,9,0,Evening,0,1,2,0
Custer/McDonough/Guice,9,1,Morning,0,1,2,2
Custer/McDonough/Guice,9,1,Day,0,1,0,2
Custer/McDonough/Guice,9,1,Evening,0,3,0,5
Custer/McDonough/Guice,9,2,Morning,0,2,1,0
Custer/McDonough/Guice,9,2,Day,0,0,1,4
Custer/McDonough/Guice,9,2,Evening,0,0,1,3
Custer/McDonough/Guice,9,3,Morning,0,0,1,1
Custer/McDonough/Guice,9,3,Day,0,0,2,2
Custer/McDonough/Guice,9,3,Evening,0,2,3,3
Custer/McDonough/Guice,9,4,Morning,0,0,1,1
Custer/McDonough/Guice,9,4,Day,0,0,2,4
Custer/McDonough/Guice,9,4,Evening,0,1,1,2
Custer/McDonough/Guice,9,5,Morning,0,1,1,1
Custer/McDonough/Guice,9,5,Day,0,2,0,2
Custer/McDonough/Guice,9,5,Evening,0,5,0,1
Custer/McDonough/Guice,9,6,Morning,0,1,0,0
Custer/McDonough/Guice,9,6,Day,0,0,0,0
Custer/McDonough/Guice,9,6,Evening,0,5,0,1
Custer/McDonough/Guice,10,0,Morning,0,0,1,3
Custer/McDonough/Guice,10,0,Day,0,1,1,0
Custer/McDonough/Guice,10,0,Evening,0,5,2,3
Custer/McDonough/Guice,10,1,Morning,0,1,3,0
Custer/McDonough/Guice,10,1,Day,0,0,5,1
Custer/McDonough/Guice,10,1,Evening,0,1,0,3
Custer/McDonough/Guice,10,2,Morning,0,1,0,1
Custer/McDonough/Guice,10,2,Day,0,2,3,6
Custer/McDonough/Guice,10,2,Evening,0,1,2,6
Custer/McDonough/Guice,10,3,Morning,0,3,2,2
Custer/McDonough/Guice,10,3,Day,0,0,4,2
Custer/McDonough/Guice,10,3,Evening,0,3,1,5
Custer/McDonough/Guice,10,4,Morning,0,1,3,3
Custer/McDonough/Guice,10,4,Day,0,2,3,4
Custer/McDonough/Guice,10,4,Evening,0,0,4,2
Custer/McDonough/Guice,10,5,Morning,0,4,0,3
Custer/McDonough/Guice,10,5,Day,0,1,3,2
Custer/McDonough/Guice,10,5,Evening,0,1,5,1
Custer/McDonough/Guice,10,6,Morning,0,0,0,1
Custer/McDonough/Guice,10,6,Day,0,1,2,2
Custer/McDonough/Guice,10,6,Evening,0,1,1,3
Custer/McDonough/Guice,11,0,Morning,0,0,2,2
Custer/McDonough/Guice,11,0,Day,0,2,4,1
Custer/McDonough/Guice,11,0,Evening,0,3,6,1
Custer/McDonough/Guice,11,1,Morning,0,2,1,1
Custer/McDonough/Guice,11,1,Day,0,0,3,3
Custer/McDonough/Guice,11,1,Evening,0,4,2,2
Custer/McDonough/Guice,11,2,Morning,0,0,3,0
Custer/McDonough/Guice,11,2,Day,0,1,2,1
Custer/McDonough/Guice,11,2,Evening,0,3,3,5
Custer/McDonough/Guice,11,3,Morning,0,1,3,0
Custer/McDonough/Guice,11,3,Day,0,0,1,2
Custer/McDonough/Guice,11,3,Evening,0,0,4,2
Custer/McDonough/Guice,11,4,Morning,0,0,3,0
Custer/McDonough/Guice,11,4,Day,0,0,1,5
Custer/McDonough/Guice,11,4,Evening,0,1,2,3
Custer/McDonough/Guice,11,5,Morning,0,1,2,0
Custer/McDonough/Guice,11,5,Day,0,1,2,2
Custer/McDonough/Guice,11,5,Evening,0,3,2,1
Custer/McDonough/Guice,11,6,Morning,0,0,0,0
Custer/McDonough/Guice,11,6,Day,0,1,2,1
Custer/McDonough/Guice,11,6,Evening,0,1,2,1
Custer/McDonough/Guice,12,0,Morning,0,1,3,0
Custer/McDonough/Guice,12,0,Day,0,0,4,1
Custer/McDonough/Guice,12,0,Evening,1,1,1,3
Custer/McDonough/Guice,12,1,Morning,0,1,1,2
Custer/McDonough/Guice,12,1,Day,0,0,1,4
Custer/McDonough/Guice,12,1,Evening,0,0,1,1
Custer/McDonough/Guice,12,2,Morning,0,1,2,1
Custer/McDonough/Guice,12,2,Day,0,3,1,1
Custer/McDonough/Guice,12,2,Evening,0,1,2,3
Custer/McDonough/Guice,12,3,Morning,0,1,1,0
Custer/McDonough/Guice,12,3,Day,0,0,0,2
Custer/McDonough/Guice,12,3,Evening,0,2,2,1
Custer/McDonough/Guice,12,4,Morning,0,0,2,1
Custer/McDonough/Guice,12,4,Day,0,2,4,2
Custer/McDonough/Guice,12,4,Evening,0,4,1,2
Custer/McDonough/Guice,12,5,Morning,0,0,2,0
Custer/McDonough/Guice,12,5,Day,0,0,0,0
Custer/McDonough/Guice,12,5,Evening,0,2,3,4
Custer/McDonough/Guice,12,6,Morning,0,1,4,0
Custer/McDonough/Guice,12,6,Day,0,3,1,4
Custer/McDonough/Guice,12,6,Evening,0,1,5,3
Dixie Hills,1,0,Morning,0,0,1,3
Dixie Hills,1,0,Day,0,0,7,3
Dixie Hills,1,0,Evening,0,1,2,2
Dixie Hills,1,1,Morning,0,0,5,0
Dixie Hills,1,1,Day,0,0,4,2
Dixie Hills,1,1,Evening,0,1,5,2
Dixie Hills,1,2,Morning,0,1,1,3
Dixie Hills,1,2,Day,0,0,3,1
Dixie Hills,1,2,Evening,0,4,1,2
Dixie Hills,1,3,Morning,0,0,1,0
Dixie Hills,1,3,Day,0,1,7,1
Dixie Hills,1,3,Evening,0,1,2,0
Dixie Hills,1,4,Morning,1,3,0,2
Dixie Hills,1,4,Day,0,1,1,1
Dixie Hills,1,4,Evening,0,3,2,2
Dixie Hills,1,5,Morning,0,1,0,2
Dixie Hills,1,5,Day,0,1,6,3
Dixie Hills,1,5,Evening,0,1,3,2
Dixie Hills,1,6,Morning,0,1,3,0
Dixie Hills,1,6,Day,0,2,2,0
Dixie Hills,1,6,Evening,0,2,1,2
Dixie Hills,2,0,Morning,0,1,0,0
Dixie Hills,2,0,Day,0,2,3,1
Dixie Hills,2,0,Evening,0,1,4,2
Dixie Hills,2,1,Morning,0,3,2,2
Dixie Hills,2,1,Day,0,0,3,4
Dixie Hills,2,1,Evening,0,2,4,4
Dixie Hills,2,2,Morning,0,1,1,0
Dixie Hills,2,2,Day,0,1,6,0
Dixie Hills,2,2,Evening,0,2,2,1
Dixie Hills,2,3,Morning,0,2,2,0
Dixie Hills,2,3,Day,0,1,2,3
Dixie Hills,2,3,Evening,0,1,1,4
Dixie Hills,2,4,Morning,0,1,2,0
Dixie Hills,2,4,Day,0,0,1,2
Dixie Hills,2,4,Evening,0,1,3,1
Dixie Hills,2,5,Morning,0,0,0,0
Dixie Hills,2,5,Day,0,0,2,3
Dixie Hills,2,5,Evening,0,4,1,2
Dixie Hills,2,6,Morning,0,1,2,1
Dixie Hills,2,6,Day,0,1,5,2
Dixie Hills,2,6,Evening,0,4,3,0
Dixie Hills,3,0,Morning,0,0,2,0
Dixie Hills,3,0,Day,0,1,5,3
Dixie Hills,3,0,Evening,0,1,5,3
Dixie Hills,3,1,Morning,0,2,1,2
Dixie Hills,3,1,Day,0,2,5,3
Dixie Hills,3,1,Evening,0,3,2,0
Dixie Hills,3,2,Morning,0,1,3,0
Dixie Hills,3,2,Day,0,3,1,1
Dixie Hills,3,2,Evening,0,1,5,1
Dixie Hills,3,3,Morning,0,1,1,0
Dixie Hills,3,3,Day,0,0,4,4
Dixie Hills,3,3,Evening,0,1,4,1
Dixie Hills,3,4,Morning,0,0,2,1
Dixie Hills,3,4,Day,0,1,3,5
Dixie Hills,3,4,Evening,0,1,4,6
Dixie Hills,3,5,Morning,0,1,1,0
Dixie Hills,3,5,Day,0,1,2,4
Dixie Hills,3,5,Evening,1,1,4,4
Dixie Hills,3,6,Morning,0,2,1,0
Dixie Hills,3,6,Day,0,0,4,1
Dixie Hills,3,6,Evening,0,1,1,4
Dixie Hills,4,0,Morning,0,0,0,1
Dixie Hills,4,0,Day,0,4,6,1
Dixie Hills,4,0,Evening,0,4,0,5
Dixie Hills,4,1,Morning,0,1,1,1
Dixie Hills,4,1,Day,0,0,1,3
Dixie Hills,4,1,Evening,0,2,0,2
Dixie Hills,4,2,Morning,0,0,1,0
Dixie Hills,4,2,Day,0,2,4,4
Dixie Hills,4,2,Evening,0,1,3,3
Dixie Hills,4,3,Morning,0,3,2,2
Dixie Hills,4,3,Day,1,1,6,1
Dixie Hills,4,3,Evening,0,1,3,5
Dixie Hills,4,4,Morning,0,1,1,0
Dixie Hills,4,4,Day,0,1,6,3
Dixie Hills,4,4,Evening,0,0,5,2
Dixie Hills,4,5,Morning,0,1,2,0
Dixie Hills,4,5,Day,0,0,2,2
Dixie Hills,4,5,Evening,1,6,3,6
Dixie Hills,4,6,Morning,0,0,2,0
Dixie Hills,4,6,Day,0,0,5,2
Dixie Hills,4,6,Evening,0,2,3,1
Dixie Hills,5,0,Morning,0,1,2,0
Dixie Hills,5,0,Day,0,1,2,3
Dixie Hills,5,0,Evening,0,5,4,0
Dixie Hills,5,1,Morning,0,1,2,1
Dixie Hills,5,1,Day,0,1,3,2
Dixie Hills,5,1,Evening,0,2,1,0
Dixie Hills,5,2,Morning,0,0,4,2
Dixie Hills,5,2,Day,0,3,3,3
Dixie Hills,5,2,Evening,0,6,2,3
Dixie Hills,5,3,Morning,0,1,1,4
Dixie Hills,5,3,Day,0,0,5,2
Dixie Hills,5,3,Evening,0,0,2,1
Dixie Hills,5,4,Morning,0,0,3,1
Dixie Hills,5,4,Day,0,3,3,2
Dixie Hills,5,4,Evening,1,2,4,5
Dixie Hills,5,5,Morning,0,0,1,1
Dixie Hills,5,5,Day,1,1,5,6
Dixie Hills,5,5,Evening,0,2,3,3
Dixie Hills,5,6,Morning,0,2,2,0
Dixie Hills,5,6,Day,0,1,2,1
Dixie Hills,5,6,Evening,0,0,2,3
Dixie Hills,6,0,Morning,0,0,5,3
Dixie Hills,6,0,Day,0,1,2,3
Dixie Hills,6,0,Evening,0,6,7,0
Dixie Hills,6,1,Morning,0,1,3,0
Dixie Hills,6,1,Day,0,2,5,5
Dixie Hills,6,1,Evening,0,2,5,3
Dixie Hills,6,2,Morning,0,2,1,2
Dixie Hills,6,2,Day,0,1,3,3
Dixie Hills,6,2,Evening,0,1,1,6
Dixie Hills,6,3,Morning,0,1,1,0
Dixie Hills,6,3,Day,0,1,2,5
Dixie Hills,6,3,Evening,0,2,4,5
Dixie Hills,6,4,Morning,0,1,4,0
Dixie Hills,6,4,Day,0,0,4,2
Dixie Hills,6,4,Evening,0,1,2,6
Dixie Hills,6,5,Morning,0,1,0,1
Dixie Hills,6,5,Day,0,1,2,2
Dixie Hills,6,5,Evening,0,3,5,2
Dixie Hills,6,6,Morning,0,0,3,0
Dixie Hills,6,6,Day,0,0,2,2
Dixie Hills,6,6,Evening,0,2,4,1
Dixie Hills,7,0,Morning,0,1,4,3
Dixie Hills,7,0,Day,0,0,7,7
Dixie Hills,7,0,Evening,0,1,3,2
Dixie Hills,7,1,Morning,0,1,0,0
Dixie Hills,7,1,Day,0,1,3,5
Dixie Hills,7,1,Evening,0,1,3,2
Dixie Hills,7,2,Morning,0,2,1,1
Dixie Hills,7,2,Day,0,6,11,1
Dixie Hills,7,2,Evening,0,0,3,9
Dixie Hills,7,3,Morning,0,1,1,1
Dixie Hills,7,3,Day,0,0,3,0
Dixie Hills,7,3,Evening,1,2,1,4
Dixie Hills,7,4,Morning,0,1,2,1
Dixie Hills,7,4,Day,0,1,4,4
Dixie Hills,7,4,Evening,0,3,0,5
Dixie Hills,7,5,Morning,0,2,6,2
Dixie Hills,7,5,Day,0,4,3,2
Dixie Hills,7,5,Evening,0,2,3,4
Dixie Hills,7,6,Morning,0,0,3,1
Dixie Hills,7,6,Day,0,1,4,1
Dixie Hills,7,6,Evening,1,2,4,3
Dixie Hills,8,0,Morning,1,0,3,2
Dixie Hills,8,0,Day,0,2,2,4
Dixie Hills,8,0,Evening,0,2,5,1
Dixie Hills,8,1,Morning,0,4,2,2
Dixie Hills,8,1,Day,0,0,2,5
Dixie Hills,8,1,Evening,0,2,4,2
Dixie Hills,8,2,Morning,0,1,0,3
Dixie Hills,8,2,Day,0,0,6,5
Dixie Hills,8,2,Evening,0,3,5,3
Dixie Hills,8,3,Morning,0,1,0,0
Dixie Hills,8,3,Day,0,1,5,6
Dixie Hills,8,3,Evening,0,1,1,6
Dixie Hills,8,4,Morning,0,0,3,3
Dixie Hills,8,4,Day,0,1,7,4
Dixie Hills,8,4,Evening,0,6,2,1
Dixie Hills,8,5,Morning,0,2,3,0
Dixie Hills,8,5,Day,0,1,3,0
Dixie Hills,8,5,Evening,0,3,4,5
Dixie Hills,8,6,Morning,0,2,2,2
Dixie Hills,8,6,Day,0,1,3,3
Dixie Hills,8,6,Evening,0,2,1,0
Dixie Hills,9,0,Morning,0,1,4,1
Dixie Hills,9,0,Day,0,0,4,5
Dixie Hills,9,0,Evening,0,2,0,0
Dixie Hills,9,1,Morning,0,4,2,0
Dixie Hills,9,1,Day,0,0,7,4
Dixie Hills,9,1,Evening,0,4,0,4
Dixie Hills,9,2,Morning,1,2,0,2
Dixie Hills,9,2,Day,0,3,6,1
Dixie Hills,9,2,Evening,0,1,4,7
Dixie Hills,9,3,Morning,0,1,4,1
Dixie Hills,9,3,Day,0,2,5,5
Dixie Hills,9,3,Evening,0,1,4,2
Dixie Hills,9,4,Morning,0,1,1,2
Dixie Hills,9,4,Day,0,1,7,1
Dixie Hills,9,4,Evening,0,0,2,3
Dixie Hills,9,5,Morning,0,1,0,0
Dixie Hills,9,5,Day,0,1,8,5
Dixie Hills,9,5,Evening,0,1,2,3
Dixie Hills,9,6,Morning,0,4,0,0
Dixie Hills,9,6,Day,0,2,2,3
Dixie Hills,9,6,Evening,0,2,6,2
Dixie Hills,10,0,Morning,0,1,1,0
Dixie Hills,10,0,Day,0,0,5,3
Dixie Hills,10,0,Evening,0,4,6,3
Dixie Hills,10,1,Morning,0,3,1,0
Dixie Hills,10,1,Day,0,0,2,2
Dixie Hills,10,1,Evening,0,0,4,3
Dixie Hills,10,2,Morning,0,0,0,0
Dixie Hills,10,2,Day,0,1,6,2
Dixie Hills,10,2,Evening,0,1,4,1
Dixie Hills,10,3,Morning,0,2,1,2
Dixie Hills,10,3,Day,0,0,4,1
Dixie Hills,10,3,Evening,0,2,6,4
Dixie Hills,10,4,Morning,0,0,0,0
Dixie Hills,10,4,Day,0,1,6,3
Dixie Hills,10,4,Evening,0,1,3,4
Dixie Hills,10,5,Morning,0,1,0,2
Dixie Hills,10,5,Day,0,0,6,5
Dixie Hills,10,5,Evening,0,1,6,1
Dixie Hills,10,6,Morning,0,1,1,2
Dixie Hills,10,6,Day,0,1,6,3
Dixie Hills,10,6,Evening,0,1,2,3
Dixie Hills,11,0,Morning,0,1,4,1
Dixie Hills,11,0,Day,0,0,8,4
Dixie Hills,11,0,Evening,0,0,2,2
Dixie Hills,11,1,Morning,0,0,3,1
Dixie Hills,11,1,Day,0,1,4,0
Dixie Hills,11,1,Evening,0,2,2,1
Dixie Hills,11,2,Morning,0,1,1,0
Dixie Hills,11,2,Day,0,2,5,2
Dixie Hills,11,2,Evening,0,2,5,2
Dixie Hills,11,3,Morning,0,0,0,2
Dixie Hills,11,3,Day,0,1,5,2
Dixie Hills,11,3,Evening,0,2,2,4
Dixie Hills,11,4,Morning,0,1,3,3
Dixie Hills,11,4,Day,0,1,3,5
Dixie Hills,11,4,Evening,0,0,6,2
Dixie Hills,11,5,Morning,0,0,2,1
Dixie Hills,11,5,Day,0,2,4,5
Dixie Hills,11,5,Evening,0,2,2,3
Dixie Hills,11,6,Morning,0,0,4,0
Dixie Hills,11,6,Day,0,2,4,1
Dixie Hills,11,6,Evening,0,1,1,3
Dixie Hills,12,0,Morning,0,0,1,1
Dixie Hills,12,0,Day,0,0,9,3
Dixie Hills,12,0,Evening,0,1,5,1
Dixie Hills,12,1,Morning,0,1,1,2
Dixie Hills,12,1,Day,0,3,4,2
Dixie Hills,12,1,Evening,0,2,3,1
Dixie Hills,12,2,Morning,0,1,2,0
Dixie Hills,12,2,Day,0,1,3,4
Dixie Hills,12,2,Evening,0,3,5,3
Dixie Hills,12,3,Morning,0,1,0,0
Dixie Hills,12,3,Day,0,3,3,1
Dixie Hills,12,3,Evening,0,1,3,1
Dixie Hills,12,4,Morning,0,0,1,0
Dixie Hills,12,4,Day,0,1,6,4
Dixie Hills,12,4,Evening,0,2,6,3
Dixie Hills,12,5,Morning,0,3,3,2
Dixie Hills,12,5,Day,0,5,2,1
Dixie Hills,12,5,Evening,0,1,6,3
Dixie Hills,12,6,Morning,0,1,1,0
