Neighborhood,Month,Day,Shift,Category 1,Category 2,Category 3,Category 4
Adamsville,7,0,Evening,0,1,1,0
Adamsville,7,1,Morning,0,0,0,3
Adamsville,7,1,Day,0,0,0,0
Adamsville,7,1,Evening,0,0,2,0
Adamsville,7,2,Morning,0,0,0,1
Adamsville,7,2,Day,0,0,1,3
Adamsville,7,2,Evening,0,0,1,0
Adamsville,7,3,Morning,0,1,1,0
Adamsville,7,3,Day,0,0,0,1
Adamsville,7,3,Evening,0,0,0,0
Adamsville,7,4,Morning,0,0,0,0
Adamsville,7,4,Day,0,0,1,1
Adamsville,7,4,Evening,0,0,0,0
Adamsville,7,5,Morning,0,0,1,0
Adamsville,7,5,Day,0,1,0,2
Adamsville,7,5,Evening,0,0,1,2
Adamsville,7,6,Morning,0,0,0,0
Adamsville,7,6,Day,0,0,0,1
Adamsville,7,6,Evening,0,1,1,4
Adamsville,8,0,Morning,0,1,0,1
Adamsville,8,0,Day,0,0,0,0
Adamsville,8,0,Evening,0,0,1,1
Adamsville,8,1,Morning,0,1,1,0
Adamsville,8,1,Day,0,0,0,0
Adamsville,8,1,Evening,0,0,1,1
Adamsville,8,2,Morning,0,0,3,0
Adamsville,8,2,Day,0,0,0,0
Adamsville,8,2,Evening,0,0,0,1
Adamsville,8,3,Morning,0,0,0,1
Adamsville,8,3,Day,0,0,0,2
Adamsville,8,3,Evening,0,0,0,1
Adamsville,8,4,Morning,0,1,0,0
Adamsville,8,4,Day,0,1,0,0
Adamsville,8,4,Evening,0,0,0,2
Adamsville,8,5,Morning,0,1,1,0
Adamsville,8,5,Day,0,0,0,0
Adamsville,8,5,Evening,0,1,1,1
Adamsville,8,6,Morning,0,0,1,1
Adamsville,8,6,Day,0,1,1,0
Adamsville,8,6,Evening,0,0,2,3
Adamsville,9,0,Morning,0,0,0,0
Adamsville,9,0,Day,1,0,1,1
Adamsville,9,0,Evening,0,1,1,0
Adamsville,9,1,Morning,0,0,0,0
Adamsville,9,1,Day,0,0,1,1
Adamsville,9,1,Evening,0,0,0,0
Adamsville,9,2,Morning,0,0,0,0
Adamsville,9,2,Day,0,0,0,0
Adamsville,9,2,Evening,0,0,0,1
Adamsville,9,3,Morning,0,0,0,2
Adamsville,9,3,Day,0,0,0,0
Adamsville,9,3,Evening,0,0,0,1
Adamsville,9,4,Morning,0,0,1,0
Adamsville,9,4,Day,0,0,0,0
Adamsville,9,4,Evening,0,0,0,1
Adamsville,9,5,Morning,0,0,2,2
Adamsville,9,5,Day,0,1,0,1
Adamsville,9,5,Evening,0,2,1,2
Adamsville,9,6,Morning,0,0,3,3
Adamsville,9,6,Day,0,0,0,2
Adamsville,9,6,Evening,0,0,1,4
Adamsville,10,0,Morning,0,0,0,0
Adamsville,10,0,Day,0,0,0,0
Adamsville,10,0,Evening,0,0,1,1
Adamsville,10,1,Morning,0,0,0,0
Adamsville,10,1,Day,0,2,1,1
Adamsville,10,1,Evening,0,1,0,0
Adamsville,10,2,Morning,0,0,0,1
Adamsville,10,2,Day,0,0,0,1
Adamsville,10,2,Evening,0,0,0,2
Adamsville,10,3,Morning,0,0,0,0
Adamsville,10,3,Day,0,0,0,0
Adamsville,10,3,Evening,0,0,0,0
Adamsville,10,4,Morning,0,0,0,0
Adamsville,10,4,Day,0,0,1,2
Adamsville,10,4,Evening,0,1,0,0
Adamsville,10,5,Morning,0,2,0,1
Adamsville,10,5,Day,0,0,1,0
Adamsville,10,5,Evening,0,0,1,3
Adamsville,10,6,Morning,0,0,0,0
Adamsville,10,6,Day,0,0,0,0
Adamsville,10,6,Evening,0,0,1,0
Adamsville,11,0,Morning,0,0,2,2
Adamsville,11,0,Day,0,0,2,1
Adamsville,11,0,Evening,0,0,1,1
Adamsville,11,1,Morning,0,0,0,1
Adamsville,11,1,Day,0,0,1,0
Adamsville,11,1,Evening,0,1,0,0
Adamsville,11,2,Morning,0,0,0,0
Adamsville,11,2,Day,0,0,0,0
Adamsville,11,2,Evening,0,0,0,0
Adamsville,11,3,Morning,0,0,0,0
Adamsville,11,3,Day,0,0,0,0
Adamsville,11,3,Evening,0,0,0,0
Adamsville,11,4,Morning,0,0,0,1
Adamsville,11,4,Day,0,0,0,1
Adamsville,11,4,Evening,0,0,0,1
Adamsville,11,5,Morning,0,0,0,0
Adamsville,11,5,Day,0,1,0,0
Adamsville,11,5,Evening,0,1,2,1
Adamsville,11,6,Morning,0,0,0,0
Adamsville,11,6,Day,0,0,1,1
Adamsville,11,6,Evening,0,0,0,3
Adamsville,12,0,Morning,0,0,1,0
Adamsville,12,0,Day,0,1,1,1
Adamsville,12,0,Evening,0,1,0,0
Adamsville,12,1,Morning,0,0,2,0
Adamsville,12,1,Day,0,0,0,0
Adamsville,12,1,Evening,0,0,0,0
Adamsville,12,2,Morning,0,0,0,0
Adamsville,12,2,Day,0,0,0,1
Adamsville,12,2,Evening,0,0,1,1
Adamsville,12,3,Morning,0,0,2,1
Adamsville,12,3,Day,0,0,2,1
Adamsville,12,3,Evening,0,0,3,1
Adamsville,12,4,Morning,0,0,0,0
Adamsville,12,4,Day,0,0,2,3
Adamsville,12,4,Evening,0,2,0,1
Adamsville,12,5,Morning,0,0,0,0
Adamsville,12,5,Day,0,0,1,1
Adamsville,12,5,Evening,0,0,0,3
Adamsville,12,6,Morning,0,0,0,0
Adamsville,12,6,Day,0,0,0,0
Adamsville,12,6,Evening,0,2,3,6
Almond Park,1,0,Morning,0,0,1,1
Almond Park,1,0,Day,0,1,1,0
Almond Park,1,0,Evening,0,2,0,0
Almond Park,1,1,Morning,0,2,4,0
Almond Park,1,1,Day,0,0,3,1
Almond Park,1,1,Evening,0,1,1,2
Almond Park,1,2,Morning,0,0,4,0
Almond Park,1,2,Day,0,0,0,0
Almond Park,1,2,Evening,0,0,2,2
Almond Park,1,3,Morning,0,1,0,1
Almond Park,1,3,Day,0,0,3,1
Almond Park,1,3,Evening,0,3,4,0
Almond Park,1,4,Morning,0,0,2,0
Almond Park,1,4,Day,0,0,1,0
Almond Park,1,4,Evening,0,3,2,0
Almond Park,1,5,Morning,0,1,2,2
Almond Park,1,5,Day,0,1,3,1
Almond Park,1,5,Evening,0,1,2,1
Almond Park,1,6,Morning,0,0,1,0
Almond Park,1,6,Day,0,0,3,0
Almond Park,1,6,Evening,0,2,7,1
Almond Park,2,0,Morning,0,1,1,0
Almond Park,2,0,Day,0,0,1,4
Almond Park,2,0,Evening,0,2,1,2
Almond Park,2,1,Morning,0,0,0,0
Almond Park,2,1,Day,0,1,1,1
Almond Park,2,1,Evening,0,1,1,1
Almond Park,2,2,Morning,0,0,0,1
Almond Park,2,2,Day,0,0,0,0
Almond Park,2,2,Evening,0,1,3,0
Almond Park,2,3,Morning,0,1,0,0
Almond Park,2,3,Day,0,0,1,1
Almond Park,2,3,Evening,0,0,2,0
Almond Park,2,4,Morning,0,1,0,0
Almond Park,2,4,Day,0,1,0,1
Almond Park,2,4,Evening,1,1,3,0
Almond Park,2,5,Morning,0,0,0,0
Almond Park,2,5,Day,0,0,1,1
Almond Park,2,5,Evening,0,0,0,1
Almond Park,2,6,Morning,0,0,2,0
Almond Park,2,6,Day,0,0,2,0
Almond Park,2,6,Evening,0,0,2,1
Almond Park,3,0,Morning,0,2,4,0
Almond Park,3,0,Day,0,0,1,0
Almond Park,3,0,Evening,0,1,2,2
Almond Park,3,1,Morning,0,2,0,0
Almond Park,3,1,Day,0,1,3,2
Almond Park,3,1,Evening,0,0,0,1
Almond Park,3,2,Morning,0,0,1,0
Almond Park,3,2,Day,0,2,1,1
Almond Park,3,2,Evening,0,2,1,1
Almond Park,3,3,Morning,0,0,0,1
Almond Park,3,3,Day,0,0,1,2
Almond Park,3,3,Evening,0,1,0,1
Almond Park,3,4,Morning,0,2,0,2
Almond Park,3,4,Day,0,0,2,2
Almond Park,3,4,Evening,0,0,2,0
Almond Park,3,5,Morning,0,2,2,1
Almond Park,3,5,Day,0,0,1,0
Almond Park,3,5,Evening,0,0,3,2
Almond Park,3,6,Morning,0,0,1,0
Almond Park,3,6,Day,0,0,2,1
Almond Park,3,6,Evening,0,0,1,1
Almond Park,4,0,Morning,0,1,0,0
Almond Park,4,0,Day,0,0,2,0
Almond Park,4,0,Evening,0,0,0,2
Almond Park,4,1,Morning,0,0,1,0
Almond Park,4,1,Day,0,1,3,1
Almond Park,4,1,Evening,0,2,2,3
Almond Park,4,2,Morning,0,0,0,0
Almond Park,4,2,Day,0,0,2,2
Almond Park,4,2,Evening,0,2,0,0
Almond Park,4,3,Morning,0,0,0,1
Almond Park,4,3,Day,0,1,4,1
Almond Park,4,3,Evening,0,0,2,1
Almond Park,4,4,Morning,0,0,1,2
Almond Park,4,4,Day,0,1,0,0
Almond Park,4,4,Evening,0,3,2,0
Almond Park,4,5,Morning,1,0,0,0
Almond Park,4,5,Day,0,0,0,0
Almond Park,4,5,Evening,0,1,5,2
Almond Park,4,6,Morning,0,0,2,1
Almond Park,4,6,Day,0,0,1,1
Almond Park,4,6,Evening,0,4,4,1
Almond Park,5,0,Morning,0,0,0,0
Almond Park,5,0,Day,0,2,1,1
Almond Park,5,0,Evening,0,3,3,1
Almond Park,5,1,Morning,0,2,0,1
Almond Park,5,1,Day,0,1,4,2
Almond Park,5,1,Evening,0,0,2,1
Almond Park,5,2,Morning,0,1,0,1
Almond Park,5,2,Day,0,0,1,2
Almond Park,5,2,Evening,0,0,3,1
Almond Park,5,3,Morning,0,1,1,1
Almond Park,5,3,Day,0,0,4,1
Almond Park,5,3,Evening,2,2,2,1
Almond Park,5,4,Morning,0,0,0,2
Almond Park,5,4,Day,0,0,2,0
Almond Park,5,4,Evening,0,1,3,0
Almond Park,5,5,Morning,0,2,1,0
Almond Park,5,5,Day,0,0,3,1
Almond Park,5,5,Evening,0,1,2,1
Almond Park,5,6,Morning,0,0,2,0
Almond Park,5,6,Day,0,0,1,1
Almond Park,5,6,Evening,0,1,3,0
Almond Park,6,0,Morning,0,0,1,1
Almond Park,6,0,Day,1,2,5,2
Almond Park,6,0,Evening,0,2,1,0
Almond Park,6,1,Morning,0,1,0,0
Almond Park,6,1,Day,0,1,0,0
Almond Park,6,1,Evening,0,2,4,1
Almond Park,6,2,Morning,0,1,3,0
Almond Park,6,2,Day,0,2,2,5
Almond Park,6,2,Evening,0,0,2,1
Almond Park,6,3,Morning,0,0,1,0
Almond Park,6,3,Day,0,0,1,2
Almond Park,6,3,Evening,0,0,0,0
Almond Park,6,4,Morning,0,0,1,3
Almond Park,6,4,Day,0,0,1,3
Almond Park,6,4,Evening,0,0,2,2
Almond Park,6,5,Morning,0,0,0,0
Almond Park,6,5,Day,0,2,1,2
Almond Park,6,5,Evening,0,1,0,2
Almond Park,6,6,Morning,0,0,3,0
Almond Park,6,6,Day,0,1,2,2
Almond Park,6,6,Evening,0,2,0,0
Almond Park,7,0,Morning,0,0,1,0
Almond Park,7,0,Day,0,1,2,0
Almond Park,7,0,Evening,0,5,3,1
Almond Park,7,1,Morning,0,0,0,1
Almond Park,7,1,Day,0,0,0,1
Almond Park,7,1,Evening,1,2,1,1
Almond Park,7,2,Morning,0,3,0,0
Almond Park,7,2,Day,0,2,1,1
Almond Park,7,2,Evening,0,0,6,2
Almond Park,7,3,Morning,0,0,0,0
Almond Park,7,3,Day,0,1,4,0
Almond Park,7,3,Evening,0,2,1,1
Almond Park,7,4,Morning,0,1,5,0
Almond Park,7,4,Day,0,0,2,0
Almond Park,7,4,Evening,0,0,2,2
Almond Park,7,5,Morning,0,0,2,1
Almond Park,7,5,Day,0,1,0,0
Almond Park,7,5,Evening,0,3,2,0
Almond Park,7,6,Morning,0,1,0,0
Almond Park,7,6,Day,0,0,2,0
Almond Park,7,6,Evening,0,1,4,0
Almond Park,8,0,Morning,0,1,0,0
Almond Park,8,0,Day,1,1,4,1
Almond Park,8,0,Evening,0,1,1,0
Almond Park,8,1,Morning,0,0,0,0
Almond Park,8,1,Day,0,1,4,1
Almond Park,8,1,Evening,0,0,3,1
Almond Park,8,2,Morning,0,1,1,1
Almond Park,8,2,Day,0,1,6,0
Almond Park,8,2,Evening,0,1,1,0
Almond Park,8,3,Morning,0,0,2,1
Almond Park,8,3,Day,0,2,2,1
Almond Park,8,3,Evening,0,1,3,1
Almond Park,8,4,Morning,0,1,2,0
Almond Park,8,4,Day,0,2,4,1
Almond Park,8,4,Evening,0,0,1,1
Almond Park,8,5,Morning,0,1,1,1
Almond Park,8,5,Day,0,1,2,1
Almond Park,8,5,Evening,0,2,1,0
Almond Park,8,6,Morning,0,2,0,0
Almond Park,8,6,Day,0,0,0,2
Almond Park,8,6,Evening,0,0,1,1
Almond Park,9,0,Morning,0,1,2,1
Almond Park,9,0,Day,0,1,4,1
Almond Park,9,0,Evening,0,3,0,0
Almond Park,9,1,Morning,0,0,0,0
Almond Park,9,1,Day,0,1,2,2
Almond Park,9,1,Evening,0,0,0,0
Almond Park,9,2,Morning,0,1,2,0
Almond Park,9,2,Day,0,0,5,1
Almond Park,9,2,Evening,0,2,2,0
Almond Park,9,3,Morning,0,0,0,0
Almond Park,9,3,Day,0,0,3,1
Almond Park,9,3,Evening,0,1,0,0
Almond Park,9,4,Morning,0,1,2,1
Almond Park,9,4,Day,0,1,4,1
Almond Park,9,4,Evening,0,0,1,0
Almond Park,9,5,Morning,0,1,2,1
Almond Park,9,5,Day,0,1,2,0
Almond Park,9,5,Evening,0,0,1,1
Almond Park,9,6,Morning,0,0,3,0
Almond Park,9,6,Day,0,0,1,1
Almond Park,9,6,Evening,0,2,3,0
Almond Park,10,0,Morning,0,0,1,0
Almond Park,10,0,Day,0,0,0,1
Almond Park,10,0,Evening,0,1,2,0
Almond Park,10,1,Morning,0,1,0,1
Almond Park,10,1,Day,0,0,1,2
Almond Park,10,1,Evening,0,1,2,1
Almond Park,10,2,Morning,0,1,0,0
Almond Park,10,2,Day,0,0,2,1
Almond Park,10,2,Evening,0,3,2,2
Almond Park,10,3,Morning,0,0,0,0
Almond Park,10,3,Day,0,1,3,1
Almond Park,10,3,Evening,0,0,3,1
Almond Park,10,4,Morning,0,0,0,1
Almond Park,10,4,Day,0,0,6,1
Almond Park,10,4,Evening,0,2,1,3
Almond Park,10,5,Morning,0,2,1,0
Almond Park,10,5,Day,0,0,3,0
Almond Park,10,5,Evening,1,1,2,1
Almond Park,10,6,Morning,0,0,1,0
Almond Park,10,6,Day,0,0,2,1
Almond Park,10,6,Evening,0,0,0,1
Almond Park,11,0,Morning,0,0,1,0
Almond Park,11,0,Day,0,1,2,1
Almond Park,11,0,Evening,0,1,2,2
Almond Park,11,1,Morning,0,0,1,0
Almond Park,11,1,Day,0,0,1,2
Almond Park,11,1,Evening,0,1,0,0
Almond Park,11,2,Morning,0,0,0,1
Almond Park,11,2,Day,0,0,2,1
Almond Park,11,2,Evening,0,0,1,1
Almond Park,11,3,Morning,0,1,3,1
Almond Park,11,3,Day,0,0,4,3
Almond Park,11,3,Evening,0,1,5,0
Almond Park,11,4,Morning,0,1,0,1
Almond Park,11,4,Day,0,0,4,2
Almond Park,11,4,Evening,0,1,2,0
Almond Park,11,5,Morning,1,0,2,0
Almond Park,11,5,Day,0,1,1,0
Almond Park,11,5,Evening,0,0,2,1
Almond Park,11,6,Morning,0,0,2,1
Almond Park,11,6,Day,0,1,0,0
Almond Park,11,6,Evening,0,0,4,1
Almond Park,12,0,Morning,0,0,0,0
Almond Park,12,0,Day,0,0,0,1
Almond Park,12,0,Evening,0,0,2,0
Almond Park,12,1,Morning,0,0,2,0
Almond Park,12,1,Day,0,0,2,0
Almond Park,12,1,Evening,0,1,3,2
Almond Park,12,2,Morning,0,0,2,0
Almond Park,12,2,Day,0,0,0,1
Almond Park,12,2,Evening,0,2,1,3
Almond Park,12,3,Morning,0,0,3,1
Almond Park,12,3,Day,0,0,3,3
Almond Park,12,3,Evening,0,1,0,1
Almond Park,12,4,Morning,0,1,3,1
Almond Park,12,4,Day,0,1,3,1
Almond Park,12,4,Evening,1,0,5,2
Almond Park,12,5,Morning,0,0,0,1
Almond Park,12,5,Day,0,1,0,0
Almond Park,12,5,Evening,0,2,0,1
Almond Park,12,6,Morning,0,0,0,0
Almond Park,12,6,Day,0,2,3,0
Almond Park,12,6,Evening,1,1,1,0
Amal Heights,1,0,Morning,0,0,2,0
Amal Heights,1,0,Day,0,0,2,0
Amal Heights,1,0,Evening,0,0,2,1
Amal Heights,1,1,Morning,0,0,1,0
Amal Heights,1,1,Day,0,0,0,0
Amal Heights,1,1,Evening,0,0,2,2
Amal Heights,1,2,Morning,0,0,2,0
Amal Heights,1,2,Day,0,0,0,0
Amal Heights,1,2,Evening,0,1,1,1
Amal Heights,1,3,Morning,0,0,0,0
Amal Heights,1,3,Day,0,0,1,0
Amal Heights,1,3,Evening,0,0,1,2
Amal Heights,1,4,Morning,0,0,2,0
Amal Heights,1,4,Day,0,0,0,0
Amal Heights,1,4,Evening,0,0,1,1
Amal Heights,1,5,Morning,0,0,2,1
Amal Heights,1,5,Day,0,0,2,0
Amal Heights,1,5,Evening,0,1,4,1
Amal Heights,1,6,Morning,0,0,1,2
Amal Heights,1,6,Day,0,1,0,0
Amal Heights,1,6,Evening,0,1,0,0
Amal Heights,2,0,Morning,0,1,0,0
Amal Heights,2,0,Day,0,0,0,0
Amal Heights,2,0,Evening,0,0,0,0
Amal Heights,2,1,Morning,0,0,0,0
Amal Heights,2,1,Day,0,0,2,0
Amal Heights,2,1,Evening,0,0,0,1
Amal Heights,2,2,Morning,0,0,1,0
Amal Heights,2,2,Day,0,0,0,0
Amal Heights,2,2,Evening,0,0,0,1
Amal Heights,2,3,Morning,0,0,0,0
Amal Heights,2,3,Day,0,1,0,0
Amal Heights,2,3,Evening,0,0,0,0
Amal Heights,2,4,Morning,0,1,0,0
Amal Heights,2,4,Day,0,0,1,0
Amal Heights,2,4,Evening,0,0,0,0
Amal Heights,2,5,Morning,0,1,0,0
Amal Heights,2,5,Day,0,0,0,0
Amal Heights,2,5,Evening,0,0,3,0
Amal Heights,2,6,Morning,0,0,1,0
Amal Heights,2,6,Day,0,0,0,0
Amal Heights,2,6,Evening,0,0,0,0
Amal Heights,3,0,Morning,0,0,1,0
Amal Heights,3,0,Day,0,0,1,0
Amal Heights,3,0,Evening,0,0,2,0
Amal Heights,3,1,Morning,0,1,0,0
Amal Heights,3,1,Day,0,0,2,0
Amal Heights,3,1,Evening,0,0,0,0
Amal Heights,3,2,Morning,0,0,0,0
Amal Heights,3,2,Day,0,0,0,0
Amal Heights,3,2,Evening,0,0,0,0
Amal Heights,3,3,Morning,0,0,0,0
Amal Heights,3,3,Day,0,0,0,0
Amal Heights,3,3,Evening,0,0,2,0
Amal Heights,3,4,Morning,0,0,0,0
Amal Heights,3,4,Day,0,0,0,0
Amal Heights,3,4,Evening,0,0,1,0
Amal Heights,3,5,Morning,0,0,1,0
Amal Heights,3,5,Day,0,0,0,0
Amal Heights,3,5,Evening,0,0,1,1
Amal Heights,3,6,Morning,0,0,0,0
Amal Heights,3,6,Day,0,0,0,1
Amal Heights,3,6,Evening,0,0,0,0
Amal Heights,4,0,Morning,0,1,1,0
Amal Heights,4,0,Day,0,1,0,0
Amal Heights,4,0,Evening,0,1,1,0
Amal Heights,4,1,Morning,0,0,1,1
Amal Heights,4,1,Day,0,0,2,0
Amal Heights,4,1,Evening,0,0,2,2
Amal Heights,4,2,Morning,0,0,0,0
Amal Heights,4,2,Day,0,0,2,1
Amal Heights,4,2,Evening,0,0,1,0
Amal Heights,4,3,Morning,0,0,1,0
Amal Heights,4,3,Day,0,0,0,0
Amal Heights,4,3,Evening,0,1,0,0
Amal Heights,4,4,Morning,0,0,0,0
Amal Heights,4,4,Day,0,0,1,0
Amal Heights,4,4,Evening,0,0,1,2
Amal Heights,4,5,Morning,0,0,0,0
Amal Heights,4,5,Day,0,0,1,0
Amal Heights,4,5,Evening,0,0,3,0
Amal Heights,4,6,Morning,0,1,0,0
Amal Heights,4,6,Day,0,0,1,1
Amal Heights,4,6,Evening,0,0,0,0
Amal Heights,5,0,Morning,0,0,1,0
Amal Heights,5,0,Day,0,0,0,0
Amal Heights,5,0,Evening,0,0,1,1
Amal Heights,5,1,Morning,0,0,0,0
Amal Heights,5,1,Day,0,1,2,0
Amal Heights,5,1,Evening,0,0,1,0
Amal Heights,5,2,Morning,0,0,1,1
Amal Heights,5,2,Day,0,1,1,1
Amal Heights,5,2,Evening,0,1,2,1
Amal Heights,5,3,Morning,0,0,0,0
Amal Heights,5,3,Day,0,0,0,0
Amal Heights,5,3,Evening,0,0,1,0
Amal Heights,5,4,Morning,0,0,2,0
Amal Heights,5,4,Day,0,0,0,0
Amal Heights,5,4,Evening,0,0,1,0
Amal Heights,5,5,Morning,0,0,0,0
Amal Heights,5,5,Day,0,0,0,0
Amal Heights,5,5,Evening,0,1,5,0
Amal Heights,5,6,Morning,0,0,2,0
Amal Heights,5,6,Day,0,2,1,2
Amal Heights,5,6,Evening,0,0,0,1
Amal Heights,6,0,Morning,0,0,0,1
Amal Heights,6,0,Day,0,2,0,1
Amal Heights,6,0,Evening,0,1,1,0
Amal Heights,6,1,Morning,0,1,1,0
Amal Heights,6,1,Day,0,0,1,0
Amal Heights,6,1,Evening,0,0,1,0
Amal Heights,6,2,Morning,0,0,0,1
Amal Heights,6,2,Day,0,0,1,0
Amal Heights,6,2,Evening,0,0,0,1
Amal Heights,6,3,Morning,0,0,2,1
Amal Heights,6,3,Day,0,0,3,1
Amal Heights,6,3,Evening,0,0,0,0
Amal Heights,6,4,Morning,0,0,1,0
Amal Heights,6,4,Day,0,1,1,0
Amal Heights,6,4,Evening,0,1,2,0
Amal Heights,6,5,Morning,0,0,1,0
Amal Heights,6,5,Day,0,0,0,0
Amal Heights,6,5,Evening,0,1,2,0
Amal Heights,6,6,Morning,0,0,1,1
Amal Heights,6,6,Day,0,0,1,0
Amal Heights,6,6,Evening,0,0,2,1
Amal Heights,7,0,Morning,0,0,1,1
Amal Heights,7,0,Day,0,0,0,0
Amal Heights,7,0,Evening,0,0,0,2
Amal Heights,7,1,Morning,0,0,1,0
Amal Heights,7,1,Day,0,0,1,0
Amal Heights,7,1,Evening,0,1,3,1
Amal Heights,7,2,Morning,0,1,1,0
Amal Heights,7,2,Day,0,2,0,0
Amal Heights,7,2,Evening,0,0,0,0
Amal Heights,7,3,Morning,0,0,1,0
Amal Heights,7,3,Day,0,0,1,0
Amal Heights,7,3,Evening,0,0,3,0
Amal Heights,7,4,Morning,0,0,0,1
Amal Heights,7,4,Day,0,0,1,0
Amal Heights,7,4,Evening,0,0,0,0
Amal Heights,7,5,Morning,0,0,2,0
Amal Heights,7,5,Day,0,0,1,0
Amal Heights,7,5,Evening,0,0,0,1
Amal Heights,7,6,Morning,0,0,1,0
Amal Heights,7,6,Day,0,0,0,1
Amal Heights,7,6,Evening,0,0,0,0
Amal Heights,8,0,Morning,0,0,0,0
Amal Heights,8,0,Day,0,0,1,0
Amal Heights,8,0,Evening,0,0,1,0
Amal Heights,8,1,Morning,0,0,1,0
Amal Heights,8,1,Day,0,0,0,0
Amal Heights,8,1,Evening,0,0,0,1
Amal Heights,8,2,Morning,0,0,1,0
Amal Heights,8,2,Day,0,0,0,1
Amal Heights,8,2,Evening,0,0,0,0
Amal Heights,8,3,Morning,0,1,0,1
Amal Heights,8,3,Day,0,0,1,0
Amal Heights,8,3,Evening,0,0,1,1
Amal Heights,8,4,Morning,0,0,0,0
Amal Heights,8,4,Day,0,0,4,1
Amal Heights,8,4,Evening,0,0,0,0
Amal Heights,8,5,Morning,0,0,0,0
Amal Heights,8,5,Day,0,0,1,1
Amal Heights,8,5,Evening,0,1,1,0
Amal Heights,8,6,Morning,0,0,1,0
Amal Heights,8,6,Day,0,0,1,0
Amal Heights,8,6,Evening,0,0,2,2
Amal Heights,9,0,Morning,0,0,1,1
Amal Heights,9,0,Day,0,0,2,0
Amal Heights,9,0,Evening,0,1,1,0
Amal Heights,9,1,Morning,0,0,0,1
Amal Heights,9,1,Day,0,0,1,1
Amal Heights,9,1,Evening,0,0,1,3
Amal Heights,9,2,Morning,0,0,0,0
Amal Heights,9,2,Day,0,1,0,0
Amal Heights,9,2,Evening,0,0,2,0
Amal Heights,9,3,Morning,0,0,0,0
Amal Heights,9,3,Day,0,0,0,1
Amal Heights,9,3,Evening,0,1,1,0
Amal Heights,9,4,Morning,0,0,1,0
Amal Heights,9,4,Day,0,0,0,1
Amal Heights,9,4,Evening,0,0,1,0
Amal Heights,9,5,Morning,0,0,0,0
Amal Heights,9,5,Day,0,1,1,1
Amal Heights,9,5,Evening,0,2,3,2
Amal Heights,9,6,Morning,0,0,2,0
Amal Heights,9,6,Day,0,0,0,1
Amal Heights,9,6,Evening,0,2,1,0
Amal Heights,10,0,Morning,0,0,0,0
Amal Heights,10,0,Day,0,0,2,1
Amal Heights,10,0,Evening,0,2,2,0
Amal Heights,10,1,Morning,0,0,0,0
Amal Heights,10,1,Day,0,0,2,1
Amal Heights,10,1,Evening,0,0,0,0
Amal Heights,10,2,Morning,0,0,1,0
Amal Heights,10,2,Day,0,0,1,2
Amal Heights,10,2,Evening,0,0,1,1
Amal Heights,10,3,Morning,0,0,1,0
Amal Heights,10,3,Day,0,0,1,0
Amal Heights,10,3,Evening,0,0,0,1
Amal Heights,10,4,Morning,0,2,0,0
Amal Heights,10,4,Day,0,0,1,0
Amal Heights,10,4,Evening,0,0,1,1
Amal Heights,10,5,Morning,0,0,0,0
Amal Heights,10,5,Day,0,0,0,2
Amal Heights,10,5,Evening,0,0,2,0
Amal Heights,10,6,Morning,0,0,0,0
Amal Heights,10,6,Day,0,0,0,0
Amal Heights,10,6,Evening,0,0,0,0
Amal Heights,11,0,Morning,0,0,0,0
Amal Heights,11,0,Day,0,0,0,0
Amal Heights,11,0,Evening,0,0,0,0
Amal Heights,11,1,Morning,0,0,0,0
Amal Heights,11,1,Day,0,1,1,1
Amal Heights,11,1,Evening,0,1,1,0
Amal Heights,11,2,Morning,0,0,1,0
Amal Heights,11,2,Day,0,0,0,0
Amal Heights,11,2,Evening,0,1,4,0
Amal Heights,11,3,Morning,0,0,1,1
Amal Heights,11,3,Day,0,1,1,0
Amal Heights,11,3,Evening,0,0,0,1
Amal Heights,11,4,Morning,0,0,1,1
Amal Heights,11,4,Day,0,0,0,0
Amal Heights,11,4,Evening,0,0,3,0
Amal Heights,11,5,Morning,0,0,1,0
Amal Heights,11,5,Day,0,0,1,0
Amal Heights,11,5,Evening,0,1,0,0
Amal Heights,11,6,Morning,0,0,0,0
Amal Heights,11,6,Day,0,0,1,0
Amal Heights,11,6,Evening,0,1,2,0
Amal Heights,12,0,Morning,0,0,1,1
Amal Heights,12,0,Day,0,0,0,0
Amal Heights,12,0,Evening,0,0,2,1
Amal Heights,12,1,Morning,0,0,2,2
Amal Heights,12,1,Day,0,0,1,0
Amal Heights,12,1,Evening,0,0,5,1
Amal Heights,12,2,Morning,0,0,0,1
Amal Heights,12,2,Day,0,0,3,1
Amal Heights,12,2,Evening,0,0,0,3
Amal Heights,12,3,Morning,0,0,3,0
Amal Heights,12,3,Day,0,0,1,1
Amal Heights,12,3,Evening,0,0,1,0
Amal Heights,12,4,Morning,0,0,0,1
Amal Heights,12,4,Day,0,1,1,0
Amal Heights,12,4,Evening,0,1,1,1
Amal Heights,12,5,Morning,0,0,0,0
Amal Heights,12,5,Day,0,0,2,0
Amal Heights,12,5,Evening,0,1,1,0
Amal Heights,12,6,Morning,0,0,0,0
Amal Heights,12,6,Day,0,0,0,0
Amal Heights,12,6,Evening,0,1,1,0
Ansley Park,1,0,Morning,0,0,0,0
Ansley Park,1,0,Day,0,0,0,4
Ansley Park,1,0,Evening,0,0,1,4
Ansley Park,1,1,Morning,0,0,0,0
