Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
191491438,2019-05-29,2019-05-28,1730,2019-05-29,1601,106,,,1361 DONALD LEE HOLLOWEL PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,0650,2304,Hunter Hills,K,33.760080000000002,-84.436980000000005
191491850,2019-05-29,2019-05-26,2000,2019-05-29,1800,302,,,376 ROY ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,0650,2304,Pittsburgh,V,33.724040000000002,-84.400409999999994
191490567,2019-05-29,2019-05-29,0837,2019-05-29,0837,511,,,13 DECATUR ST SE,Day Watch,12,LARCENY-NON VEHICLE,0630,2303,Downtown,M,33.75403,-84.389470000000003
191490969,2019-05-29,2019-05-29,1100,2019-05-29,1120,111,,,3509 MARTIN L KING JR DR NW,Day Watch,7,LARCENY-NON VEHICLE,0630,2303,Adamsville,H,33.758099999999999,-84.502579999999995
191490987,2019-05-29,2019-05-29,1130,2019-05-29,1200,313,,,3885 JONESBORO RD SE @HOME DEPOT,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,South River Gardens,Z,33.648829999999997,-84.365840000000006
191490989,2019-05-29,2019-05-29,1200,2019-05-29,1210,604,,,439 HIGHLAND AVE NE,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,Old Fourth Ward,M,33.761009999999999,-84.373450000000005
191492146,2019-05-29,2019-05-29,2130,2019-05-29,2145,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Morning Watch,12,LARCENY-NON VEHICLE,0630,2303,Edgewood,O,33.756740000000001,-84.346190000000007
191490341,2019-05-29,2019-05-28,1720,2019-05-29,0555,205,,,3260 NORTHSIDE DR NW ,Evening Watch,18,LARCENY-NON VEHICLE,0690,2399,,C,33.843780000000002,-84.407719999999998
191490800,2019-05-29,2019-05-27,0800,2019-05-29,1030,304,,10,876 WASHINGTON ST SW,Day Watch,26,LARCENY-NON VEHICLE,0690,2399,Peoplestown,V,33.73104,-84.390820000000005
191490900,2019-05-29,2019-05-24,1900,2019-05-29,1120,603,,16,626 PARKWAY DR NE,Day Watch,26,LARCENY-NON VEHICLE,0690,2399,Old Fourth Ward,M,33.77178,-84.372889999999998
191491112,2019-05-29,2019-05-24,1600,2019-05-24,1730,505,APT,609,710 PEACHTREE ST NE,Evening Watch,26,LARCENY-NON VEHICLE,0690,2399,Midtown,E,33.77411,-84.384839999999997
191491265,2019-05-29,2019-05-29,1230,2019-05-29,1400,209,,,4279 ROSWELL RD NE @PUBLIX - ROSWELL,Day Watch,7,LARCENY-NON VEHICLE,0690,2399,North Buckhead,B,33.87115,-84.379300000000001
191491684,2019-05-29,2019-05-28,1200,2019-05-28,1800,207,,A,674 BELLEMEADE AVE NW,Evening Watch,13,LARCENY-NON VEHICLE,0690,2399,Berkeley Park,D,33.800220000000003,-84.410250000000005
191491922,2019-05-29,2019-05-18,1200,2019-05-25,1200,211,,,182 SPRINGDALE DR NE,Evening Watch,20,LARCENY-NON VEHICLE,0690,2310,Peachtree Hills,B,33.822009999999999,-84.381619999999998
191492304,2019-05-29,2019-05-29,2200,2019-05-29,2238,208,,,3232 PEACHTREE RD NE,Morning Watch,99,LARCENY-NON VEHICLE,0690,2399,Buckhead Forest,B,33.84413,-84.374089999999995
191490733,2019-05-29,2019-05-29,0950,2019-05-29,1006,105,,,1058 LENA ST NW,Day Watch,20,ROBBERY-PEDESTRIAN,0317,1299G,Washington Park,K,33.757989999999999,-84.422870000000003
191490976,2019-05-29,2019-05-29,1000,2019-05-29,1158,105,,,102 OLLIE ST NW @WASHINGTON PARK,Day Watch,,ROBBERY-PEDESTRIAN,0317,1299G,Washington Park,K,33.757989999999999,-84.422870000000003
191491867,2019-05-29,2019-05-29,1848,2019-05-29,1849,501,,,608 14TH ST NW,Evening Watch,23,ROBBERY-PEDESTRIAN,0317,1299G,Home Park,E,33.785780000000003,-84.407070000000004
191491503,2019-05-29,2019-05-29,1621,2019-05-29,1715,104,,,1739  MARTIN L KING JR DR NW,Evening Watch,99,ROBBERY-PEDESTRIAN,0321,1205K,Mozley Park,K,33.75103,-84.444119999999998
191490668,2019-05-29,2019-05-29,0433,2019-05-29,0607,310,,,2545 JONESBORO RD SE,Day Watch,99,BURGLARY-NONRES,0522,2205,Browns Mill Park,Z,33.684640000000002,-84.366799999999998
191490911,2019-05-29,2019-05-28,1800,2019-05-29,0800,104,,,1690 MARTIN L KING JR DR SW,Day Watch,,BURGLARY-NONRES,0522,2205,Mozley Park,K,33.751429999999999,-84.442250000000001
191490076,2019-05-29,2019-05-28,1700,2019-05-29,0043,505,,1312,855 W PEACHTREE ST NE,Morning Watch,20,BURGLARY-RESIDENCE,0521,2204,Midtown,E,33.777729999999998,-84.387180000000001
191491065,2019-05-29,2019-05-28,1700,2019-05-29,1244,304,,,949 HILL ST SE,Day Watch,20,BURGLARY-RESIDENCE,0521,2204,Peoplestown,V,33.728560000000002,-84.378780000000006
191491317,2019-05-29,2019-05-29,1200,2019-05-29,1400,310,,,127 MEADOW PARK LN SW,Evening Watch,20,BURGLARY-RESIDENCE,0521,2204,Browns Mill Park,Z,33.689120000000003,-84.392930000000007
191491457,2019-05-29,2019-05-27,1635,2019-05-29,1935,410,,419,2280 CAMPBELLTON RD SW,Evening Watch,26,BURGLARY-RESIDENCE,0521,2204,Campbellton Road,R,33.704729999999998,-84.462299999999999
191492006,2019-05-29,2019-05-29,0830,2019-05-29,1730,406,,,3200 SPREADING OAK DR SW,Day Watch,20,BURGLARY-RESIDENCE,0521,2204,East Ardley Road,I,33.730629999999998,-84.492670000000004
191490388,2019-05-29,2019-05-28,1800,2019-05-29,0655,512,,,111 PEACHTREE ST SW,Morning Watch,7,BURGLARY-NONRES,0512,2203,Downtown,M,33.751649999999998,-84.392589999999998
191490808,2019-05-29,2019-05-28,2300,2019-05-29,1000,605,,,327 MEMORIAL DR SE,Day Watch,3,BURGLARY-NONRES,0512,2203,Grant Park,W,33.746560000000002,-84.37679
191490857,2019-05-29,2019-05-28,1800,2019-05-29,0800,111,,,2625 MARTIN L KING JR DR NW,Day Watch,99,BURGLARY-NONRES,0512,2203,Harland Terrace,I,33.754069999999999,-84.47354
191490875,2019-05-29,2019-05-28,2235,2019-05-29,1113,301,,,1341 METROPOLITAN PKWY SW,Day Watch,7,BURGLARY-NONRES,0512,2203,Capitol View,X,33.718049999999998,-84.408090000000001
191490195,2019-05-29,2019-05-28,0830,2019-05-29,0217,305,,9,193 MOURY AVE SW,Morning Watch,26,BURGLARY-RESIDENCE,0511,2202,The Villages at Carver,Y,33.715490000000003,-84.391970000000001
191490589,2019-05-29,2019-05-23,2200,2019-05-23,2300,107,,,1929 NORTH AVE NW,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Grove Park,J,33.768709999999999,-84.450599999999994
191490914,2019-05-29,2019-05-25,1600,2019-05-29,1000,305,,,17 TURMAN AVE SE,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,South Atlanta,Y,33.708660000000002,-84.381900000000002
191491009,2019-05-29,2019-05-28,1620,2019-05-29,0830,404,,,1676 ROGERS AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,0511,2202,Westview,T,33.737090000000002,-84.442509999999999
191491040,2019-05-29,2019-05-28,1000,2019-05-29,1233,504,,,526 CENTENNIAL OLYMPIC P DR NW,Day Watch,26,BURGLARY-RESIDENCE,0511,2202,Downtown,M,33.768700000000003,-84.392390000000006
191491330,2019-05-29,2019-05-29,0500,2019-05-29,1520,412,,,4741 EDWINA LN SW,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Greenbriar Village,P,33.703789999999998,-84.541989999999998
191491543,2019-05-29,2019-05-28,2000,2019-05-29,1630,207,,P-9,500 NORTHSIDE CIR NW,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Loring Heights,E,33.797240000000002,-84.406679999999994
191491568,2019-05-29,2019-05-29,1500,2019-05-29,1630,206,,,361 PHARR RD NE,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Garden Hills,B,33.836599999999997,-84.375540000000001
191491629,2019-05-29,2019-05-29,1500,2019-05-29,1630,206,,517,361 PHARR RD NE,Evening Watch,26,BURGLARY-RESIDENCE,0511,2202,Garden Hills,B,33.836599999999997,-84.375540000000001
191491651,2019-05-29,2019-05-29,0601,2019-05-29,1706,410,,,1771 FORT VALLEY DR SW,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Pomona Park,R,33.706650000000003,-84.450800000000001
191491773,2019-05-29,2019-05-29,0520,2019-05-29,1720,311,,,2959 1ST AVE SW,Evening Watch,,BURGLARY-RESIDENCE,0511,2202,Hammond Park,X,33.674469999999999,-84.401629999999997
191491928,2019-05-29,2019-05-25,1700,2019-05-29,1920,402,,,836 WESTMONT RD SW,Unknown,20,BURGLARY-RESIDENCE,0511,2202,Oakland City,S,33.732430000000001,-84.437150000000003
191492043,2019-05-29,2019-05-29,0027,2019-05-29,0027,107,,,1779 MADRONA ST NW,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Grove Park,J,33.770740000000004,-84.445120000000003
191492050,2019-05-29,2019-05-29,2100,2019-05-29,2100,304,,,910 WASHINGTON ST,Evening Watch,99,BURGLARY-RESIDENCE,0511,2202,Peoplestown,V,33.72992,-84.390630000000002
191492373,2019-05-29,2019-05-29,2330,2019-05-29,2345,309,,,349 CLEVELAND AVE SW,Morning Watch,21,AGG ASSAULT,0410,1314,Perkerson,X,33.681229999999999,-84.401089999999996
191482656,2019-05-29,2019-05-28,2359,2019-05-29,0005,409,,,2909 CAMPBELLTON RD SW @CASCADE PINES APTS,Morning Watch,26,AGG ASSAULT,0420,1315K,Southwest,R,33.698720000000002,-84.484179999999995
191490273,2019-05-29,2019-05-29,0330,2019-05-29,0348,112,,,3195 KINGSTON RD NW,Morning Watch,20,AGG ASSAULT,0420,1315K,Collier Heights,I,33.779890000000002,-84.49221
191482457,2019-05-29,2019-05-28,2150,2019-05-29,0030,111,,,93 ALLEN TEMPLE CT NW,Morning Watch,26,AGG ASSAULT,0430,1315,,I,33.752870000000001,-84.491020000000006
191491630,2019-05-29,2019-05-29,1709,2019-05-29,1709,107,,,1981 JOSEPH E BOONE BLVD NW,Evening Watch,1,AGG ASSAULT,0430,1315,Grove Park,J,33.764859999999999,-84.451740000000001
191491488,2019-05-29,2019-05-12,0800,2019-05-29,1617,402,,,722 CASCADE AVE SW,Day Watch,20,AUTO THEFT,0730,2434,West End,T,33.735610000000001,-84.436099999999996
191491282,2019-05-29,2019-05-29,1450,2019-05-29,1455,610,,,187 DEARBORN ST SE,Evening Watch,13,AUTO THEFT,0720,2424,Kirkwood,O,33.748069999999998,-84.327470000000005
191491770,2019-05-29,2019-05-29,0001,2019-05-29,1000,407,,F9,I-20 WB EXPY SW/MARTIN LUTHER KING JR DR SW,Morning Watch,13,AUTO THEFT,0720,2424,Fairburn Mays,H,33.745100000000001,-84.508579999999995
191490401,2019-05-29,2019-05-28,2100,2019-05-29,0700,110,,5209,921 WESTMORELAND CIR NW,Day Watch,26,AUTO THEFT,0710,2404,West Highlands,G,33.790089999999999,-84.449690000000004
191490559,2019-05-29,2019-05-29,0820,2019-05-29,0830,112,,,796 MAGNA CARTA DR NW,Day Watch,20,AUTO THEFT,0710,2404,Collier Heights,I,33.776350000000001,-84.482849999999999
191490577,2019-05-29,2019-05-28,1945,2019-05-29,0830,305,,,1485 CROGMAN ST SE,Day Watch,20,AUTO THEFT,0710,2404,South Atlanta,Y,33.713979999999999,-84.386229999999998
191490751,2019-05-29,2019-05-29,0200,2019-05-29,0200,312,,198,85 MOUNT ZION RD SW,Day Watch,18,AUTO THEFT,0710,2404,Glenrose Heights,Z,33.672910000000002,-84.391530000000003
191490952,2019-05-29,2019-05-28,2200,2019-05-29,0008,211,,,2591 PIEDMONT RD NE,Morning Watch,18,AUTO THEFT,0710,2404,Lindbergh/Morosgo,B,33.824939999999998,-84.366839999999996
191491335,2019-05-29,2019-03-13,1200,2019-05-29,1200,211,,,2450 CAMELLIA LN NE,Evening Watch,18,AUTO THEFT,0710,2404,Lindbergh/Morosgo,B,33.82302,-84.371399999999994
191491456,2019-05-29,2019-05-29,1606,2019-05-29,1606,212,,4132,594 WIMBLEDON RD NE,Evening Watch,26,AUTO THEFT,0710,2404,Piedmont Heights,F,33.806559999999998,-84.367410000000007
191491899,2019-05-29,2019-05-28,1800,2019-05-29,0800,411,,,2295 BEN HILL RD SW,Morning Watch,20,AUTO THEFT,0710,2404,Greenbriar,R,33.692120000000003,-84.485349999999997
191491954,2019-05-29,2019-05-27,1200,2019-05-29,1400,604,,239,49 BOULEVARD SE,Evening Watch,18,AUTO THEFT,0710,2404,Sweet Auburn,M,33.752749999999999,-84.371859999999998
191500237,2019-05-30,2019-05-30,0252,2019-05-30,0252,104,,,343 JOSEPH E LOWERY BLVD SW,Morning Watch,,AUTO THEFT,0710,2404,Ashview Heights,T,33.745690000000003,-84.417860000000005
191500350,2019-05-30,2019-05-30,0100,2019-05-30,0500,608,,,449 MORELAND AVE NE,Morning Watch,18,AUTO THEFT,0710,2404,Candler Park,N,33.766669999999998,-84.348910000000004
191500401,2019-05-30,2019-05-30,0640,2019-05-30,0645,303,,4,250 FULTON ST SW,Day Watch,26,AUTO THEFT,0710,2404,Mechanicsville,V,33.741819999999997,-84.396069999999995
191500403,2019-05-30,2019-05-29,0700,2019-05-30,0600,114,,,3746 CROSBY DR NW,Day Watch,20,AUTO THEFT,0710,2404,Carroll Heights,H,33.772599999999997,-84.510109999999997
191500446,2019-05-30,2019-05-30,0732,2019-05-30,0732,112,,,2693 WASHINGTON ST NW,Day Watch,,AUTO THEFT,0710,2404,Collier Heights,I,33.773879999999998,-84.475719999999995
191500562,2019-05-30,2019-05-30,0842,2019-05-30,0842,312,,A5,2786 OLD HAPEVILLE RD SW,Day Watch,26,AUTO THEFT,0710,2404,Glenrose Heights,Z,33.679040000000001,-84.393270000000001
191501540,2019-05-30,2019-05-29,2030,2019-05-29,2100,609,,,29 MORELAND AVE NE,Evening Watch,23,AUTO THEFT,0710,2404,Edgewood,O,33.75432,-84.349090000000004
191502393,2019-05-30,2019-05-30,2115,2019-05-30,2117,210,,,3639 PEACHTREE RD NE,Evening Watch,23,AUTO THEFT,0710,2404,Ridgedale Park,B,33.853729999999999,-84.357770000000002
191500592,2019-05-30,2019-05-29,1600,2019-05-29,1700,104,,,952 BECKWITH ST SW,Day Watch,20,AUTO THEFT,0720,2424,Ashview Heights,T,33.752290000000002,-84.418679999999995
191502141,2019-05-30,2019-05-30,1845,2019-05-30,1845,403,,,687 CASCADE AVE SW,Evening Watch,17,ROBBERY-PEDESTRIAN,0347,1299S,Westview,T,33.736820000000002,-84.43647
191502088,2019-05-30,2019-05-30,1820,2019-05-30,1835,410,,B203,1994 BENT CREEK WAY SW,Evening Watch,26,ROBBERY-RESIDENCE,0345,1209,Campbellton Road,R,33.701099999999997,-84.466309999999993
191500051,2019-05-30,2019-05-30,0000,2019-05-30,0030,603,,1418,641 NORTH AVE NE,Morning Watch,18,ROBBERY-PEDESTRIAN,0311,1212,Old Fourth Ward,M,33.771030000000003,-84.36618
191500253,2019-05-30,2019-05-30,0312,2019-05-30,0313,112,,,2770 CRESCENDO DR NW,Morning Watch,13,AGG ASSAULT,0430,1315,Collier Heights,I,33.774059999999999,-84.478179999999995
191500969,2019-05-30,2019-05-30,1100,2019-05-30,1125,311,,,2967 METROPOLITAN PKWY SW,Day Watch,18,AGG ASSAULT,0430,1315,Hammond Park,X,33.674210000000002,-84.40889
191501016,2019-05-30,2019-05-30,1130,2019-05-30,1140,105,,,1012 WESTMOOR DR NW,Day Watch,20,AGG ASSAULT,0430,1315,Washington Park,K,33.759320000000002,-84.42089
191501729,2019-05-30,2019-05-30,1620,2019-05-30,1642,410,,A205,1994 BENT CREEK WAY SW,Evening Watch,26,AGG ASSAULT,0420,1315K,Campbellton Road,R,33.701099999999997,-84.466309999999993
191500138,2019-05-30,2019-05-30,0005,2019-05-30,0127,313,,,1100 FOREST VALLEY DR SE,Morning Watch,20,AGG ASSAULT,0410,1314,South River Gardens,Z,33.649790000000003,-84.35548
191501774,2019-05-30,2019-05-30,1600,2019-05-30,1700,608,,,1500 MCLENDON AVE NE @CANDLER CITY PARK,Evening Watch,31,AGG ASSAULT,0410,1314,Candler Park,N,33.764969999999998,-84.338269999999994
191502217,2019-05-30,2019-05-30,1929,2019-05-30,1949,404,,,493 WILLARD AVE SW,Evening Watch,20,AGG ASSAULT,0410,1314,Westview,T,33.741599999999998,-84.436920000000001
191500355,2019-05-30,2019-05-29,1900,2019-05-30,0530,103,,,2100 SPINK ST NW,Morning Watch,5,BURGLARY-NONRES,0512,2203,Riverside,D,33.808160000000001,-84.464730000000003
191500021,2019-05-30,2019-05-23,1900,2019-05-26,1500,401,,411,717 LEE ST SW,Evening Watch,23,BURGLARY-RESIDENCE,0511,2202,West End,T,33.73516,-84.414209999999997
191500711,2019-05-30,2019-05-30,0920,2019-05-30,0920,310,,,2407 ANTWERP DR SE,Day Watch,20,BURGLARY-RESIDENCE,0511,2202,Browns Mill Park,Z,33.688760000000002,-84.385379999999998
191501348,2019-05-30,2019-05-29,1700,2019-05-30,1432,307,,,214 ADAIR AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,0511,2202,Lakewood Heights,Y,33.706420000000001,-84.381069999999994
191501995,2019-05-30,2019-05-30,1730,2019-05-30,1810,506,,,379 ANDREW J HAIRSTON PL NW,Evening Watch,20,BURGLARY-RESIDENCE,0521,2204,English Avenue,L,33.765050000000002,-84.413589999999999
191502031,2019-05-30,2019-04-15,0000,2019-05-30,1830,308,,A-85,2520 JONESBORO RD SE,Evening Watch,20,BURGLARY-RESIDENCE,0521,2204,Leila Valley,Z,33.684629999999999,-84.364810000000006
191500341,2019-05-30,2019-05-30,0500,2019-05-30,0500,510,,,80 JESSE HILL JR DR SE @GRADY HOSPITAL,Morning Watch,9,LARCENY-NON VEHICLE,0690,2399,Downtown,M,33.75168,-84.381979999999999
191500386,2019-05-30,2019-05-28,1800,2019-05-30,0630,607,,,953 MORELAND AVE SE,Day Watch,20,LARCENY-NON VEHICLE,0690,2399,Ormewood Park,W,33.728679999999997,-84.349739999999997
191500647,2019-05-30,2019-04-29,1200,2019-05-17,1200,114,,,3518 BOLFAIR DR NW,Day Watch,20,LARCENY-NON VEHICLE,0690,2399,Carroll Heights,H,33.777140000000003,-84.502560000000003
191500739,2019-05-30,2019-04-03,1300,2019-04-03,1300,610,,,1530 WOODBINE AVE SE @COAN COMMUNITY CENT,Day Watch,,LARCENY-NON VEHICLE,0690,2399,Kirkwood,O,33.751939999999998,-84.336680000000001
191500743,2019-05-30,2019-05-29,0420,2019-05-30,0432,202,,,4001 POWERS FERRY RD NW,Day Watch,99,LARCENY-NON VEHICLE,0690,2374,Chastain Park,A,33.866390000000003,-84.389300000000006
191500842,2019-05-30,2019-05-29,2000,2019-05-29,2100,208,,,3232 PEACHTREE RD NE,Evening Watch,,LARCENY-NON VEHICLE,0690,2399,Buckhead Forest,B,33.84413,-84.374089999999995
191501123,2019-05-30,2019-05-29,2000,2019-05-30,1241,312,,4,2786 OLD HAPEVILLE RD SW,Day Watch,26,LARCENY-NON VEHICLE,0690,2399,Glenrose Heights,Z,33.679040000000001,-84.393270000000001
191501556,2019-05-30,2019-05-28,1900,2019-05-30,1547,304,,,704 CONNALLY ST SE,Evening Watch,20,LARCENY-NON VEHICLE,0690,2399,Summerhill,V,33.735430000000001,-84.380719999999997
191501623,2019-05-30,2019-05-30,0900,2019-05-30,1530,210,,,3755 PEACHTREE RD NE,Evening Watch,26,LARCENY-NON VEHICLE,0690,2399,Ridgedale Park,B,33.85566,-84.348839999999996
191501687,2019-05-30,2019-05-21,1430,2019-05-30,1626,605,,,537 PARK AVE SE @GRANT PARK,Evening Watch,31,LARCENY-NON VEHICLE,0690,2399,Grant Park,W,33.740310000000001,-84.371669999999995
191501980,2019-05-30,2019-05-30,1813,2019-05-30,1813,108,,3303,2423 MARTIN L KING JR DR NW,Evening Watch,,LARCENY-NON VEHICLE,0690,2399,Florida Heights,I,33.751829999999998,-84.466229999999996
191502220,2019-05-30,2019-05-29,1715,2019-05-29,1716,211,,,631 BROADVIEW PL NE,Evening Watch,20,LARCENY-NON VEHICLE,0690,2399,Lindbergh/Morosgo,B,33.82105,-84.36345
191502433,2019-05-30,2019-05-30,2144,2019-05-30,2144,505,,7,171 6TH ST NE,Morning Watch,20,LARCENY-NON VEHICLE,0690,2399,Midtown,E,33.777090000000001,-84.38185
191500849,2019-05-30,2019-05-30,1024,2019-05-30,1032,405,,,3050 MARTIN LUTHER KING JR DRIVE SW,Day Watch,8,LARCENY-NON VEHICLE,0630,2303,Harland Terrace,I,33.75177,-84.485699999999994
191500926,2019-05-30,2019-05-30,1115,2019-05-30,1121,212,,,2350 CHESHIRE BRIDGE RD NE,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,Lindridge/Martin Manor,F,33.819499999999998,-84.351990000000001
191500992,2019-05-30,2019-05-30,1130,2019-05-30,1150,501,,,261 19TH ST NW,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,Atlantic Station,E,33.793709999999997,-84.396770000000004
191501095,2019-05-30,2019-05-30,1220,2019-05-30,1227,501,,,230 18TH ST NW,Day Watch,12,LARCENY-NON VEHICLE,0630,2303,Atlantic Station,E,33.791609999999999,-84.398099999999999
191501134,2019-05-30,2019-05-30,1238,2019-05-30,1239,103,,,1176 CHATTAHOOCHEE AVE NW,Day Watch,23,LARCENY-NON VEHICLE,0630,2303,Blandtown,D,33.800579999999997,-84.425610000000006
191501138,2019-05-30,2019-05-30,1215,2019-05-30,1230,614,,,680 PONCE DE LEON AVE NE,Day Watch,24,LARCENY-NON VEHICLE,0630,2303,Midtown,E,33.774059999999999,-84.365279999999998
191501248,2019-05-30,2019-05-30,1330,2019-05-30,1339,210,,,3393 PEACHTREE RD NE @Multiple,Day Watch,99,LARCENY-NON VEHICLE,0630,2303,Lenox,B,33.846760000000003,-84.362120000000004
191501374,2019-05-30,2019-05-30,1440,2019-05-30,1442,501,,,375 18TH ST NW @TARGET - 18TH,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Atlantic Station,E,33.793030000000002,-84.399209999999997
191501399,2019-05-30,2019-05-30,1430,2019-05-30,1452,410,,,1796 DELOWE DR SW,Evening Watch,21,LARCENY-NON VEHICLE,0630,2303,Campbellton Road,R,33.705829999999999,-84.457160000000002
191501744,2019-05-30,2019-05-30,1630,2019-05-30,1631,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Evening Watch,8,LARCENY-NON VEHICLE,0630,2303,Lindbergh/Morosgo,B,33.82403,-84.363280000000003
191502505,2019-05-30,2019-05-30,2230,2019-05-30,2235,307,,,1630 JONESBORO RD SE,Morning Watch,23,LARCENY-NON VEHICLE,0630,2303,Lakewood Heights,Y,33.70722,-84.379760000000005
191492306,2019-05-30,2019-05-29,0800,2019-05-29,1800,309,,F5,501 CONNELL AVE SW,Evening Watch,20,LARCENY-FROM VEHICLE,0650,2304,Perkerson,X,33.68327,-84.406620000000004
191501147,2019-05-30,2019-05-30,0500,2019-05-30,0530,308,,,2300 JONESBORO RD SE,Day Watch,18,LARCENY-FROM VEHICLE,0650,2304,Leila Valley,Z,33.692259999999997,-84.364400000000003
191500186,2019-05-30,2019-05-30,0145,2019-05-30,0205,507,,,120 MARIETTA ST NW @GLENN BUILDING,Morning Watch,21,LARCENY-NON VEHICLE,0620,2302,Downtown,M,33.757129999999997,-84.392939999999996
191500031,2019-05-30,2019-05-30,0016,2019-05-30,0016,407,,,CRESTWELL CIR SW / LOFTY LN SW,Morning Watch,20,LARCENY-NON VEHICLE,0670,2308,Thomasville Heights,Z,33.707639999999998,-84.360050000000001
191500838,2019-05-30,2019-05-28,1300,2019-05-28,1730,207,,1502,1390 NORTHSIDE DR NW,Day Watch,26,LARCENY-NON VEHICLE,0670,2308,Berkeley Park,D,33.792639999999999,-84.407960000000003
191501149,2019-05-30,2019-05-29,0620,2019-05-29,0630,606,,,247 MORELAND AVE SE,Morning Watch,23,LARCENY-NON VEHICLE,0670,2308,Reynoldstown,N,33.746989999999997,-84.349580000000003
191501394,2019-05-30,2019-04-25,0800,2019-05-27,1450,313,,,3850 JONESBORO RD SE @EXPOSITION CENTER,Evening Watch,,LARCENY-NON VEHICLE,0670,2308,South River Gardens,Z,33.650880000000001,-84.363619999999997
191501500,2019-05-30,2019-05-29,0900,2019-05-30,2030,206,,,2920 PHARR COURT SOUTH NW,Evening Watch,99,LARCENY-NON VEHICLE,0670,2308,Peachtree Heights West,B,33.835360000000001,-84.386080000000007
191502024,2019-05-30,2019-05-30,1637,2019-05-30,1640,212,,C,2284 CHESHIRE BRIDGE RD NE,Evening Watch,3,LARCENY-NON VEHICLE,0670,2308,Lindridge/Martin Manor,F,33.817570000000003,-84.352069999999998
191502210,2019-05-30,2019-05-30,1945,2019-05-30,1945,303,,A106,490 GLENN ST SW,Evening Watch,20,LARCENY-NON VEHICLE,0670,2308,Mechanicsville,V,33.738050000000001,-84.402619999999999
191502463,2019-05-30,2019-05-30,1700,2019-05-30,1900,606,,,174 CARROLL ST SE,Morning Watch,5,LARCENY-NON VEHICLE,0670,2308,Cabbagetown,N,33.749949999999998,-84.367940000000004
191500154,2019-05-30,2019-05-30,0100,2019-05-30,0148,503,,,1080 W PEACHTREE ST,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Midtown,E,33.784700000000001,-84.388170000000002
191500230,2019-05-30,2019-05-29,1645,2019-05-30,0245,602,,,468 MORELAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Inman Park,N,33.766939999999998,-84.349149999999995
191500547,2019-05-30,2019-05-29,1929,2019-05-30,0825,509,,,570 SPRING ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,0640,2305,Downtown,M,33.77028,-84.389390000000006
191500576,2019-05-30,2019-05-29,2000,2019-05-30,0800,507,,204,450 STONEWALL ST SW,Unknown,13,LARCENY-FROM VEHICLE,0640,2305,Castleberry Hill,M,33.749540000000003,-84.40249
191500629,2019-05-30,2019-05-30,0045,2019-05-30,0845,613,,,1885 WELLBOURNE DR NE,Day Watch,13,LARCENY-FROM VEHICLE,0640,2305,Morningside/Lenox Park,F,33.806040000000003,-84.359719999999996
191500654,2019-05-30,2019-05-30,0918,2019-05-30,0955,302,,,765 MCDANIEL ST SW,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Pittsburgh,V,33.733649999999997,-84.402209999999997
191501098,2019-05-30,2019-05-30,1228,2019-05-30,1228,103,,,1210 MENLO DR NW,Day Watch,5,LARCENY-FROM VEHICLE,0640,2305,Blandtown,D,33.787439999999997,-84.42407
191501112,2019-05-30,2019-05-30,1220,2019-05-30,1235,609,,,1225 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,18,LARCENY-FROM VEHICLE,0640,2305,Edgewood,O,33.756050000000002,-84.348129999999998
191501381,2019-05-30,2019-05-30,1300,2019-05-30,1330,404,,,1654 S ALVARADO TER SW @APS TUSKEGEE,Day Watch,6,LARCENY-FROM VEHICLE,0640,2305,Cascade Avenue/Road,S,33.731110000000001,-84.441249999999997
191501413,2019-05-30,2019-05-30,1432,2019-05-30,1434,208,,,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,Evening Watch,18,LARCENY-FROM VEHICLE,0640,2305,North Buckhead,B,33.849110000000003,-84.370750000000001
