Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190981004,4/8/19,4/8/19,1145,4/8/19,1245,409,,,2852 CASCADE RD SW @CASCADE SPRINGS NATU,Day Watch,31,LARCENY-FROM VEHICLE,640,2305,Cascade Heights,I,33.71955,-84.48012
190981028,4/8/19,4/7/19,1000,4/8/19,700,602,,,1067 ALTA AVE NE,Day Watch,26,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76055,-84.35314
190981060,4/8/19,4/8/19,1230,4/8/19,1315,608,,,467 MORELAND AVE,Day Watch,,LARCENY-FROM VEHICLE,640,2305,Candler Park,N,33.76782,-84.34903
190981115,4/8/19,4/8/19,1330,4/8/19,1340,205,,,1950 HOWELL MILL RD NW,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80838,-84.41356
190981156,4/8/19,4/8/19,1100,4/8/19,1400,509,,,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76126,-84.38223
190981253,4/8/19,4/8/19,1500,4/8/19,1515,605,,,800 GLENWOOD AVE SE,Evening Watch,12,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74234,-84.36002
190981551,4/8/19,4/8/19,1115,4/8/19,1740,602,,,290 ELIZABETH ST NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76234,-84.35807
190981632,4/8/19,4/8/19,1756,4/8/19,1756,604,,,520 DECATUR ST SE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75201,-84.37073
190981807,4/8/19,4/8/19,1700,4/8/19,1900,204,,,1017 COLLIER RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.8126,-84.42118
190981992,4/8/19,4/8/19,2000,4/8/19,2215,613,,,1402 N HIGHLAND AVE NE,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.79282,-84.35257
190982037,4/8/19,4/8/19,2030,4/8/19,2300,613,,,533 AMSTERDAM AVE NE ,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78813,-84.36917
190901799,4/8/19,4/8/19,2000,4/8/19,2045,501,,,3150 ABBEY DR SW,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Princeton Lakes,P,33.66514,-84.51145
190980485,4/8/19,4/8/19,722,4/8/19,725,512,,,150 GARNETT ST SW @MUNICIPAL COURT,Day Watch,11,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.7474,-84.39298
190980858,4/8/19,4/3/19,1000,4/8/19,1122,206,,,269 BUCKHEAD AVE NE @BUCKHEAD BRANCH,Day Watch,30,LARCENY-NON VEHICLE,670,2308,Buckhead Village,B,33.83764,-84.37936
190980945,4/8/19,3/26/19,1930,4/8/19,1208,508,,1040,101 MARIETTA ST NW,Evening Watch,5,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75666,-84.3922
190981423,4/8/19,2/26/19,1500,4/8/19,1800,205,,,453 MANOR RIDGE DR ,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Peachtree Battle Alliance,C,33.82412,-84.40256
190981640,4/8/19,4/8/19,1834,4/8/19,1834,212,,,2585 CHANTILLY DR NE,Evening Watch,24,LARCENY-NON VEHICLE,670,2308,Lindridge/Martin Manor,F,33.82434,-84.3488
190980336,4/8/19,4/8/19,500,4/8/19,520,509,,,75 BAKER ST NE,Morning Watch,14,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.76212,-84.3849
190981466,4/8/19,4/8/19,1600,4/8/19,1700,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
190981740,4/8/19,4/8/19,1900,4/8/19,1900,102,,,835 MARTIN L KING JR DR NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
190990669,4/9/19,4/9/19,900,4/9/19,930,211,,,2525 PIEDMONT RD NE @HOME DEPOT,Unknown,99,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.824,-84.36521
190991136,4/9/19,4/9/19,1300,4/9/19,1310,411,,,3030 HEADLAND DR SW,Day Watch,5,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68841,-84.48742
190991174,4/9/19,4/9/19,1350,4/9/19,1350,204,,,1801 HOWELL MILL RD NW,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190991242,4/9/19,4/9/19,1330,4/9/19,1430,204,,,1801 HOWELL MILL RD NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190991263,4/9/19,4/9/19,1440,4/9/19,1440,211,,,2625 PIEDMONT RD NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82742,-84.36532
190991392,4/9/19,4/9/19,1500,4/9/19,1500,211,,,2525 PIEDMONT RD,Unknown,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.824,-84.36521
190991457,4/9/19,4/9/19,1500,4/9/19,1630,609,,,1275 CAROLINE ST NE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
190991668,4/9/19,4/9/19,1640,4/9/19,1647,511,,,12 BROAD ST SW,Evening Watch,9,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.7532,-84.39201
190990395,4/9/19,4/9/19,200,4/9/19,400,510,,,21 BELL ST NE,Morning Watch,26,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75504,-84.37913
190990752,4/9/19,3/25/19,1600,4/9/19,1006,412,,,3459 MEADOWLANE CIR SW,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Meadowbrook Forest,P,33.69307,-84.50209
190990878,4/9/19,4/8/19,1800,4/9/19,800,208,,300,3424 PEACHTREE RD NE,Evening Watch,5,LARCENY-NON VEHICLE,670,2308,North Buckhead,B,33.84938,-84.3636
190990638,4/9/19,4/8/19,1850,4/9/19,903,604,,1320,435 HIGHLAND AVE NE,Day Watch,18,LARCENY-NON VEHICLE,660,2317,Old Fourth Ward,M,33.76128,-84.37318
190992426,4/9/19,4/8/19,1000,4/9/19,1000,612,,425,1205 METROPOLITAN AVE SE,Day Watch,18,LARCENY-NON VEHICLE,660,2317,East Atlanta,W,33.74173,-84.34749
190990394,4/9/19,4/9/19,550,4/9/19,609,611,,,2371 GLENWOOD AVE SE,Morning Watch,23,LARCENY-FROM VEHICLE,640,2305,East Lake,O,33.73966,-84.30934
190990509,4/9/19,4/9/19,0,4/9/19,746,313,,36,2980 JONESBORO RD SE,Day Watch,26,LARCENY-FROM VEHICLE,640,2305,South River Gardens,Z,33.67339,-84.37144
190990569,4/9/19,4/8/19,1900,4/9/19,828,502,,,1270 W PEACHTREE ST NE,Evening Watch,99,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78881,-84.38779
190990651,4/9/19,4/9/19,700,4/9/19,900,106,,,1380 W MARIETTA ST NW,Day Watch,99,LARCENY-FROM VEHICLE,640,2305,Rockdale,G,33.78594,-84.43367
190991346,4/9/19,4/1/19,800,4/1/19,1200,312,,,2450 FORREST PARK RD,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Perkerson,X,33.68711,-84.40862
190991824,4/9/19,4/9/19,1711,4/9/19,1750,412,,,3911 CAMPBELLTON RD SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Kings Forest,P,33.69289,-84.51602
190991843,4/9/19,4/5/19,800,4/6/19,830,210,,,9 PRITCHARD WAY NE,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Buckhead Heights,B,33.85091,-84.35888
190992303,4/9/19,4/9/19,2030,4/9/19,2146,207,,,1587 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.79835,-84.41575
190992319,4/9/19,4/9/19,2000,4/9/19,2145,505,,,265 PONCE DE LEON AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77206,-84.37869
190992330,4/9/19,4/9/19,2000,4/9/19,2145,602,,,99 KROG ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75667,-84.3639
190992378,4/9/19,4/9/19,2230,4/9/19,2236,206,,,41 IRBY AVE NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.84152,-84.38026
190992389,4/9/19,4/8/19,1900,4/8/19,2240,207,,,1968 PEACHTREE RD NW ,Morning Watch,28,LARCENY-FROM VEHICLE,640,2305,,E,33.81,-84.39583
190992397,4/9/19,4/9/19,1530,4/9/19,2252,601,,,1061 PONCE DE LEON AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77392,-84.35321
190992408,4/9/19,4/9/19,2200,4/9/19,2300,605,,,437 MEMORIAL DR SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74639,-84.37285
190992483,4/9/19,4/9/19,2329,4/9/19,2335,602,,,900 DEKALB AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75506,-84.35781
190992080,4/9/19,4/9/19,1931,4/9/19,1935,610,,,1655 MEMORIAL DR SE,Evening Watch,24,LARCENY-NON VEHICLE,620,2302,Kirkwood,O,33.74718,-84.3338
190991142,4/9/19,4/2/19,5,4/9/19,1333,512,,,275 PRYOR ST SW,Morning Watch,13,LARCENY-NON VEHICLE,610,2301,Downtown,M,33.74747,-84.39415
190990674,4/9/19,4/8/19,2100,4/9/19,923,512,,,256 MEMORIAL DR SW,Morning Watch,4,BURGLARY-NONRES,532,2203A,Downtown,M,33.7466,-84.39614
190990780,4/9/19,4/8/19,1300,4/9/19,730,414,,,3870 REDWINE RD SW,Evening Watch,16,LARCENY-NON VEHICLE,690,2399,Princeton Lakes,P,33.65991,-84.51074
190990880,4/9/19,4/8/19,600,4/8/19,630,208,,,3530 PIEDMONT RD NE,Morning Watch,26,LARCENY-NON VEHICLE,690,2399,Buckhead Forest,B,33.84899,-84.38002
190991249,4/9/19,4/9/19,1420,4/9/19,1430,512,,,241 FORSYTH ST SW @MAGIC CITY,Day Watch,3,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.74827,-84.39732
190991994,4/9/19,3/24/19,1,4/7/19,2359,312,,604,2766 VINEYARDS DR SE,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Rosedale Heights,Z,33.67939,-84.37019
190992301,4/9/19,4/9/19,2146,4/9/19,2156,102,,,587 UNIVERSITY PL NW @HERNDON HOME,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Vine City,L,33.7558,-84.40681
190992486,4/9/19,4/9/19,2352,4/10/19,2352,505,,,842 PEACHTREE ST NE,Morning Watch,99,ROBBERY-COMMERCIAL,332,1202,Midtown,E,33.77756,-84.38482
190990552,4/9/19,4/5/19,1700,4/9/19,817,403,,,1212 CAMPBELLTON RD SW,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,Oakland City,S,33.71722,-84.42765
190990148,4/9/19,4/9/19,120,4/9/19,122,404,,,1639 WESTWOOD AVE SW,Unknown,,AGG ASSAULT,430,1315,Westview,T,33.73863,-84.44147
190990489,4/9/19,4/9/19,734,4/9/19,900,604,,,303 PARKWAY DR NE @Multiple,Day Watch,28,AGG ASSAULT,430,1315,Old Fourth Ward,M,33.76286,-84.37405
190990967,4/9/19,4/8/19,1900,4/9/19,1000,103,,,1240 OLD CHATTAHOOCHEE AVE NW,Day Watch,,AGG ASSAULT,430,1315,Blandtown,D,33.79999,-84.42656
190991129,4/9/19,4/9/19,1325,4/9/19,1400,511,,,87 PEACHTREE ST SW @KESSLERS DEPT STORE,Day Watch,21,AGG ASSAULT,430,1315,Downtown,M,33.75243,-84.39198
190991955,4/9/19,4/9/19,1400,4/9/19,1400,206,,311,424 LINDBERGH DR NE,Day Watch,20,AGG ASSAULT,430,1315,Garden Hills,B,33.8212,-84.3738
190992402,4/9/19,4/9/19,2230,4/9/19,2258,312,,,3284 BROWNS MILL RD SE,Morning Watch,13,AGG ASSAULT,420,1315K,Orchard Knob,Z,33.66554,-84.37986
190990937,4/9/19,3/6/19,800,4/9/19,1000,303,,,752 COOPER ST SW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Mechanicsville,V,33.73437,-84.39693
190991139,4/9/19,4/9/19,900,4/9/19,1300,311,,408,2745 OLD HAPEVILLE RD SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Glenrose Heights,Z,33.67992,-84.39348
190991702,4/9/19,4/4/19,0,4/9/19,1703,311,,14H,532 CLEVELAND AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Hammond Park,X,33.68116,-84.4059
190991944,4/9/19,4/9/19,600,4/9/19,1600,408,,,1377 WILLOW TRL SW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Venetian Hills,S,33.71764,-84.44007
190992140,4/9/19,4/9/19,1100,4/9/19,1950,408,,,1690 VENETIAN DR SW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Venetian Hills,S,33.71435,-84.44308
190992358,4/9/19,4/9/19,1930,4/9/19,2210,611,,710,710 GREENHAVEN DR SE,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,The Villages at East Lake,O,33.74149,-84.31167
190990241,4/9/19,4/9/19,23,4/9/19,244,605,,,519 MEMORIAL DR SE,Morning Watch,8,BURGLARY-NONRES,512,2203,Grant Park,W,33.74615,-84.37083
190990595,4/9/19,4/8/19,1300,4/9/19,841,301,,,1150 ALLENE AVE SW,Day Watch,99,BURGLARY-NONRES,512,2203,Oakland City,S,33.72337,-84.41311
190960553,4/9/19,4/6/19,415,4/6/19,430,308,,,2157 MORELAND AVE SE,Day Watch,99,BURGLARY-NONRES,512,2203,Norwood Manor,Z,33.69519,-84.35
190991692,4/9/19,4/9/19,1350,4/9/19,1400,105,,,261 W LAKE DR NW,Evening Watch,20,AUTO THEFT,710,2404,West Lake,J,33.76211,-84.43921
190991943,4/9/19,4/9/19,1030,4/9/19,1730,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,18,AUTO THEFT,710,2404,North Buckhead,B,33.85302,-84.36278
190992184,4/9/19,4/9/19,600,4/9/19,2000,408,,,1700 STANTON RD,Day Watch,26,AUTO THEFT,710,2404,,R,33.70886,-84.44364
190992261,4/9/19,4/9/19,2100,4/9/19,2130,414,,,2813 ALEXANDRIA DR SW,Evening Watch,20,AUTO THEFT,710,2404,Deerwood,P,33.67779,-84.51427
190992411,4/9/19,4/9/19,2250,4/9/19,2305,405,,5004,2716 MARTIN L KING JR DR SW,Morning Watch,23,ROBBERY-PEDESTRIAN,311,1212,Harland Terrace,I,33.75408,-84.47582
190990278,4/9/19,4/9/19,300,4/9/19,350,509,,,129 NORTH AVE NE,Morning Watch,,AGG ASSAULT,410,1314,Downtown,M,33.77103,-84.38318
190992412,4/9/19,4/8/19,2100,4/9/19,1100,306,,,1850 METROPOLITAN PKWY SW,Morning Watch,23,AGG ASSAULT,410,1314,Sylvan Hills,X,33.70369,-84.40795
190991149,4/9/19,4/9/19,1338,4/9/19,1348,107,,,1660 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,18,AUTO THEFT,720,2424,Grove Park,J,33.77267,-84.44238
191002231,4/10/19,4/10/19,1954,4/10/19,2010,607,,,840 MCDONOUGH BLVD SE ,Evening Watch,23,AUTO THEFT,730,2434,Custer/McDonough/Guice,W,33.70874,-84.35887
191000225,4/10/19,4/10/19,240,4/10/19,250,509,,,396 PIEDMONT AVE NE,Unknown,13,ROBBERY-PEDESTRIAN,347,1299S,Downtown,M,33.76491,-84.3826
191001163,4/10/19,4/8/19,2250,4/8/19,2300,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,21,AGG ASSAULT,410,1314,Greenbriar,R,33.68677,-84.49773
191002614,4/10/19,4/10/19,2348,4/11/19,400,413,,,3867 STONE RD SW,Morning Watch,20,AGG ASSAULT,410,1314,Ben Hill Pines,P,33.6856,-84.51086
191000061,4/10/19,4/10/19,6,4/10/19,7,503,,7,1080 PEACHTREE ST NE,Morning Watch,21,ROBBERY-COMMERCIAL,312,1201,Midtown,E,33.78409,-84.38353
191000011,4/10/19,4/10/19,7,4/10/19,7,609,,,1176 MEMORIAL DR SE,Morning Watch,23,AUTO THEFT,710,2404,Edgewood,O,33.74769,-84.34889
191000508,4/10/19,4/9/19,1740,4/10/19,730,411,,1306,3263 VERDANT DR SW,Morning Watch,18,AUTO THEFT,710,2404,Greenbriar,R,33.68439,-84.49534
191000986,4/10/19,4/9/19,1700,4/10/19,1100,604,,429,49 BOULEVARD SE,Day Watch,20,AUTO THEFT,710,2404,Sweet Auburn,M,33.75275,-84.37186
191001233,4/10/19,4/9/19,2200,4/10/19,400,206,,703,2626 PEACHTREE RD NW,Morning Watch,18,AUTO THEFT,710,2404,Peachtree Heights West,B,33.82621,-84.38756
191001378,4/10/19,4/9/19,2045,4/10/19,1000,112,,,480 WATERFORD RD NW,Evening Watch,,AUTO THEFT,710,2404,Collier Heights,I,33.76814,-84.48404
191002271,4/10/19,4/10/19,2015,4/10/19,2020,211,,,639 MOROSGO DR NE,Morning Watch,23,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.82329,-84.36696
191000295,4/10/19,4/10/19,415,4/10/19,427,411,A1,,2740 GREENBRIAR PKWY SW,Morning Watch,5,BURGLARY-NONRES,512,2203,Greenbriar,R,33.68896,-84.48909
191000334,4/10/19,4/10/19,506,4/10/19,506,411,,,2760 GREENBRIAR PKWY SW,Morning Watch,5,BURGLARY-NONRES,512,2203,Greenbriar,R,33.68814,-84.48914
191000417,4/10/19,4/9/19,2300,4/10/19,650,604,,,22 AIRLINE ST NE,Day Watch,6,BURGLARY-NONRES,512,2203,Old Fourth Ward,M,33.75501,-84.36673
191000709,4/10/19,3/10/19,1200,4/9/19,1200,108,,,59 HELENA AVE NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Penelope Neighbors,J,33.75331,-84.44697
191001269,4/10/19,4/3/19,1400,4/10/19,1400,306,,,1799 LANGSTON AVE SW,Evening Watch,13,BURGLARY-RESIDENCE,511,2202,Sylvan Hills,X,33.70561,-84.42106
191001909,4/10/19,4/10/19,0,4/10/19,1736,603,,,623 PARKWAY DR NE,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,Old Fourth Ward,M,33.77159,-84.37247
191000851,4/10/19,4/10/19,930,4/10/19,1035,111,,,305 ARD PL NW,Day Watch,20,AGG ASSAULT,420,1315K,Adamsville,H,33.76371,-84.5032
191001266,4/10/19,4/10/19,1400,4/10/19,1400,312,,D63,445 CLEVELAND AVE SE,Day Watch,26,AGG ASSAULT,430,1315,Rosedale Heights,Z,33.68149,-84.37152
191001649,4/10/19,4/10/19,1745,4/10/19,1800,407,,,4059 BREWER DR SW,Evening Watch,20,AGG ASSAULT,430,1315,Wilson Mill Meadows,H,33.75214,-84.52044
191002319,4/10/19,4/5/19,1800,4/10/19,2005,212,,,2489 CHESHIRE BRIDGE RD NE,Evening Watch,19,BURGLARY-RESIDENCE,521,2204,Lindridge/Martin Manor,F,33.82226,-84.35055
191000876,4/10/19,4/10/19,0,4/10/19,50,504,,,45 IVAN ALLEN JR BLVD NW,Morning Watch,14,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.76505,-84.38939
191001321,4/10/19,1/1/19,1,4/10/19,1400,306,,,1158 OSBORNE ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Sylvan Hills,X,33.70423,-84.4262
191001601,4/10/19,4/10/19,1150,4/10/19,1608,413,,9200,3378 GREENBRIAR PKWY SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,,P,33.68387,-84.50204
191002084,4/10/19,4/9/19,2300,4/9/19,2315,104,,,1039 PARSONS ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Ashview Heights,T,33.75128,-84.42197
191002309,4/10/19,1/4/19,800,4/10/19,2039,302,,,233 ORMOND ST SE,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Peoplestown,V,33.73145,-84.38027
191090998,4/10/19,4/10/19,2100,4/10/19,2145,614,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.77469,-84.36561
191001206,4/10/19,4/10/19,1230,4/10/19,1250,609,,,1225 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,12,LARCENY-NON VEHICLE,610,2301,Edgewood,O,33.75605,-84.34813
191000358,4/10/19,4/9/19,1830,4/10/19,540,409,,19E,2909 CAMPBELLTON RD SW,Evening Watch,26,LARCENY-FROM VEHICLE,650,2304,Southwest,R,33.69869,-84.48265
191001342,4/10/19,4/3/19,1200,4/10/19,1330,306,,218,1995 RAMBLING DR SW,Evening Watch,26,LARCENY-FROM VEHICLE,650,2304,Sylvan Hills,X,33.70057,-84.40756
191002033,4/10/19,4/10/19,1700,4/10/19,1730,306,,,1995B METROPOLITAN PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,Sylvan Hills,X,33.70083,-84.40818
191002273,4/10/19,12/10/18,1200,1/17/19,1130,305,,1203,1195 MILTON TER SE,Evening Watch,26,LARCENY-FROM VEHICLE,650,2304,Chosewood Park,Y,33.72186,-84.38105
191002513,4/10/19,4/10/19,1200,4/10/19,2230,605,,,277 SOUTH AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,650,2304,Grant Park,W,33.73213,-84.37889
191000084,4/10/19,4/10/19,50,4/10/19,120,404,,,1437 LUCILE AVE SW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Westview,T,33.74275,-84.43471
191000174,4/10/19,4/9/19,2140,4/9/19,2330,501,,,261 19TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Atlantic Station,E,33.79371,-84.39677
191000314,4/10/19,4/10/19,440,4/10/19,441,613,,,1271 CUMBERLAND RD NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.7942,-84.34548
191000325,4/10/19,4/9/19,1845,4/10/19,445,208,,1315,3380 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.84892,-84.36597
191000368,4/10/19,4/9/19,1645,4/10/19,545,207,,5004,220 26TH ST NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Brookwood,E,33.80312,-84.4011
191000374,4/10/19,4/9/19,1830,4/10/19,600,414,,G-8,3540 N CAMP CREEK PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,P,33.67051,-84.50299
191000425,4/10/19,4/9/19,2200,4/10/19,600,613,,,675 CUMBERLAND RD NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.79596,-84.36495
191000486,4/10/19,4/9/19,1900,4/10/19,700,211,,1312,741 MOROSGO DR NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82296,-84.36346
191000743,4/10/19,4/9/19,2000,4/10/19,700,612,,,453 PASLEY AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,East Atlanta,W,33.74149,-84.33733
191000865,4/10/19,4/9/19,2330,4/10/19,1040,601,,,758 PONCE DE LEON AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77412,-84.36228
191000868,4/10/19,4/9/19,2244,4/9/19,2254,602,,,299 N HIGHLAND AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76198,-84.35846
191000869,4/10/19,4/10/19,930,4/10/19,1030,209,,,4334 TOWN COMMONS CIR NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Brookhaven,B,33.87517,-84.35357
191000977,4/10/19,4/10/19,850,4/10/19,1131,313,,,3765 ZIP INDUSTRIAL BLVD SW,Day Watch,29,LARCENY-FROM VEHICLE,640,2305,Blair Villa/Poole Creek,Z,33.65426,-84.39006
191001034,4/10/19,4/10/19,1130,4/10/19,1204,503,,,21 14TH ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.7863,-84.38715
191001636,4/10/19,4/10/19,1545,4/10/19,1600,106,,,1335 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,29,LARCENY-FROM VEHICLE,640,2305,,J,33.77179,-84.43173
191001643,4/10/19,4/10/19,1618,4/10/19,1645,202,,,3535 NORTHSIDE PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Randall Mill,A,33.85087,-84.42902
191001778,4/10/19,4/10/19,1610,4/10/19,1645,401,,,854 OAK ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74057,-84.41685
191001963,4/10/19,4/10/19,1715,4/10/19,1755,205,,,2125 NORTHSIDE DR NW @GRANT TENNIS CENTER,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.81405,-84.40587
191002160,4/10/19,4/10/19,1900,4/10/19,1918,303,,,585 WELLS ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Pittsburgh,V,33.74023,-84.40742
191002311,4/10/19,4/10/19,1845,4/10/19,2030,208,,,3232 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84413,-84.37409
191002498,4/10/19,4/10/19,2100,4/10/19,2237,304,,,609 MARTIN ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Summerhill,V,33.73802,-84.38425
191002610,4/10/19,4/10/19,2315,4/10/19,2316,504,,126,950 MARIETTA ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Marietta Street Artery,E,33.77689,-84.40807
191001213,4/10/19,4/2/19,358,4/8/19,409,110,,,1710 NOEL ST NW,Day Watch,26,LARCENY-NON VEHICLE,670,2308,West Highlands,G,33.79211,-84.44776
191001786,4/10/19,4/9/19,1947,4/10/19,803,602,,,1085 PONCE DE LEON AVE NE,Evening Watch,,LARCENY-NON VEHICLE,670,2308,Poncey-Highland,N,33.77374,-84.35176
191001010,4/10/19,4/10/19,1140,4/10/19,1150,210,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,7,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
191010889,4/11/19,4/11/19,1000,4/11/19,1030,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
191011455,4/11/19,4/11/19,1456,4/11/19,1600,303,,,226 RALPH D ABERNATHY BLVD SW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Mechanicsville,V,33.73675,-84.39489
191011551,4/11/19,4/11/19,1106,4/11/19,1112,207,,,2099 PEACHTREE RD NE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,,E,33.81196,-84.39139
191012165,4/11/19,4/11/19,1810,4/11/19,1845,602,,,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Poncey-Highland,N,33.7734,-84.35467
191010974,4/11/19,4/11/19,1020,4/11/19,1030,211,,,2459 PIEDMONT RD NE,Day Watch,23,LARCENY-NON VEHICLE,670,2308,Lindbergh/Morosgo,B,33.82259,-84.36722
